SquatPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,pMMGMean_5,pMMGStd_1,pMMGStd_2,pMMGStd_3,pMMGStd_4,pMMGStd_5,ThetaMean_1,ThetaMean_2,ThetaMean_3,ThetaMean_4,ThetaMean_5
0,-4.0429749981622,-2.55594875565262,-7.761243916358,-3.73140215343828,-1.13965131902092,2.13235973735422,1.3941453015132,3.58721210599081,1.76455245933883,1.13505776768875,170.965653,171.191580966667,170.965653,171.191580966667,170.965653
0.1001001001001,-4.0575300795179,-2.54671690114231,-7.76549654806991,-3.73533251199558,-1.15302513174829,2.14870723096732,1.4148618647541,3.60529296895913,1.7531990120249,1.1365881504993,170.932533382082,171.180340418485,170.932533382082,171.180340418485,170.932533382082
0.2002002002002,-4.0472030215231,-2.55448375229469,-7.77040596459334,-3.74408795380525,-1.1597323947676,2.14889747061925,1.41938054553386,3.620008170743,1.7529310285132,1.14751414477348,170.899413770437,171.169099870304,170.899413770437,171.169099870304,170.899413770437
0.3003003003003,-4.04796879948922,-2.56175581591517,-7.77931951418171,-3.74975957096855,-1.1701064238103,2.14956516417382,1.424308666614,3.60205517779621,1.76156545698515,1.15792994452017,170.866294119119,171.157859322122,170.866294119119,171.157859322122,170.866294119119
0.4004004004004,-4.04285243777588,-2.56069529417387,-7.77288984829456,-3.7488241924335,-1.18081390341041,2.14025996119626,1.42412478815052,3.60605384643783,1.75398692918213,1.16180014464696,170.833174494995,171.146475406306,170.833174494995,171.146475406306,170.833174494995
0.500500500500501,-4.02513424400106,-2.56911744751963,-7.75892488537848,-3.76137654456666,-1.1860790373075,2.13314425673705,1.41325067877427,3.58280250286359,1.74360497051566,1.15683269282819,170.812177118552,171.135109776743,170.812177118552,171.135109776743,170.812177118552
0.600600600600601,-4.01880527763372,-2.58408328463124,-7.73943853726406,-3.76912534957092,-1.17936778560457,2.11713218410572,1.37077985325571,3.57713645027649,1.73363091041621,1.14790272291703,170.788568828929,171.128448903403,170.788568828929,171.128448903403,170.788568828929
0.700700700700701,-4.00831172404992,-2.6079316530605,-7.74464395210324,-3.76948295611347,-1.19110059219657,2.09976740819206,1.37519728921389,3.57458918757048,1.73048000412814,1.13810255719252,170.763755701535,171.123280712613,170.763755701535,171.123280712613,170.763755701535
0.800800800800801,-4.01305174210907,-2.60431976583053,-7.75447888791647,-3.78625073980466,-1.19235095380508,2.10256821483274,1.35349550423874,3.57116045543674,1.72305813835648,1.11864432280073,170.733353869403,171.116001101835,170.733353869403,171.116001101835,170.733353869403
0.900900900900901,-4.02417533693061,-2.61838154736061,-7.74782739642832,-3.77090037405538,-1.18558160220502,2.10798342752146,1.35977377497478,3.57452375401186,1.6931262682402,1.10795748146601,170.716237007508,171.105801318619,170.716237007508,171.105801318619,170.716237007508
