GaitPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,MomentMean,NewCol1,NewCol2,NewCol3,NewCol4,NewCol5
5.305305305,0.245403789,0.238870699,0.572002109,0.539149127,-186.7266478,-0.359383658336426,-0.556313091840579,-0.569748924512623,-0.449174163722129,-0.346112165081681
5.405405405,0.240818119,0.233711546,0.569723465,0.540843923,-194.4458783,-0.337521849605041,-0.545842033772348,-0.543417937463562,-0.414251489932842,-0.372708448810431
5.505505506,0.234722156,0.229780354,0.566325806,0.541647392,-202.4416663,-0.32827746365752,-0.535370975574091,-0.522691840628851,-0.324845098279676,-0.250852136749813
5.605605606,0.227339362,0.225202419,0.562262846,0.544400563,-210.4147263,-0.3329506394768,-0.52489991703859,-0.510895600566356,-0.300454641306717,-0.229936158625836
5.705705706,0.214923535,0.220021262,0.554744501,0.5474886,-218.3476898,-0.33762381529608,-0.51442885850309,-0.511118476266213,-0.27692141591494,-0.191791214664518
5.805805806,0.206296208,0.215136062,0.549700697,0.551792067,-226.8348096,-0.342296991115359,-0.506366630517154,-0.503957800192855,-0.256333761451123,-0.151562127942513
5.905905906,0.204200547,0.212431632,0.549237146,0.553232892,-233.7111113,-0.346970166934639,-0.499384390843695,-0.493486741983618,-0.240636210422599,-0.141091069451263
6.006006006,0.198815479,0.208247573,0.546254294,0.555053775,-237.6458194,-0.347919481347199,-0.48439811905037,-0.468652354360849,-0.222853503393193,-0.170709160538707
6.106106106,0.194491698,0.203590227,0.543304599,0.558475231,-241.3387608,-0.340438618414726,-0.475110632395974,-0.415952542468471,-0.210639383354651,-0.0935675723304509
6.206206206,0.182773148,0.200023115,0.53971641,0.559995513,-244.6086728,-0.332957755482252,-0.468128392683153,-0.398505904088179,-0.198425263316108,-0.0622388631485829
6.306306306,0.175964369,0.197411229,0.538007584,0.562653225,-244.6260905,-0.325476892549779,-0.459225006223558,-0.381059265707887,-0.186211143277565,-0.0323031639725816
6.406406406,0.176128224,0.195199293,0.537973111,0.564476371,-242.197756,-0.317483845396913,-0.450248715250998,-0.371485817924024,-0.153664648919498,-0.00797978631331785
6.506506507,0.172400762,0.191841911,0.537721167,0.567466237,-239.3965912,-0.307012787558595,-0.441272424188764,-0.365926282120551,-0.133906141043737,0.037910593263106
6.606606607,0.17137888,0.188093105,0.538498548,0.570254739,-234.8771138,-0.303448325025836,-0.432296133216203,-0.347750563003618,-0.000529343487989977,0.128208786156564
6.706706707,0.16481047,0.186721042,0.537340078,0.572237453,-224.2457606,-0.299958501858968,-0.423165211688014,-0.314675218810868,0.00784885559452465,0.119793035205016
6.806806807,0.162224232,0.186112345,0.536319965,0.573682669,-210.5650429,-0.296468678692099,-0.414002038987252,-0.29308110183938,0.0162270546770392,0.0940745509191332
6.906906907,0.162132625,0.184188083,0.535914609,0.575054947,-196.2861093,-0.299239772119082,-0.404838866286491,-0.253886663992869,0.0128177139029417,0.116383667451789
7.007007007,0.163222098,0.181713419,0.538629369,0.576662956,-180.4187343,-0.305241582065329,-0.395675693585729,-0.223651322956872,0.0469445258094001,0.178094792164417
7.107107107,0.16403044,0.180858608,0.541670466,0.577478807,-159.8837303,-0.298957537253533,-0.386031193371583,-0.232634553832852,0.0964529571894185,0.253340780594953
7.207207207,0.164102414,0.181016729,0.548380635,0.579688737,-137.4855036,-0.292673492441736,-0.372074909622655,-0.214832425673567,0.127781666635259,0.298533085454486
7.307307307,0.164618586,0.181265387,0.549362385,0.582475632,-114.9224726,-0.285068122173828,-0.357550035524941,-0.181438385900437,0.242763333181155,0.255231319952271
7.407407407,0.166545776,0.179952381,0.555776334,0.584504211,-90.35302463,-0.275396383323726,-0.341852484430131,-0.155513813965591,0.147814081767882,0.32079780620415
7.507507508,0.172497346,0.180203641,0.562298792,0.586253261,-64.0652046,-0.270908359292754,-0.326154933178502,-0.131123356186105,0.204574295380354,0.289564404822848
7.607607608,0.177168756,0.181275601,0.571139322,0.588087374,-37.40479529,-0.266420335306619,-0.313546185746986,-0.104376531197482,0.270305826489241,0.320893114180698
7.707707708,0.182410182,0.182655939,0.57721389,0.590243872,-10.3821987,-0.261932311320483,-0.298174025563156,-0.0416005308631728,0.31504125975636,0.3914989137977
7.807807808,0.184925663,0.182819901,0.577264343,0.592534061,17.91218177,-0.257442834590119,-0.284217741814229,-0.0648447833267774,0.344289990382903,0.417389750705421
7.907907908,0.192168084,0.18289833,0.580776236,0.594040504,46.21682394,-0.248466543859336,-0.254126727885277,0.00260997893631279,0.373538721009446,0.501027161667379
8.008008008,0.200711658,0.186108617,0.585823683,0.595252591,74.34591833,-0.239490253128554,-0.20110214007793,0.00260378058481464,0.397487962978472,0.494003332069071
8.108108108,0.210139818,0.190499771,0.591027377,0.597948917,102.6863241,-0.230513962397772,-0.203407340741683,0.00308058006067376,0.435020924183437,0.512693023645743
8.208208208,0.218293625,0.192652829,0.593125235,0.599575706,130.8055833,-0.22153767166699,-0.213209354201527,0.0478812178024453,0.489233227114866,0.546790879454067
8.308308308,0.2230047,0.193715891,0.595476653,0.60175415,156.943099,-0.236965270187278,-0.215541275442486,0.119056094467691,0.48376959405119,0.586257608200884
8.408408408,0.230743811,0.196649109,0.601456004,0.603109346,182.1910828,-0.22998303021198,-0.198103353700542,0.116055639641041,0.473253651464756,0.611434949916245
8.508508509,0.242169842,0.201806612,0.609407903,0.60514696,207.2971481,-0.223000790166929,-0.180665431784393,0.161218178081967,0.476145326292779,0.671434149766968
8.608608609,0.253387735,0.207375488,0.611537611,0.608131756,231.5127775,-0.216018550191631,-0.163227510042449,0.187136904403067,0.498930837983073,0.655114862245149
8.708708709,0.263232538,0.211134963,0.618299546,0.610807847,253.6546122,-0.214157872413356,-0.143269245402985,0.159032115993896,0.554569008723631,0.714835532752178
8.808808809,0.270848426,0.214451797,0.626390178,0.612517556,275.0965838,-0.214164070595395,-0.122353267585834,0.144969056069864,0.585897717905499,0.749628025344567
8.908908909,0.279490829,0.221514318,0.631513506,0.614674569,295.5211059,-0.214170268777434,-0.105166427627465,0.259633506556031,0.613301897737361,0.769381122185537
9.009009009,0.2968286,0.228568789,0.640287536,0.61747834,313.4462854,-0.20761583594883,-0.0946953693054226,0.227575738599986,0.629828755193412,0.765592893648553
9.109109109,0.309152825,0.235998204,0.646780173,0.620860221,329.4162397,-0.199237637204836,-0.08422431098338,0.256304274205518,0.657690120888238,0.777530785789835
9.209209209,0.316855029,0.241345723,0.65468672,0.622720623,344.961453,-0.190859438460841,-0.0723519114880674,0.282298297658446,0.687314379567304,0.823234640159849
9.309309309,0.325972887,0.245908684,0.669185658,0.623541039,359.4721657,-0.187254780919893,-0.0583956277391402,0.303214274996526,0.721241259892573,0.823928037735538
9.409409409,0.335463825,0.255714826,0.671700757,0.626257764,371.9077598,-0.184638624808822,-0.0433454832256237,0.318131676739652,0.755168140217843,0.937417478420001
9.50950951,0.359072071,0.264467174,0.688647055,0.629630934,384.2754896,-0.179847308091964,-0.0299753167075733,0.328602735335508,0.786708698458169,0.882083268051299
9.60960961,0.371351146,0.273925553,0.695051316,0.633791365,396.5029049,-0.172575689413819,-0.0195042584983361,0.371568500360948,0.851862971258305,0.902999245389379
9.70970971,0.380749932,0.281786448,0.703495646,0.637083787,408.2733246,-0.165304070735673,0.00165591897802878,0.394863945160412,0.85974445649024,0.968879313925262
9.80980981,0.393839873,0.290414395,0.712311729,0.641249209,419.9051527,-0.158032452057528,0.0280254501926275,0.382182926751325,0.867625941722176,0.910459409413249
9.90990991,0.405766483,0.301696253,0.720122463,0.646141505,431.7225078,-0.150760833379382,0.00550108527018168,0.394911689370811,0.875507426954111,0.927410244660874
10.01001001,0.430346712,0.310029866,0.739248402,0.649059861,443.5039663,-0.142972616983042,0.0158169084594932,0.412349611309065,0.883388912186047,1.01861324742726
10.11011011,0.442541149,0.317879775,0.74324603,0.652690305,454.752946,-0.132501558506282,0.0232977711682075,0.429787533247319,0.891270397417983,1.06690961195142
10.21021021,0.451757385,0.326887044,0.751324452,0.656524512,464.8858146,-0.122030500029522,0.0307786338769216,0.455345954307121,0.921206665410137,1.08156251015086
10.31031031,0.463857541,0.339658292,0.762655095,0.665002793,473.8910037,-0.139065310700062,0.0382594965856359,0.500399347396842,0.962991336639196,1.0962154083503
10.41041041,0.482770572,0.351622801,0.779016878,0.671165381,482.957778,-0.155531534614928,0.0457403592943503,0.545452740486564,0.983907314069745,1.09812808553668
10.51051051,0.504453223,0.361190126,0.806243244,0.675629773,491.9797269,-0.13346897776379,0.0561881258479988,0.488954741901398,1.00482329150029,1.08288069850866
10.61061061,0.512401292,0.369494497,0.812441949,0.678920875,500.8176604,-0.118349469550398,0.0678050490211087,0.501317777970234,1.01775502064793,1.10060565811962
10.71071071,0.531239352,0.378743382,0.825799544,0.684028841,509.4953429,-0.106641431816393,0.0833126236061472,0.523971441924593,1.03319941013784,1.2477587235017
10.81081081,0.542080969,0.39358509,0.83870475,0.695406975,518.0630123,-0.100095547041683,0.0937836819281897,0.546625105878952,1.06546974156655,1.2357387282386
10.91091091,0.555569715,0.404603692,0.856309736,0.702689904,526.1514616,-0.0942987946832537,0.104254740250232,0.569278769833311,1.07942602547267,1.22371873297549
11.01101101,0.568969788,0.417222106,0.872510112,0.712639732,534.3176243,-0.0929935620726053,0.114725798553487,0.603230341155288,1.09390780004029,1.21169873771239
11.11111111,0.580984367,0.426573499,0.883585517,0.716831152,542.6113704,-0.0916883294619569,0.125196856644724,0.624146318611039,1.10885920305639,1.20941636344632
11.21121121,0.596148657,0.435955802,0.895868407,0.72684859,550.844433,-0.0880508034855102,0.13486097279989,0.640788736293288,1.1238106060725,1.2268542848938
11.31131131,0.60714474,0.447473636,0.91233879,0.735927468,558.5322278,-0.0841242315337667,0.142715754536611,0.643404892404358,1.13876200908861,1.21432453384852
11.41141141,0.614720458,0.457342968,0.928404252,0.744913444,566.5270441,-0.0793650171313449,0.150570536273332,0.646021048515429,1.15211797388141,1.27896307171896
11.51151151,0.623362092,0.470926702,0.939579891,0.756540432,575.0508608,-0.0741285354288269,0.155950013170962,0.717899823150151,1.16296165759858,1.26493663571634
11.61161161,0.636598798,0.479779487,0.95480486,0.764501537,583.8249456,-0.0698907334729036,0.167851215922209,0.728507768696105,1.1845671032614,1.273190759382
11.71171171,0.641708455,0.487326782,0.960566251,0.774878231,594.2289926,-0.0672745775106055,0.181807499828332,0.738548711974519,1.21551494126182,1.29619185339813
11.81181181,0.650162641,0.494833866,0.972786328,0.784388948,606.7325269,-0.0643243845366889,0.19490114231578,0.747777496985374,1.21616686413429,1.31919294741427
11.91191191,0.647338878,0.504671225,0.974565474,0.793972691,620.0843172,-0.059087902834171,0.207986456390941,0.755258359730234,1.2311182671504,1.34753454568418
12.01201201,0.655782403,0.513545104,0.985520698,0.800525109,634.2120461,-0.0538514211316531,0.217799729319324,0.762739222475095,1.24606967016651,1.35409296559995
12.11211211,0.660974428,0.518698176,1,0.810012072,649.5481743,-0.0509023756236036,0.225654511056045,0.770220085219955,1.26102107318262,1.33106122440026
12.21221221,0.659412814,0.530696897,0.997766916,0.826247879,664.9169645,-0.0482862201050303,0.233280232814915,0.777101299246761,1.26550135282132,1.38928074359295
12.31231231,0.653019836,0.537932009,0.997278759,0.834355154,681.1140463,-0.0448585107415822,0.240262472645824,0.781289893822432,1.27230144721421,1.3982570344755
12.41241241,0.646688918,0.547477921,0.989341046,0.842645422,697.5150534,-0.0409319383461996,0.247244712518592,0.785478488398104,1.28538676128937,1.40723332535805
12.51251251,0.649736659,0.554102657,0.997669607,0.850936445,714.0285133,-0.0365269544421869,0.254226952434846,0.790343091918621,1.29644251107568,1.4162096162406
12.61261261,0.644496982,0.562690105,0.999231897,0.864978934,730.9094549,-0.0312904727396691,0.2612091923511,0.797471746277789,1.29643631272429,1.41107394580393
12.71271271,0.639240758,0.570831664,0.989923721,0.875511102,747.5500858,-0.0263440723738395,0.268191432267354,0.804600400636958,1.2964301143729,1.39423649976917
12.81281281,0.63458135,0.577644989,0.984085976,0.881806208,764.0221688,-0.0237279168552662,0.278475328020938,0.811729054996127,1.30100563562592,1.3773990537344
12.91291291,0.629261207,0.584919066,0.973038391,0.889679918,779.7616792,-0.021111761336693,0.288946386689189,0.814320463909119,1.30461577093308,1.43264062872852
13.01301301,0.62446197,0.595751593,0.972628491,0.902377414,794.6622924,-0.0313912580155661,0.297893739217552,0.816176276892274,1.30822590624025,1.43263443037686
13.11311311,0.617310404,0.604283258,0.965979664,0.912536723,808.8117532,-0.0438215655198837,0.305748520954274,0.818032089875428,1.31026232967517,1.44987328000346
13.21321321,0.612391347,0.606776787,0.953540362,0.916980672,822.1561702,-0.0317908878886019,0.313028979759314,0.820073456699281,1.3120045930589,1.47053596592363
13.31331331,0.608831637,0.614205629,0.940996421,0.924571106,834.3793215,-0.0134831170982298,0.318265461248252,0.823213839730822,1.31374685644264,1.48623351655443
13.41341341,0.604608118,0.624153592,0.929725705,0.935369847,845.5925659,-0.00580927183143526,0.323501942737189,0.826354222762363,1.31636486548428,1.45049935791032
13.51351351,0.597816262,0.63475585,0.91987663,0.944883055,856.3276683,-0.0180002249797226,0.331730642860102,0.829494605793903,1.32101518243676,1.47540426858023
13.61361361,0.593501517,0.641113569,0.908008293,0.94970572,866.3458999,-0.0218318212694196,0.340457741604403,0.832634988825444,1.32566549938924,1.49009147570645
13.71371371,0.592198893,0.644146222,0.89110452,0.953750738,875.2948847,-0.00492930308932768,0.349184840348704,0.835775371856985,1.33031581634172,1.49358129873104
13.81381381,0.592011925,0.650024502,0.880111543,0.958423979,884.1229399,0.0119732150907639,0.356588529587035,0.839896546100122,1.3349661332942,1.49707112175564
13.91391391,0.590537219,0.66025528,0.866077361,0.969324899,893.1760257,0.0179666432115634,0.361076553374622,0.847107524196226,1.33961645024668,1.50056094478023
14.01401401,0.587456892,0.667819377,0.851398873,0.973610518,901.785896,0.0218932151633068,0.365564577162208,0.85431850229233,1.34426676719916,1.50405076780483
14.11411411,0.58859465,0.677695478,0.838862734,0.978168498,909.6143503,0.0250510557783947,0.370052600949795,0.861248073623122,1.34166366048794,1.50787579850816
14.21421421,0.591452559,0.685807161,0.827859596,0.982407222,917.191013,0.0276672118566621,0.374111903246356,0.861537347256807,1.33240347991152,1.51311227999709
14.31431431,0.594184204,0.691959025,0.818291099,0.986222244,924.7489422,0.030283367748561,0.376203750629851,0.861826620890492,1.32781315245185,1.51834876148603
14.41441441,0.596195191,0.697787394,0.800897529,0.988554988,931.4807827,0.0328995232671343,0.378295598013346,0.862115894524177,1.32897269542888,1.52477312592189
14.51451451,0.595802324,0.713522531,0.786397033,0.991753477,937.2129787,0.0357235594465096,0.380932873518962,0.862405168157862,1.33013223840591,1.5292143868966
14.61461461,0.595947412,0.724198496,0.777926032,0.995140782,941.915302,0.0409600411490276,0.385420897440013,0.862694441791547,1.33129178138294,1.53060864128414
14.71471471,0.598391732,0.73448473,0.769125803,0.998316319,945.2975387,0.0461965228515455,0.389908921361064,0.863014594434346,1.33245132435997,1.53235418938075
14.81481481,0.602154942,0.741648151,0.757447486,0.998692433,947.4412359,0.0481904581194279,0.394396945282116,0.8633838348472,1.33345165650006,1.53497034549182
14.91491491,0.603773395,0.752757628,0.741430639,0.998198265,948.6108091,0.0494956906722066,0.398460938203937,0.863753075260053,1.3334454584312,1.53758650160289
15.01501502,0.604889405,0.765379251,0.731317641,0.998008306,947.8941144,0.0522992818158133,0.398454740063631,0.864122315709793,1.33113410560855,1.53193627135749
15.11511512,0.60790212,0.772630322,0.721427378,0.998887702,946.8005331,0.0562258537675568,0.398448541923944,0.864491556122647,1.32483562046088,1.52562813480748
15.21521522,0.612369022,0.786593568,0.713126445,1,944.6972098,0.0605683424564281,0.398442343784256,0.870593515451093,1.3185371353132,1.51931999825747
15.31531532,0.61825572,0.798040737,0.703744461,0.997841408,942.3299595,0.0658048241589461,0.398436145644569,0.881408281599363,1.31313487708081,1.51661085657111
15.41541542,0.623461106,0.809218796,0.677584532,0.995107493,939.6176536,0.0707936570526865,0.398429947488998,0.881402083671381,1.30841175580317,1.5139802741218
15.51551552,0.625928043,0.815530624,0.67324618,0.993142665,937.5989101,0.0720988896633349,0.398423749306812,0.880824926099284,1.30368863452553,1.51220383526936
15.61561562,0.63036524,0.824941468,0.6626348,0.993257645,936.3618368,0.0734041222739834,0.398417551124626,0.876151750323988,1.29896551324789,1.5109525798116
15.71571572,0.634433733,0.837925537,0.65792666,0.991714054,937.1457862,0.076832068320463,0.399045856824911,0.871478574548692,1.29424239197024,1.50954868939753
15.81581582,0.641297674,0.849133567,0.649073401,0.987665439,938.8744446,0.0807586402722065,0.400538395073533,0.866805398773397,1.28957699788585,1.50390329449233
15.91591592,0.647055592,0.857823493,0.628630399,0.984145001,941.3288659,0.0839570176661174,0.402030933322155,0.862132222998101,1.28537080900817,1.49825789958712
16.01601602,0.651547893,0.863643121,0.623379203,0.98019923,944.2084144,0.0865731736284155,0.403523471570777,0.857459047222805,1.28116462013049,1.49273341234149
16.11611612,0.658036097,0.875178405,0.617935734,0.977616606,948.1483806,0.0895851385776178,0.404578510709297,0.856202735949077,1.27695843125281,1.48747641252898
16.21621622,0.661562953,0.884891646,0.617530373,0.972844243,952.104432,0.0935117105293613,0.404572312640266,0.855720449305852,1.27275224237513,1.48221941271647
16.31631632,0.670212867,0.890889351,0.60835124,0.966646242,957.577635,0.0972496527155398,0.404566114571235,0.855238162662628,1.26854605349745,1.47696241290396
16.41641642,0.676506347,0.900847608,0.597618979,0.963418311,963.4040998,0.0972434545875474,0.404559916502203,0.854755876019403,1.26546292559504,1.47170541309145
16.51651652,0.681104486,0.909024995,0.59471034,0.959307303,969.4608839,0.097237256459555,0.40455371829163,0.855239189052259,1.26649089242882,1.46670503140985
16.61661662,0.685708341,0.915521736,0.59525956,0.9547095,976.1908188,0.0982738904596023,0.40454752003424,0.856455439713415,1.24965677882686,1.46187979827082
16.71671672,0.691282811,0.918806033,0.593390147,0.94922886,983.9576705,0.0995791230123811,0.404541321776851,0.852438078518308,1.26175047567966,1.45705456513179
16.81681682,0.700333564,0.924662635,0.590026797,0.945873713,993.4815902,0.102305052275256,0.404535123519462,0.84793169124485,1.24860200329231,1.45222933199276
16.91691692,0.706092309,0.934094397,0.589368008,0.942199617,1004.525749,0.106231624226999,0.404528925262073,0.843425303971393,1.23545353090497,1.44740409885373
17.01701702,0.712185943,0.940360728,0.588659841,0.93876177,1016.908244,0.110535304555507,0.402980200978199,0.838918916697935,1.22230505851763,1.44945853405989
17.11711712,0.715303016,0.942409933,0.590356485,0.932657556,1028.738997,0.115771786258024,0.399474372511042,0.834281308339237,1.20915658613029,1.44420153424738
17.21721722,0.720162006,0.941423213,0.590769886,0.928825137,1041.315589,0.120833329179644,0.398318381212269,0.829608132664402,1.19829406413805,1.43894453443487
