GaitPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,MomentMean,NewCol1,NewCol2,NewCol3,NewCol4,NewCol5
0,0.722310421,0.161529313,0.726788138,0.279610495,-469.6414211,-0.118008763070081,-0.41115336598819,-0.413267589820702,-0.68396226093672,-0.822691865650599
0.1001001,0.724143171,0.166420167,0.732883018,0.284185408,-464.4731455,-0.139067088622635,-0.418162441324603,-0.431687251088431,-0.689219260704696,-0.819871629447653
0.2002002,0.72208554,0.169209625,0.732001022,0.285617599,-459.3048699,-0.16012541417519,-0.425171516661015,-0.45010691235616,-0.694476260472672,-0.817051393244706
0.3003003,0.728856968,0.171321457,0.730048588,0.285552215,-454.0761819,-0.181183739727746,-0.432180591997428,-0.468526573623889,-0.699733260240648,-0.81423115704176
0.4004004,0.733115602,0.176876236,0.728834163,0.288384366,-448.4836147,-0.2022420652803,-0.43918966733384,-0.486946234891618,-0.704990260008624,-0.811410920838814
0.500500501,0.733039411,0.183225691,0.728873307,0.290667058,-442.9578693,-0.223300391043228,-0.446198742740274,-0.505365896343359,-0.710247259829118,-0.808590684607694
0.600600601,0.738250048,0.187897425,0.730258158,0.292166984,-437.5024241,-0.244358716595783,-0.453207818076686,-0.523785557611088,-0.715504259597094,-0.805770448404748
0.700700701,0.748140608,0.190952252,0.726257425,0.293431211,-432.1937463,-0.265417042148338,-0.460216893413099,-0.542205218878817,-0.72076125936507,-0.802950212201802
0.800800801,0.74971019,0.196089379,0.731003773,0.296310971,-426.8872326,-0.286475367700893,-0.467225968749512,-0.560624880146545,-0.726018259133046,-0.800129975998856
0.900900901,0.75081489,0.200428857,0.733783345,0.298135542,-422.1182069,-0.307533693253448,-0.474110270606406,-0.579044541414274,-0.731275258901023,-0.79730973979591
1.001001001,0.761404958,0.206432059,0.736653627,0.303079006,-417.3883449,-0.321347343382824,-0.479367270776117,-0.597464202682003,-0.736532258668999,-0.794489503592964
1.101101101,0.761603112,0.213183066,0.73372333,0.305605189,-412.6584829,-0.326598046783538,-0.483686972710698,-0.615883863949732,-0.741789258436975,-0.791669267390018
1.201201201,0.760104304,0.218598692,0.73143519,0.308618894,-408.4784367,-0.331848750184253,-0.48789316137605,-0.634303525217461,-0.747554191525569,-0.788849031187072
1.301301301,0.759878142,0.223584569,0.728814046,0.311993687,-405.9745236,-0.337099453584967,-0.492099350041402,-0.65272318648519,-0.755965578688944,-0.786028794984126
1.401401401,0.766048384,0.232043162,0.731504691,0.319173051,-403.4706104,-0.359823618013299,-0.502258294250776,-0.661463140959861,-0.764376965852319,-0.78320855878118
1.501501502,0.727522474,0.240260251,0.720902747,0.322798221,-400.8445451,-0.352382547528324,-0.512774236629658,-0.669874528207266,-0.770987147251127,-0.780388322550059
1.601601602,0.688440044,0.24287379,0.720802044,0.324516252,-398.5783799,-0.367843326054203,-0.523290178903487,-0.678328938649135,-0.770993345433166,-0.777568086347113
1.701701702,0.683392077,0.248319354,0.72572733,0.328847756,-395.9206103,-0.37876736176869,-0.535957439254495,-0.688844881548175,-0.770999543615205,-0.774747850144167
