GaitPhase,pMMGMean_5,NewCol5
72.87287287,-3.267813536,0.043409127
72.97297297,-3.267643438,0.029884413
73.07307307,-3.26223289,0.019849983
73.17317317,-3.253101953,0.049178631
73.27327327,-3.23774943,0.040062311
73.37337337,-3.231441738,0.033053236
73.47347347,-3.238739939,0.026044161
73.57357357,-3.235177066,0.019035085
73.67367367,-3.228534,0.01922026
73.77377377,-3.218453221,0.021545144
73.87387387,-3.212584984,0.023870027
73.97397397,-3.219727967,0.026194911
74.07407407,-3.217806822,0.028519794
74.17417417,-3.212315895,0.026155045
74.27427427,-3.207450995,0.018246093
74.37437437,-3.202791637,0.01033714
74.47447447,-3.204127311,0.002428188
74.57457457,-3.201499158,-0.000906868
74.67467467,-3.195562433,0.004778342
74.77477477,-3.185466235,0.010463553
74.87487487,-3.180033637,0.016148764
74.97497497,-3.178628553,0.00406172
75.07507508,-3.176809206,-0.012775726
75.17517518,-3.167592961,-0.029613172
75.27527528,-3.157127085,-0.0314827
75.37537538,-3.15231414,-0.030627774
75.47547548,-3.145162994,-0.029772848
75.57557558,-3.13581176,-0.028917922
75.67567568,-3.124251439,-0.028062996
75.77577578,-3.112373087,-0.022330519
75.87587588,-3.107816181,-0.010832208
75.97597598,-3.099418621,-0.002413828
76.07607608,-3.082840768,-0.0089848
76.17617618,-3.072449888,-0.015555771
76.27627628,-3.059627303,-0.022126743
76.37637638,-3.053797464,-0.028697714
76.47647648,-3.046618995,-0.013329677
76.57657658,-3.031436663,-0.015484382
76.67667668,-3.014725954,-0.024739549
76.77677678,-3.000925253,-0.033994716
76.87687688,-2.992450883,-0.043249883
76.97697698,-2.984647271,-0.038625302
77.07707708,-2.970750525,-0.039438786
77.17717718,-2.95554535,-0.040252271
77.27727728,-2.939577905,-0.041065756
77.37737738,-2.926740348,-0.04187924
77.47747748,-2.915134284,-0.042692725
77.57757758,-2.889267933,-0.043506209
77.67767768,-2.863118776,-0.044319694
77.77777778,-2.852695392,-0.045643539
77.87787788,-2.839152813,-0.047532468
77.97797798,-2.827855066,-0.049421396
78.07807808,-2.805710859,-0.051310325
78.17817818,-2.778469842,-0.053199254
78.27827828,-2.76255719,-0.057358194
78.37837838,-2.742488519,-0.058530535
78.47847848,-2.72962539,-0.059702875
78.57857858,-2.707590626,-0.060875216
78.67867868,-2.676652546,-0.062047556
78.77877878,-2.663447485,-0.063219897
78.87887888,-2.641784753,-0.076897914
78.97897898,-2.620529366,-0.078585099
79.07907908,-2.600811102,-0.073593524
79.17917918,-2.573346579,-0.068601949
79.27927928,-2.556315375,-0.063610374
79.37937938,-2.53783541,-0.058618799
79.47947948,-2.520130357,-0.068803317
79.57957958,-2.502191507,-0.079900414
79.67967968,-2.465584074,-0.082019542
79.77977978,-2.454724747,-0.08202574
79.87987988,-2.435906888,-0.087027473
79.97997998,-2.421867984,-0.106487211
80.08008008,-2.408966342,-0.101250729
80.18018018,-2.388952975,-0.096014248
80.28028028,-2.370793749,-0.090777766
80.38038038,-2.361521547,-0.085541285
80.48048048,-2.350005114,-0.080349801
80.58058058,-2.340580627,-0.07524703
80.68068068,-2.326238644,-0.070581428
80.78078078,-2.310316784,-0.080773586
80.88088088,-2.304175841,-0.090965743
80.98098098,-2.294288238,-0.1011579
81.08108108,-2.286826348,-0.105030833
81.18118118,-2.281507538,-0.100842238
81.28128128,-2.269108763,-0.096653643
81.38138138,-2.264971985,-0.092465049
81.48148148,-2.26239392,-0.088276454
81.58158158,-2.262917048,-0.08408786
81.68168168,-2.261421095,-0.110432832
81.78178178,-2.253058711,-0.099510802
81.88188188,-2.252120589,-0.085195045
81.98198198,-2.252409281,-0.086051807
82.08208208,-2.256368429,-0.095452913
82.18218218,-2.261111148,-0.104854018
82.28228228,-2.258443744,-0.114255124
82.38238238,-2.261800651,-0.119338595
82.48248248,-2.267885923,-0.119344794
82.58258258,-2.272731543,-0.119350992
82.68268268,-2.280980603,-0.11935719
82.78278278,-2.281953974,-0.119363388
82.88288288,-2.289218172,-0.119369586
82.98298298,-2.293667242,-0.119375784
83.08308308,-2.30409673,-0.105712395
83.18318318,-2.314463391,-0.096005403
83.28328328,-2.321807614,-0.099373719
83.38338338,-2.327860295,-0.102742034
83.48348348,-2.335666898,-0.10611035
83.58358358,-2.348642803,-0.109478666
83.68368368,-2.362023149,-0.112846981
83.78378378,-2.371668826,-0.113233419
83.88388388,-2.382173168,-0.113239617
83.98398398,-2.391755967,-0.113245815
84.08408408,-2.402923728,-0.113252013
84.18418418,-2.4228835,-0.113258211
84.28428428,-2.437582297,-0.110631342
84.38438438,-2.446721321,-0.106067976
84.48448448,-2.459302275,-0.105917354
84.58458458,-2.470606838,-0.106467764
84.68468468,-2.485605433,-0.107018175
84.78478478,-2.504511371,-0.110094567
84.88488488,-2.518463193,-0.113202068
84.98498498,-2.52969348,-0.112042525
85.08508509,-2.54123001,-0.110882982
85.18518519,-2.55715001,-0.109723439
85.28528529,-2.574735463,-0.108563896
85.38538539,-2.583492574,-0.107404353
85.48548549,-2.59883746,-0.109488176
85.58558559,-2.612852103,-0.112520219
85.68568569,-2.6303839,-0.115648324
85.78578579,-2.64411133,-0.118883068
85.88588589,-2.656925383,-0.122117813
85.98598599,-2.675346029,-0.125352557
86.08608609,-2.691999595,-0.128058202
86.18618619,-2.711216712,-0.130688785
86.28628629,-2.732126108,-0.132506155
86.38638639,-2.747344299,-0.133561863
86.48648649,-2.762149064,-0.134617572
86.58658659,-2.776175988,-0.13567328
86.68668669,-2.795643253,-0.136728988
86.78678679,-2.815692297,-0.137784696
86.88688689,-2.826820595,-0.124914133
86.98698699,-2.843419089,-0.130951771
87.08708709,-2.860490844,-0.13698941
87.18718719,-2.881194438,-0.143027048
87.28728729,-2.903020778,-0.149064687
87.38738739,-2.915785755,-0.155102325
87.48748749,-2.932094662,-0.154703797
87.58758759,-2.950915267,-0.151783592
87.68768769,-2.969257181,-0.148863387
87.78778779,-2.986374958,-0.145943183
87.88788789,-2.99847145,-0.143022978
87.98798799,-3.016209421,-0.140102773
88.08808809,-3.033976859,-0.137182568
88.18818819,-3.050710699,-0.141057515
88.28828829,-3.070574006,-0.147891916
88.38838839,-3.082162076,-0.154726317
88.48848849,-3.100225207,-0.156868385
88.58858859,-3.118141778,-0.156874584
88.68868869,-3.135555684,-0.156880782
88.78878879,-3.157085343,-0.15688698
88.88888889,-3.167424298,-0.156893178
88.98898899,-3.183250377,-0.156899376
89.08908909,-3.19879411,-0.156905574
89.18918919,-3.215429222,-0.157011437
89.28928929,-3.235951508,-0.163166877
89.38938939,-3.245206564,-0.169322317
89.48948949,-3.25879514,-0.158077779
89.58958959,-3.275900014,-0.159833341
89.68968969,-3.296020597,-0.161588903
89.78978979,-3.311001331,-0.163344465
89.88988989,-3.319338154,-0.165100027
89.98998999,-3.33278157,-0.166855589
90.09009009,-3.34935275,-0.168611151
90.19019019,-3.367276174,-0.172386393
90.29029029,-3.382924634,-0.177643393
90.39039039,-3.391443675,-0.184167343
90.49049049,-3.402815247,-0.195227082
90.59059059,-3.422262843,-0.206286822
90.69069069,-3.446267701,-0.197455901
90.79079079,-3.46097989,-0.188747481
90.89089089,-3.469491848,-0.197509537
90.99099099,-3.483377766,-0.206271592
91.09109109,-3.500054663,-0.215033648
91.19119119,-3.520668083,-0.221131902
91.29129129,-3.537142351,-0.225075439
91.39139139,-3.54903052,-0.229018976
91.49149149,-3.56122233,-0.232962514
91.59159159,-3.580160273,-0.236906051
91.69169169,-3.603947102,-0.227435112
91.79179179,-3.618693778,-0.224916025
91.89189189,-3.629150901,-0.235977215
91.99199199,-3.642361265,-0.244658704
92.09209209,-3.661312256,-0.247664365
92.19219219,-3.683861983,-0.250670025
92.29229229,-3.703547483,-0.253675686
92.39239239,-3.714245382,-0.257556793
92.49249249,-3.727010336,-0.265813917
92.59259259,-3.746486187,-0.274071042
92.69269269,-3.773145359,-0.282328166
92.79279279,-3.793678842,-0.287308436
92.89289289,-3.806567016,-0.290814264
92.99299299,-3.82253756,-0.294320093
93.09309309,-3.843275759,-0.297825922
93.19319319,-3.869989121,-0.305512365
93.29329329,-3.890661127,-0.317344317
93.39339339,-3.902169408,-0.329176269
93.49349349,-3.915325623,-0.341008221
93.59359359,-3.935627337,-0.352840173
93.69369369,-3.96826985,-0.35301518
93.79379379,-3.989581516,-0.350086252
93.89389389,-4.001706224,-0.353636209
93.99399399,-4.016697124,-0.375311428
94.09409409,-4.037679388,-0.384323983
94.19419419,-4.072319598,-0.393336539
94.29429429,-4.094150186,-0.402349094
94.39439439,-4.104427807,-0.408733316
94.49449449,-4.117962123,-0.414075585
94.59459459,-4.135022802,-0.419417855
94.69469469,-4.171940925,-0.424760124
94.79479479,-4.194931108,-0.430102394
94.89489489,-4.210182239,-0.435444663
94.99499499,-4.22349687,-0.440786933
95.0950951,-4.238857234,-0.444013433
95.1951952,-4.274160629,-0.442911107
95.2952953,-4.302542639,-0.445804307
95.3953954,-4.311810622,-0.458952779
95.4954955,-4.325238151,-0.47210125
95.5955956,-4.341134737,-0.475039053
95.6956957,-4.373246476,-0.477144596
95.7957958,-4.399059102,-0.47925014
95.8958959,-4.406853697,-0.48545391
95.995996,-4.421240722,-0.491762047
96.0960961,-4.439629336,-0.498009754
96.1961962,-4.468658877,-0.502122478
96.2962963,-4.497311429,-0.510994978
96.3963964,-4.505700655,-0.519955561
96.4964965,-4.519150828,-0.528916144
96.5965966,-4.533878317,-0.536719743
96.6966967,-4.560519494,-0.542677008
96.7967968,-4.587974021,-0.55319295
96.8968969,-4.595483427,-0.563708892
96.996997,-4.606984777,-0.574224834
97.0970971,-4.625649047,-0.584740777
97.1971972,-4.643394233,-0.593784345
97.2972973,-4.667577764,-0.600793421
97.3973974,-4.676828166,-0.607802496
97.4974975,-4.686562188,-0.614811571
97.5975976,-4.703194546,-0.643515
97.6976977,-4.720685449,-0.64001703
97.7977978,-4.741444408,-0.63651906
97.8978979,-4.750017068,-0.63332561
97.997998,-4.760217893,-0.630709454
98.0980981,-4.772215902,-0.628093298
98.1981982,-4.792666952,-0.666258036
98.2982983,-4.815725488,-0.668888618
98.3983984,-4.823131603,-0.671835623
98.4984985,-4.827837291,-0.682351566
98.5985986,-4.835570421,-0.684966048
98.6986987,-4.850561897,-0.686313458
98.7987988,-4.862218019,-0.687660869
98.8988989,-4.871025603,-0.689008279
98.998999,-4.876317429,-0.707713713
99.0990991,-4.884449244,-0.726570923
99.1991992,-4.895673839,-0.729729948
99.2992993,-4.905277077,-0.73236053
99.3993994,-4.91303785,-0.735949148
99.4994995,-4.915345245,-0.740155337
99.5995996,-4.914939559,-0.744361525
99.6996997,-4.91875413,-0.752728919
99.7997998,-4.926225545,-0.763244862
99.8998999,-4.930670371,-0.771414409
100,-4.930239508,-0.779299861
