GaitPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,pMMGMean_5,MomentMean,NewCol1,NewCol2,NewCol3,NewCol4,NewCol5
0,0.662329566,0.583764136,0.74279031,0.565839545,0.651659283,-469.6414211,-0.118008763070081,-0.41115336598819,-0.413267589820702,-0.68396226093672,-0.822691865650599
0.1001001,0.660568711,0.583751703,0.744256762,0.565855002,0.653587593,-464.4731455,-0.139067088622635,-0.418162441324603,-0.431687251088431,-0.689219260704696,-0.819871629447653
0.2002002,0.662781481,0.585538915,0.745966395,0.566835021,0.653835183,-459.3048699,-0.16012541417519,-0.425171516661015,-0.45010691235616,-0.694476260472672,-0.817051393244706
0.3003003,0.662156801,0.590002051,0.746393819,0.568771685,0.656033567,-454.0761819,-0.181183739727746,-0.432180591997428,-0.468526573623889,-0.699733260240648,-0.81423115704176
0.4004004,0.665129679,0.595566806,0.748080792,0.573201751,0.657691408,-448.4836147,-0.2022420652803,-0.43918966733384,-0.486946234891618,-0.704990260008624,-0.811410920838814
0.500500501,0.670739484,0.596139706,0.755270193,0.571771605,0.661583762,-442.9578693,-0.223300391043228,-0.446198742740274,-0.505365896343359,-0.710247259829118,-0.808590684607694
0.600600601,0.667997758,0.606786019,0.753536775,0.575530158,0.664433932,-437.5024241,-0.244358716595783,-0.453207818076686,-0.523785557611088,-0.715504259597094,-0.805770448404748
0.700700701,0.667787002,0.612910471,0.75519717,0.579114918,0.665141268,-432.1937463,-0.265417042148338,-0.460216893413099,-0.542205218878817,-0.72076125936507,-0.802950212201802
0.800800801,0.668569251,0.61462141,0.759547677,0.581809588,0.668978507,-426.8872326,-0.286475367700893,-0.467225968749512,-0.560624880146545,-0.726018259133046,-0.800129975998856
0.900900901,0.673408851,0.617427887,0.766283428,0.583503323,0.674716619,-422.1182069,-0.307533693253448,-0.474110270606406,-0.579044541414274,-0.731275258901023,-0.79730973979591
1.001001001,0.672687457,0.618633156,0.76755719,0.584349364,0.676689643,-417.3883449,-0.321347343382824,-0.479367270776117,-0.597464202682003,-0.736532258668999,-0.794489503592964
1.101101101,0.675144085,0.625388288,0.769446781,0.591204536,0.677332042,-412.6584829,-0.326598046783538,-0.483686972710698,-0.615883863949732,-0.741789258436975,-0.791669267390018
1.201201201,0.677822815,0.623241124,0.77510856,0.593144864,0.683489359,-408.4784367,-0.331848750184253,-0.48789316137605,-0.634303525217461,-0.747554191525569,-0.788849031187072
1.301301301,0.677688178,0.623747022,0.774641494,0.593442046,0.683714037,-405.9745236,-0.337099453584967,-0.492099350041402,-0.65272318648519,-0.755965578688944,-0.786028794984126
1.401401401,0.680202946,0.622752565,0.774742286,0.594362825,0.682763467,-403.4706104,-0.359823618013299,-0.502258294250776,-0.661463140959861,-0.764376965852319,-0.78320855878118
1.501501502,0.676585394,0.625605448,0.776087427,0.596828336,0.685680914,-400.8445451,-0.352382547528324,-0.512774236629658,-0.669874528207266,-0.770987147251127,-0.780388322550059
1.601601602,0.676793893,0.627383636,0.778855164,0.599526993,0.690414835,-398.5783799,-0.367843326054203,-0.523290178903487,-0.678328938649135,-0.770993345433166,-0.777568086347113
1.701701702,0.67778135,0.627084565,0.78103257,0.599715639,0.692785447,-395.9206103,-0.37876736176869,-0.535957439254495,-0.688844881548175,-0.770999543615205,-0.774747850144167
1.801801802,0.674996861,0.630347033,0.780642749,0.604190199,0.695453413,-393.2478558,-0.38928330410504,-0.548095525083704,-0.694932177077957,-0.771797346898991,-0.771927613941221
1.901901902,0.674255485,0.631971006,0.781056081,0.606021479,0.692882106,-390.5746631,-0.399616532924373,-0.548101723717634,-0.70068685156928,-0.774803007600381,-0.767983556617211
2.002002002,0.676957724,0.630984089,0.784978815,0.603432702,0.694197263,-386.909064,-0.403822721575474,-0.548107922091273,-0.706694630065688,-0.777808668301772,-0.763495532620228
2.102102102,0.676425946,0.629249289,0.781684135,0.604887165,0.690605393,-381.8256514,-0.408028910226575,-0.548114120160339,-0.712702408562096,-0.780814329003162,-0.759007508623245
2.202202202,0.674084218,0.627392047,0.781950104,0.609661359,0.692632911,-376.7422389,-0.411346235378635,-0.555378080989459,-0.718710187058504,-0.783414435956943,-0.754519484626261
2.302302302,0.672214692,0.622107453,0.784582102,0.609108197,0.696720938,-371.5687585,-0.404497310293828,-0.565894022950682,-0.724315549507958,-0.782380865656397,-0.752876732673131
2.402402402,0.672089495,0.620894222,0.786919211,0.610121179,0.700027393,-363.6576044,-0.397648385209021,-0.572248541426975,-0.729572549298201,-0.780479696122163,-0.75365222014097
2.502502503,0.669763327,0.619354594,0.787146031,0.613779136,0.702560488,-354.3052319,-0.403735156296729,-0.578256319983401,-0.735016147008717,-0.778578526568936,-0.754427707616556
2.602602603,0.668144259,0.621360562,0.785330077,0.616633092,0.701432127,-345.0241831,-0.416293231605726,-0.584264098479809,-0.741324283347751,-0.776677357034701,-0.755203195084394
2.702702703,0.669477365,0.618284482,0.787719964,0.619913961,0.701497168,-335.7980204,-0.421983711604982,-0.590271876976217,-0.747632419686785,-0.774776187500467,-0.742882489710057
2.802802803,0.666399115,0.616708622,0.784351375,0.623178814,0.697627036,-324.0921791,-0.415550584116916,-0.597693110292614,-0.752491871832825,-0.772875017966233,-0.740107971279348
2.902902903,0.665172898,0.613578842,0.784609475,0.626977694,0.696858474,-311.5780738,-0.409740284964553,-0.597699308474632,-0.752498070014864,-0.771181053102572,-0.737620295882865
3.003003003,0.664134054,0.607655815,0.785702198,0.625238401,0.698854989,-299.0322046,-0.407124129387995,-0.59770550665665,-0.752504268196903,-0.773146717459346,-0.716311571719741
3.103103103,0.664197277,0.602773548,0.787998025,0.626655713,0.700807565,-286.4194171,-0.404507973811437,-0.598160700298824,-0.752510466378942,-0.76685652921884,-0.72658555550654
3.203203203,0.662431186,0.594328643,0.785394653,0.628898769,0.698677459,-273.9743267,-0.401891817841848,-0.599916262286749,-0.752516664560981,-0.760566340978335,-0.722396960874173
3.303303303,0.66084584,0.591090409,0.784970114,0.631153808,0.702439784,-261.9618298,-0.399275661833163,-0.601671824274674,-0.75252286274302,-0.754276152737829,-0.718208366241806
3.403403403,0.663183667,0.587156897,0.786246109,0.631093395,0.705029908,-249.9493329,-0.39837944420148,-0.603427386262599,-0.752529060887878,-0.747985964497323,-0.71029505818895
