GaitPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,pMMGMean_5,MomentMean,NewCol1,NewCol2,NewCol3,NewCol4,NewCol5
0,-4.750090288,-2.808704185,-3.563883663,-0.466182468,-5.122997894,-469.6414211,-0.265284664375982,-0.362419193488394,-0.506926976377145,-0.641103133921117,-0.783009144655707
0.1001001,-4.755359298,-2.81971808,-3.589460699,-0.482235784,-5.121583143,-464.4731455,-0.267613992980295,-0.368727329912945,-0.512183976219652,-0.654251606520707,-0.793023002687228
0.2002002,-4.750800035,-2.816141062,-3.605114374,-0.453924025,-5.122034993,-459.3048699,-0.269943321584609,-0.374796173613535,-0.505047482196025,-0.665339704743907,-0.797157578040502
0.3003003,-4.760270858,-2.787802507,-3.631152664,-0.399749241,-5.119582725,-454.0761819,-0.270228921065376,-0.379002362589534,-0.510304482008535,-0.665345903095563,-0.799496461968345
0.4004004,-4.762479363,-2.771553311,-3.636833604,-0.348099773,-5.109100585,-448.4836147,-0.266992737359212,-0.383208551565533,-0.515561481821047,-0.671213377050924,-0.801835345896188
0.500500501,-4.764584655,-2.723948483,-3.669998536,-0.305137738,-5.096831369,-442.9578693,-0.264709983732943,-0.386968362620522,-0.520818481633558,-0.677221155334104,-0.80417422982403
0.600600601,-4.766217698,-2.686391244,-3.684804451,-0.274264857,-5.081771497,-437.5024241,-0.269809985406515,-0.388473960102372,-0.526075481446069,-0.683228933617285,-0.806513113751873
0.700700701,-4.759070683,-2.670634712,-3.689716313,-0.239744847,-5.072735204,-432.1937463,-0.271125331039935,-0.389979557584221,-0.528321384940928,-0.689236711900465,-0.808385339017007
0.800800801,-4.750153287,-2.612706916,-3.703086307,-0.166925374,-5.06222227,-426.8872326,-0.26949917245456,-0.391485155066071,-0.526341374818243,-0.695122200739506,-0.809703475473732
0.900900901,-4.74887485,-2.567995785,-3.696684752,-0.114721126,-5.047931644,-422.1182069,-0.267866161671867,-0.393312138894806,-0.530643528333409,-0.69046783853222,-0.811021611930457
1.001001001,-4.751477179,-2.519749345,-3.714245784,-0.080992418,-5.027012874,-417.3883449,-0.263730963959434,-0.403828081198352,-0.538075436937661,-0.685813476324936,-0.812339748387182
1.101101101,-4.734881528,-2.470411036,-3.714260472,-0.030590146,-5.004895641,-412.6584829,-0.262526908403396,-0.414344023501899,-0.545507345541915,-0.68115911411765,-0.813657884843908
1.201201201,-4.715109103,-2.44531716,-3.708854269,0.013955797,-4.988833398,-408.4784367,-0.262723818008505,-0.424859965805446,-0.551420733753728,-0.676504751910365,-0.814008497141307
1.301301301,-4.681408418,-2.385096239,-3.705895243,0.068277178,-4.975607526,-405.9745236,-0.263604585135692,-0.4274888000306,-0.555163346976158,-0.671850389703079,-0.817474400497093
1.401401401,-4.664004308,-2.288912744,-3.703932165,0.148224986,-4.955724683,-403.4706104,-0.26448535226288,-0.422252318320199,-0.557502230948013,-0.698194023415552,-0.820473983185201
1.501501502,-4.661677553,-2.238128067,-3.699372776,0.19387198,-4.928565649,-400.8445451,-0.265366119390067,-0.417742261842995,-0.559841114919868,-0.71795001324234,-0.823473565873308
1.601601602,-4.636507622,-2.155176948,-3.681453925,0.279700701,-4.891679122,-398.5783799,-0.266246886517254,-0.417748460194651,-0.562179998891723,-0.700512092358306,-0.826613657799182
1.701701702,-4.626684094,-2.099007289,-3.667649864,0.347025385,-4.87455299,-395.9206103,-0.267127653644441,-0.417754658275437,-0.564518882863578,-0.689386983519367,-0.837129600541357
1.801801802,-4.59504247,-2.042330529,-3.641421219,0.397495871,-4.859999116,-393.2478558,-0.268008420771629,-0.417760856344468,-0.567470865925,-0.687401868047376,-0.847645543283533
1.901901902,-4.55457758,-1.951472903,-3.617736681,0.464737015,-4.837825658,-390.5746631,-0.268247818427405,-0.4177670544135,-0.572412227008421,-0.733341755439376,-0.852593443050452
2.002002002,-4.538973829,-1.914809194,-3.607210921,0.509798415,-4.804528561,-386.909064,-0.268254016555123,-0.417773252529736,-0.567441763244415,-0.729415183256779,-0.854698985896514
2.102102102,-4.510292111,-1.920920758,-3.580640403,0.539665482,-4.757386654,-381.8256514,-0.26826021468284,-0.417779450711712,-0.56247129948041,-0.725488611074182,-0.856804528742575
