timestamp,angle_interp,pMMG
0,164.6856867,2.488844032
0.001,164.6890482,2.488939302
0.002,164.6924097,2.489034572
0.003,164.6957712,2.485129842
0.004,164.6991327,2.485225113
0.005,164.7024942,2.485320383
0.006,164.7058556,2.489415653
0.007,164.7092171,2.489510923
0.008,164.7125786,2.489606194
0.009,164.7159401,2.489701464
0.01,164.7193016,2.489796734
0.011,164.7226631,2.489892004
0.012,164.7260246,2.489987275
0.013,164.729386,2.490082545
0.014,164.7327475,2.490177815
0.015,164.736109,2.490273085
0.016,164.7394705,2.490368356
0.017,164.742832,2.490463626
0.018,164.7461935,2.490558896
0.019,164.749555,2.490654166
0.02,164.7529164,2.486749437
0.021,164.7562779,2.486844707
0.022,164.7596394,2.486939977
0.023,164.7630009,2.487035247
0.024,164.7663624,2.487130518
0.025,164.7697239,2.487225788
0.026,164.7730854,2.487321058
0.027,164.7764468,2.487416328
0.028,164.7784011,2.487471715
0.029,164.7803553,2.487527101
0.03,164.7823096,2.487582488
0.031,164.7842638,2.487637874
0.032,164.786218,2.487693261
0.033,164.7881723,2.487748647
0.034,164.7901265,2.487804034
0.035,164.7920808,2.487859421
0.036,164.794035,2.487914807
0.037,164.7959893,2.487970194
0.038,164.7979435,2.48802558
0.039,164.7998977,2.488080967
0.04,164.801852,2.488136353
0.041,164.8038062,2.48819174
0.042,164.8057605,2.488247126
0.043,164.8077147,2.488302513
0.044,164.8096689,2.488357899
0.045,164.8116232,2.488413286
0.046,164.8135774,2.488468672
0.047,164.8155317,2.488524059
0.048,164.8174859,2.488579445
0.049,164.8194401,2.488634832
0.05,164.8213944,2.488690218
0.051,164.8233486,2.488745605
0.052,164.8253029,2.488800991
0.053,164.8272571,2.488856378
0.054,164.8292113,2.488911764
0.055,164.8311656,2.488967151
0.056,164.8331198,2.489022538
0.057,164.8350741,2.489077924
0.058,164.8370283,2.489133311
0.059,164.8389825,2.489188697
0.06,164.8409368,2.489244084
0.061,164.8420164,2.489274683
0.062,164.8430961,2.470305282
0.063,164.8441757,2.47033588
0.064,164.8452554,2.470366479
0.065,164.846335,2.470397078
0.066,164.8474147,2.470427677
0.067,164.8484943,2.489458276
0.068,164.8495739,2.489488875
0.069,164.8506536,2.489519474
0.07,164.8517332,2.489550073
0.071,164.8528129,2.489580672
0.072,164.8538925,2.489611271
0.073,164.8549722,2.50964187
0.074,164.8560518,2.509672469
0.075,164.8571314,2.509703068
0.076,164.8582111,2.509733667
0.077,164.8592907,2.509764266
0.078,164.8603704,2.489794865
0.079,164.86145,2.489825464
0.08,164.8625297,2.489856063
0.081,164.8636093,2.489886662
0.082,164.864689,2.489917261
0.083,164.8657686,2.48994786
0.084,164.8668482,2.489978459
0.085,164.8679279,2.490009058
0.086,164.8690075,2.490039656
0.087,164.8700872,2.490070255
0.088,164.8711668,2.490100854
0.089,164.8722465,2.490131453
0.09,164.8733261,2.490162052
0.091,164.8744058,2.490192651
0.092,164.8754854,2.49022325
0.093,164.876565,2.471253849
0.094,164.8776447,2.471284448
0.095,164.8829604,2.471435105
0.096,164.8882762,2.471585762
0.097,164.8935919,2.471736419
0.098,164.8989076,2.490887076
0.099,164.9042234,2.491037733
0.1,164.9095391,2.49118839
0.101,164.9148548,2.491339047
0.102,164.9201706,2.472489704
0.103,164.9254863,2.472640361
0.104,164.930802,2.472791018
0.105,164.9361178,2.472941675
0.106,164.9414335,2.473092332
0.107,164.9467492,2.473242989
0.108,164.952065,2.473393646
0.109,164.9573807,2.473544303
0.11,164.9626964,2.47369496
0.111,164.9680122,2.473845617
0.112,164.9733279,2.473996274
0.113,164.9786436,2.493146931
0.114,164.9839594,2.493297588
0.115,164.9892751,2.493448245
0.116,164.9945908,2.493598902
0.117,164.9999066,2.493749559
0.118,165.0052223,2.493900216
0.119,165.010538,2.494050873
0.12,165.0158538,2.49420153
0.121,165.0211695,2.494352187
0.122,165.0264853,2.494502844
0.123,165.031801,2.475653501
0.124,165.0371167,2.475804158
0.125,165.0424325,2.475954815
0.126,165.0477482,2.476105472
0.127,165.0530639,2.476256129
0.128,165.0564407,2.456351833
0.129,165.0598175,2.456447536
0.13,165.0631942,2.45654324
0.131,165.066571,2.456638943
0.132,165.0699478,2.456734646
0.133,165.0733245,2.47683035
0.134,165.0767013,2.476926053
0.135,165.0800781,2.477021757
0.136,165.0834548,2.47711746
0.137,165.0868316,2.477213163
0.138,165.0902084,2.457308867
0.139,165.0935852,2.45740457
0.14,165.0969619,2.457500274
0.141,165.1003387,2.457595977
0.142,165.1037155,2.45769168
0.143,165.1070922,2.461787384
0.144,165.110469,2.461883087
0.145,165.1138458,2.461978791
0.146,165.1172225,2.462074494
0.147,165.1205993,2.462170197
0.148,165.1239761,2.458265901
0.149,165.1273528,2.458361604
0.15,165.1307296,2.458457308
0.151,165.1341064,2.458553011
0.152,165.1374832,2.458648714
0.153,165.1408599,2.458744418
0.154,165.1442367,2.458840121
0.155,165.1476135,2.458935825
0.156,165.1509902,2.444031528
0.157,165.154367,2.444127232
0.158,165.1577438,2.444222935
0.159,165.1611205,2.444318638
0.16,165.1644973,2.444414342
0.161,165.1678143,2.44450835
0.162,165.1711313,2.444602359
0.163,165.1744482,2.439696368
0.164,165.1777652,2.439790377
0.165,165.1810822,2.439884386
0.166,165.1843992,2.439978394
0.167,165.1877161,2.440072403
0.168,165.1910331,2.460166412
0.169,165.1943501,2.460260421
0.17,165.1976671,2.460354429
0.171,165.200984,2.460448438
0.172,165.204301,2.460542447
0.173,165.207618,2.440636456
0.174,165.210935,2.440730464
0.175,165.2142519,2.440824473
0.176,165.2175689,2.440918482
0.177,165.2208859,2.441012491
0.178,165.2242029,2.441106499
0.179,165.2275198,2.441200508
0.18,165.2308368,2.441294517
0.181,165.2341538,2.441388526
0.182,165.2374708,2.441482534
0.183,165.2407877,2.441576543
0.184,165.2441047,2.441670552
0.185,165.2474217,2.441764561
0.186,165.2507387,2.441858569
0.187,165.2540556,2.441952578
0.188,165.2573726,2.462046587
0.189,165.2606896,2.462140596
0.19,165.2640066,2.462234604
0.191,165.2673235,2.462328613
0.192,165.2706405,2.462422622
0.193,165.2739575,2.462516631
0.194,165.2772745,2.462610639
0.195,165.2782177,2.462637371
0.196,165.2791608,2.462664103
0.197,165.280104,2.462690834
0.198,165.2810472,2.482717566
0.199,165.2819904,2.482744297
0.2,165.2829336,2.482771029
0.201,165.2838768,2.48279776
0.202,165.28482,2.482824492
0.203,165.2857632,2.501851223
0.204,165.2867063,2.501877955
0.205,165.2876495,2.501904686
0.206,165.2885927,2.501931418
0.207,165.2895359,2.501958149
0.208,165.2904791,2.482984881
0.209,165.2914223,2.483011613
0.21,165.2923655,2.483038344
0.211,165.2933087,2.483065076
0.212,165.2942518,2.502091807
0.213,165.295195,2.502118539
0.214,165.2961382,2.50214527
0.215,165.2970814,2.502172002
0.216,165.2980246,2.502198733
0.217,165.2989678,2.502225465
0.218,165.299911,2.502252196
0.219,165.3008542,2.502278928
0.22,165.3017973,2.50230566
0.221,165.3027405,2.502332391
0.222,165.3036837,2.502359123
0.223,165.3046269,2.483385854
0.224,165.3055701,2.483412586
0.225,165.3065133,2.483439317
0.226,165.3074565,2.483466049
0.227,165.3083997,2.48349278
0.228,165.3106612,2.483556875
0.229,165.3129227,2.48362097
0.23,165.3151842,2.483685065
