SquatPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,pMMGMean_5,pMMGStd_1,pMMGStd_2,pMMGStd_3,pMMGStd_4,pMMGStd_5,ThetaMean_1,ThetaMean_2,ThetaMean_3,ThetaMean_4,ThetaMean_5
0,0.187818725290243,-2.397416721832,-3.88927110409861,-5.80765575050387,-1.90817932106088,0.471987746034239,0.716423226402545,1.77746941319287,1.99928508221042,1.06917218748493,173.0706368,174.5926108,173.0706368,174.5926108,173.0706368
0.1001001001001,0.184199485378147,-2.38437853063599,-3.89664417351126,-5.80389770768146,-1.91209925437047,0.453461681145636,0.72560612708206,1.80088003837626,1.98851474921291,1.06568619123522,173.046715800567,174.582326403937,173.046715800567,174.582326403937,173.046715800567
0.2002002002002,0.170246054383001,-2.36815661938115,-3.91352128880734,-5.80711263149262,-1.9370307072327,0.467596441483131,0.733840423275102,1.81699978468406,1.94171658283095,1.09476522126139,173.022794771872,174.572041955322,173.022794771872,174.572041955322,173.022794771872
0.3003003003003,0.18246493907142,-2.31247571216706,-3.91388142868836,-5.76788109842153,-1.9374561618722,0.483870812706612,0.771526909466977,1.81525597815536,1.93243288573844,1.09504482077865,172.998873774474,174.561757502603,172.998873774474,174.561757502603,172.998873774474
0.4004004004004,0.175748031595342,-2.27960689146409,-3.90860514117012,-5.74221111948398,-1.94513671285554,0.483639494301132,0.791382483553184,1.80969062441767,1.91073088933175,1.11009157777127,172.974952785352,174.551092102936,172.974952785352,174.551092102936,172.974952785352
0.500500500500501,0.191840561482367,-2.27922641075526,-3.9174484132792,-5.74740738987648,-1.95409696904552,0.501974166774264,0.79416598991022,1.79887814246552,1.89261025848855,1.10763570579822,172.936966631698,174.537867602469,172.936966631698,174.537867602469,172.936966631698
0.600600600600601,0.16369957321265,-2.2881989981905,-3.93829382820668,-5.75066094867832,-1.95939565388478,0.478834345791572,0.794114765257898,1.83212893605996,1.87990901598367,1.12929216962183,172.882206392493,174.500618572773,172.882206392493,174.500618572773,172.882206392493
0.700700700700701,0.159224395150837,-2.28779220264224,-3.96176207520876,-5.7404700600592,-1.97769417998302,0.482700915225763,0.805862226536187,1.85568498395881,1.84685480480373,1.12322886924313,172.827446115649,174.461579369236,172.827446115649,174.461579369236,172.827446115649
0.800800800800801,0.158081694358891,-2.30868322299436,-3.95791621721401,-5.75157767050776,-1.9612321193883,0.495940176111003,0.810694652708252,1.84819805755416,1.85512485802912,1.1366615739422,172.772685850717,174.417602156156,172.772685850717,174.417602156156,172.772685850717
0.900900900900901,0.156703903549034,-2.30830943628165,-3.94731181014941,-5.76116575563358,-1.97196642980024,0.510206437419714,0.840640450564273,1.84787845603743,1.85995504211188,1.1402355814605,172.717925605405,174.373624991592,172.717925605405,174.373624991592,172.717925605405
1.001001001001,0.18106737184417,-2.32263274227956,-3.93719171987857,-5.7589827669673,-1.96095378927473,0.521236956135578,0.844966422822569,1.81758004056338,1.8670872094611,1.13579310122823,172.687654701702,174.332653040841,172.687654701702,174.332653040841,172.687654701702
1.1011011011011,0.180954415992452,-2.31101208528488,-3.93313808531155,-5.78997134842538,-1.96738083054129,0.514595472126222,0.853821697526709,1.80603146237541,1.87729255622918,1.13867831387763,172.670798694628,174.309804755189,172.670798694628,174.309804755189,172.670798694628
1.2012012012012,0.176020117296526,-2.31906182551491,-3.94000558117426,-5.79787129463664,-1.95301258400401,0.531823454035118,0.857503739669316,1.80827775365021,1.8631445847303,1.1278485810772,172.653942662362,174.296731649249,172.653942662362,174.296731649249,172.653942662362
1.3013013013013,0.19093681572532,-2.31777768899081,-3.92917625674757,-5.79243489954171,-1.95187507501421,0.52675452045802,0.869452760698549,1.81304877098522,1.87205233137853,1.15046957389417,172.637086643443,174.283658600234,172.637086643443,174.283658600234,172.637086643443
1.4014014014014,0.170637334212288,-2.33045954411342,-3.94114470295284,-5.81365841207038,-1.96573788149214,0.533514130478917,0.875022804939088,1.82809411191598,1.86751506169452,1.15624730875705,172.620262512112,174.271014661328,172.620262512112,174.271014661328,172.620262512112
1.5015015015015,0.154167135153202,-2.23509278554901,-3.96264256731589,-5.81483515279148,-1.97607480046516,0.509765304366832,1.04861897693533,1.81273293073166,1.86138642241274,1.1586709171636,172.635260408909,174.263367060561,172.635260408909,174.263367060561,172.635260408909
1.6016016016016,0.155829680845459,-2.21276336619482,-3.97171592566277,-5.82464634168519,-1.99239685909565,0.525130674005348,1.08266536020421,1.82511526316039,1.85070164689462,1.16622302723812,172.652764403604,174.259054464598,172.652764403604,174.259054464598,172.652764403604
1.7017017017017,0.158083297317381,-2.21887489737337,-3.98349086123446,-5.8541089618,-2.0298228621605,0.4979405808928,1.06752729597966,1.85496657443921,1.84835087835587,1.1685369910241,172.670268438172,174.25396709286,172.670268438172,174.25396709286,172.670268438172
1.8018018018018,0.178373430536736,-2.2184435282526,-3.98224565328003,-5.86364990962745,-2.04952998649565,0.515565991077948,1.08485284051458,1.84154361067359,1.82778499818952,1.18293214203435,172.687772461261,174.243937935435,172.687772461261,174.243937935435,172.687772461261
1.9019019019019,0.172389684517616,-2.20717846723112,-3.95810068032982,-5.86429548464142,-2.0466207354686,0.514807670586872,1.08999047147428,1.82505497857901,1.84166736320939,1.16541207618998,172.701676590057,174.231449983517,172.701676590057,174.231449983517,172.701676590057
2.002002002002,0.195252328631308,-2.2022240995417,-3.94484504677818,-5.86210216088445,-2.03654312329361,0.556180812503494,1.0838511836058,1.79384624468671,1.83237680343052,1.17699468493299,172.695899584051,174.219806597664,172.695899584051,174.219806597664,172.695899584051
