GaitPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,pMMGStd_1,pMMGStd_2,pMMGStd_3,pMMGStd_4,ThetaMean_1,ThetaMean_2,ThetaMean_3,ThetaMean_4
0,1.69422945,2.48535160366667,1.67946833333333,1.64963728466667,0.539275525303878,0.675779141411245,0.0976905480966243,0.508084481592071,174.7732546,173.025351433333,174.7732546,173.025351433333
0.1001001001001,1.7128895459296,2.45967154496196,1.70061895256323,1.6493797304965,0.535548233077044,0.66435329009269,0.132414737677915,0.507953669711876,174.760785994862,173.005242181281,174.760785994862,173.005242181281
0.2002002002002,1.69620056240974,2.45298720059059,1.68861387755355,1.62370641961829,0.524265267856449,0.666369236514001,0.116428498367788,0.496817533753646,174.735610729396,172.978697395896,174.735610729396,172.978697395896
0.3003003003003,1.67272612664364,2.44030285621922,1.68780199573774,1.61803310848949,0.538460112511308,0.661984973884214,0.125615743375448,0.501777711955385,174.710435484585,172.952152616717,174.710435484585,172.952152616717
0.4004004004004,1.66688365590657,2.43361851184785,1.69173852867,1.60469313098599,0.546207560846124,0.648455442894897,0.13784235012753,0.498515575897884,174.685260225459,172.925607858458,174.685260225459,172.925607858458
0.500500500500501,1.63523671436503,2.41426750080981,1.66310282303003,1.58901981987988,0.559303922684182,0.647194531405145,0.134141586956871,0.47573107086406,174.660084974308,172.899063101735,174.660084974308,172.899063101735
0.600600600600601,1.62544696334735,2.39491648956256,1.64609307634935,1.58234650913313,0.550612249603864,0.629636464792438,0.150280729620742,0.452263580115317,174.634909735836,172.872518348749,174.634909735836,172.872518348749
0.700700700700701,1.60138493978045,2.37389877905706,1.63092050050584,1.57167256647948,0.566366023811833,0.613550367215045,0.145721583772687,0.42757407333551,174.609734508408,172.845924253287,174.609734508408,172.845924253287
0.800800800800801,1.58005657257524,2.37387456304338,1.61061731010844,1.5568735115956,0.583689765816467,0.596837336931707,0.129635127497918,0.411469631166058,174.573705535335,172.809561655556,174.573705535335,172.809561655556
0.900900900900901,1.55422571990991,2.36748998643844,1.57811394733033,1.55640778972973,0.589704523230069,0.552086958859568,0.120136951269895,0.378113153024638,174.530362385586,172.773199064865,174.530362385586,172.773199064865
