timestamp,angle_interp,pMMG
0,165.7057689,-0.590643394
0.001,165.6915734,-0.58712125
0.002,165.677378,-0.587599107
0.003,165.6631825,-0.588076964
0.004,165.648987,-0.58855482
0.005,165.6347915,-0.589032677
0.006,165.620596,-0.593510533
0.007,165.6064006,-0.59398839
0.008,165.5922051,-0.594466246
0.009,165.5780096,-0.594944103
0.01,165.5638141,-0.595421959
0.011,165.5496186,-0.610899816
0.012,165.5354232,-0.611377673
0.013,165.5212277,-0.611855529
0.014,165.5070322,-0.612333386
0.015,165.4928367,-0.612811242
0.016,165.4786412,-0.618289099
0.017,165.4644458,-0.618766955
0.018,165.4502503,-0.619244812
0.019,165.4360548,-0.619722668
0.02,165.4218593,-0.620200525
0.021,165.4076638,-0.600678382
0.022,165.3934684,-0.601156238
0.023,165.3792729,-0.601634095
0.024,165.3650774,-0.602111951
0.025,165.3508819,-0.602589808
0.026,165.3366864,-0.603067664
0.027,165.322491,-0.603545521
0.028,165.3082955,-0.604023377
0.029,165.2941,-0.604501234
0.03,165.2799045,-0.604979091
0.031,165.265709,-0.605456947
0.032,165.2515136,-0.605934804
0.033,165.2373181,-0.60641266
0.034,165.2257787,-0.606801105
0.035,165.2142393,-0.60718955
0.036,165.2027,-0.622577996
0.037,165.1911606,-0.622966441
0.038,165.1796212,-0.623354886
0.039,165.1680818,-0.623743331
0.04,165.1565425,-0.624131776
0.041,165.1450031,-0.629520221
0.042,165.1334637,-0.629908666
0.043,165.1219244,-0.630297111
0.044,165.110385,-0.630685557
0.045,165.0988456,-0.631074002
0.046,165.0873062,-0.631462447
0.047,165.0757669,-0.631850892
0.048,165.0642275,-0.632239337
0.049,165.0526881,-0.632627782
0.05,165.0411487,-0.633016227
0.051,165.0296094,-0.652404672
0.052,165.01807,-0.652793118
0.053,165.0065306,-0.653181563
0.054,164.9949913,-0.653570008
0.055,164.9834519,-0.653958453
0.056,164.9719125,-0.650346898
0.057,164.9603731,-0.650735343
0.058,164.9488338,-0.651123788
0.059,164.9372944,-0.651512233
0.06,164.925755,-0.651900678
0.061,164.9142156,-0.656289124
0.062,164.9026763,-0.656677569
0.063,164.8911369,-0.657066014
0.064,164.8795975,-0.657454459
0.065,164.8680582,-0.657842904
0.066,164.8565188,-0.678231349
0.067,164.8449794,-0.678619794
0.068,164.8353858,-0.678942742
0.069,164.8257921,-0.679265689
0.07,164.8161984,-0.679588636
0.071,164.8066048,-0.698911583
0.072,164.7970111,-0.699234531
0.073,164.7874175,-0.699557478
0.074,164.7778238,-0.699880425
0.075,164.7682302,-0.700203373
0.076,164.7586365,-0.71652632
0.077,164.7490428,-0.716849267
0.078,164.7394492,-0.717172214
0.079,164.7298555,-0.717495162
0.08,164.7202619,-0.717818109
0.081,164.7106682,-0.722141056
0.082,164.7010746,-0.722464004
0.083,164.6914809,-0.722786951
0.084,164.6818872,-0.723109898
0.085,164.6722936,-0.723432845
0.086,164.6626999,-0.743755793
0.087,164.6531063,-0.74407874
0.088,164.6435126,-0.744401687
0.089,164.633919,-0.744724635
0.09,164.6243253,-0.745047582
0.091,164.6147317,-0.725370529
0.092,164.605138,-0.725693476
0.093,164.5955443,-0.726016424
0.094,164.5859507,-0.726339371
0.095,164.576357,-0.726662318
0.096,164.5667634,-0.746985266
0.097,164.5571697,-0.747308213
0.098,164.5475761,-0.74763116
0.099,164.5379824,-0.747954107
0.1,164.5283887,-0.748277055
0.101,164.5099659,-0.748897217
0.102,164.491543,-0.749517379
0.103,164.4731201,-0.750137541
0.104,164.4546972,-0.750757702
0.105,164.4362743,-0.751377864
0.106,164.4178514,-0.751998026
0.107,164.3994285,-0.752618188
0.108,164.3810057,-0.75323835
0.109,164.3625828,-0.753858512
0.11,164.3441599,-0.754478674
0.111,164.325737,-0.755098836
0.112,164.3073141,-0.755718998
0.113,164.2888912,-0.75633916
0.114,164.2704683,-0.756959322
0.115,164.2520455,-0.757579484
0.116,164.2336226,-0.793199646
0.117,164.2151997,-0.793819808
0.118,164.1967768,-0.79443997
0.119,164.1783539,-0.795060132
0.12,164.159931,-0.795680294
0.121,164.1415081,-0.780300456
0.122,164.1230853,-0.780920618
0.123,164.1046624,-0.78154078
0.124,164.0862395,-0.782160942
0.125,164.0678166,-0.782781104
0.126,164.0493937,-0.803401266
0.127,164.0309708,-0.804021428
0.128,164.0125479,-0.80464159
0.129,163.9941251,-0.805261751
0.13,163.9757022,-0.805881913
0.131,163.9572793,-0.821502075
0.132,163.9388564,-0.822122237
0.133,163.9204335,-0.822742399
0.134,163.9026627,-0.823340611
0.135,163.8848919,-0.823938822
0.136,163.8671211,-0.844537034
0.137,163.8493503,-0.845135245
0.138,163.8315795,-0.845733457
0.139,163.8138086,-0.846331668
0.14,163.7960378,-0.84692988
0.141,163.778267,-0.851528091
0.142,163.7604962,-0.852126303
0.143,163.7427254,-0.852724514
0.144,163.7249546,-0.853322726
0.145,163.7071838,-0.853920937
0.146,163.689413,-0.874519149
0.147,163.6716421,-0.87511736
0.148,163.6538713,-0.875715572
0.149,163.6361005,-0.876313783
0.15,163.6183297,-0.876911995
0.151,163.6005589,-0.877510206
0.152,163.5827881,-0.878108418
0.153,163.5650173,-0.878706629
0.154,163.5472465,-0.879304841
0.155,163.5294756,-0.879903052
0.156,163.5117048,-0.899501264
0.157,163.493934,-0.900099475
0.158,163.4761632,-0.900697687
0.159,163.4583924,-0.901295898
0.16,163.4406216,-0.90189411
0.161,163.4228508,-0.902492321
0.162,163.4050799,-0.903090533
0.163,163.3873091,-0.903688744
0.164,163.3695383,-0.904286956
0.165,163.3517675,-0.904885167
0.166,163.3339967,-0.925483379
0.167,163.3162259,-0.92608159
0.168,163.2975261,-0.926711073
0.169,163.2788264,-0.927340555
0.17,163.2601266,-0.927970038
0.171,163.2414268,-0.92859952
0.172,163.222727,-0.929229003
0.173,163.2040273,-0.929858485
0.174,163.1853275,-0.930487968
0.175,163.1666277,-0.93111745
0.176,163.147928,-0.911746933
0.177,163.1292282,-0.912376415
0.178,163.1105284,-0.913005898
0.179,163.0918287,-0.91363538
0.18,163.0731289,-0.914264863
0.181,163.0544291,-0.934894346
0.182,163.0357294,-0.935523828
0.183,163.0170296,-0.936153311
0.184,162.9983298,-0.936782793
0.185,162.9796301,-0.937412276
0.186,162.9609303,-0.914041758
0.187,162.9422305,-0.914671241
0.188,162.9235308,-0.915300723
0.189,162.904831,-0.915930206
0.19,162.8861312,-0.916559688
0.191,162.8674315,-0.921189171
0.192,162.8487317,-0.921818653
0.193,162.8300319,-0.922448136
0.194,162.8113322,-0.923077618
0.195,162.7926324,-0.923707101
0.196,162.7739326,-0.905336583
0.197,162.7552329,-0.905966066
0.198,162.7365331,-0.906595548
0.199,162.7178333,-0.907225031
0.2,162.6991336,-0.907854513
0.201,162.6785753,-0.927546556
0.202,162.6580171,-0.928238599
0.203,162.6374589,-0.928930642
0.204,162.6169007,-0.929622685
0.205,162.5963425,-0.930314728
0.206,162.5757842,-0.93100677
0.207,162.555226,-0.931698813
0.208,162.5346678,-0.932390856
0.209,162.5141096,-0.933082899
0.21,162.4935514,-0.933774942
0.211,162.4729931,-0.934466985
0.212,162.4524349,-0.935159027
0.213,162.4318767,-0.93585107
0.214,162.4113185,-0.936543113
0.215,162.3907603,-0.937235156
0.216,162.370202,-0.933927199
0.217,162.3496438,-0.934619242
0.218,162.3290856,-0.935311284
0.219,162.3085274,-0.936003327
0.22,162.2879692,-0.93669537
0.221,162.2674109,-0.941387413
0.222,162.2468527,-0.942079456
0.223,162.2262945,-0.942771499
0.224,162.2057363,-0.943463542
0.225,162.1851781,-0.944155584
0.226,162.1646198,-0.944847627
0.227,162.1440616,-0.94553967
0.228,162.1235034,-0.946231713
0.229,162.1029452,-0.946923756
0.23,162.082387,-0.947615799
0.231,162.0618287,-0.968307841
0.232,162.0412705,-0.968999884
0.233,162.0207123,-0.969691927
0.234,161.9999973,-0.970389247
0.235,161.9792824,-0.971086566
0.236,161.9585674,-0.951783886
0.237,161.9378524,-0.952481205
0.238,161.9171374,-0.953178525
0.239,161.8964225,-0.953875844
0.24,161.8757075,-0.954573164
0.241,161.8549925,-0.955270483
0.242,161.8342776,-0.955967803
0.243,161.8135626,-0.956665122
0.244,161.7928476,-0.957362442
0.245,161.7721326,-0.958059761
0.246,161.7514177,-0.958757081
0.247,161.7307027,-0.9594544
0.248,161.7099877,-0.960151719
0.249,161.6892728,-0.960849039
0.25,161.6685578,-0.961546358
0.251,161.6478428,-0.982243678
0.252,161.6271278,-0.982940997
0.253,161.6064129,-0.983638317
0.254,161.5856979,-0.984335636
0.255,161.5649829,-0.946032956
0.256,161.544268,-0.946730275
0.257,161.523553,-0.947427595
0.258,161.502838,-0.948124914
0.259,161.482123,-0.948822234
0.26,161.4614081,-0.949519553
0.261,161.4406931,-0.950216873
0.262,161.4199781,-0.950914192
0.263,161.3992632,-0.951611512
0.264,161.3785482,-0.952308831
0.265,161.3578332,-0.933006151
0.266,161.3371182,-0.93370347
0.267,161.3164033,-0.93440079
0.268,161.2945579,-0.935136161
0.269,161.2727125,-0.935871532
0.27,161.2508672,-0.936606904
0.271,161.2290218,-0.913342275
0.272,161.2071765,-0.914077646
0.273,161.1853311,-0.914813017
0.274,161.1634858,-0.915548389
0.275,161.1416404,-0.92028376
0.276,161.119795,-0.921019131
0.277,161.0979497,-0.921754502
0.278,161.0761043,-0.922489874
0.279,161.054259,-0.923225245
0.28,161.0324136,-0.923960616
0.281,161.0105682,-0.924695987
0.282,160.9887229,-0.925431359
0.283,160.9668775,-0.92616673
0.284,160.9450322,-0.926902101
0.285,160.9231868,-0.947637472
0.286,160.9013415,-0.948372844
0.287,160.8794961,-0.949108215
0.288,160.8576507,-0.949843586
0.289,160.8358054,-0.950578957
0.29,160.81396,-0.951314329
0.291,160.7921147,-0.9520497
0.292,160.7702693,-0.952785071
0.293,160.7484239,-0.953520442
0.294,160.7265786,-0.954255814
0.295,160.7047332,-0.954991185
0.296,160.6828879,-0.955726556
0.297,160.6610425,-0.956461927
