SquatPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,pMMGStd_1,pMMGStd_2,pMMGStd_3,pMMGStd_4,ThetaMean_1,ThetaMean_2,ThetaMean_3,ThetaMean_4
5.30530530530531,-6.03596639254911,-7.53756277175409,-4.10343443778838,-5.42801515107025,1.95766932013226,1.64146139464528,1.78772453713434,1.95796485342934,175.755712335369,176.054509082282,175.755712335369,176.054509082282
5.40540540540541,-6.04910724560838,-7.53587841332997,-4.09072694152631,-5.43009936613801,1.97339466912409,1.65848620265975,1.77456124204107,1.97020223991867,175.713929552252,176.012560368468,175.713929552252,176.012560368468
5.50550550550551,-6.05091289613678,-7.52538004164588,-4.08282598864916,-5.42494262857373,1.97231315583142,1.65631643704805,1.76074379140337,1.97582752764729,175.672146802402,175.963258709843,175.672146802402,175.963258709843
5.60560560560561,-6.0670500131778,-7.48434526211033,-4.06111073399781,-5.40564248524887,1.96978163130344,1.63584389445817,1.73243066186661,1.97153210005501,175.630364000067,175.913134454588,175.630364000067,175.913134454588
5.70570570570571,-6.08051555153613,-7.43632199833131,-4.04834234153762,-5.34876966113958,1.9632751020865,1.59144634126337,1.71099384757418,1.94386721965451,175.588809844444,175.8300532001,175.588809844444,175.8300532001
5.80580580580581,-6.09624615430711,-7.39904628882956,-4.06559718711619,-5.30264946698442,1.96045956519064,1.56960951082926,1.6929545122775,1.92782081557282,175.547606717951,175.748639524658,175.547606717951,175.748639524658
5.90590590590591,-6.11676412370984,-7.38109248089403,-4.06173504387423,-5.26456351900469,1.95791752117915,1.54767728710726,1.70565143250058,1.93856835836154,175.506470468035,175.667225869336,175.506470468035,175.667225869336
6.00600600600601,-6.13860623016708,-7.36913662470121,-4.07973680474851,-5.24248297927235,1.94427403232262,1.53398035427221,1.69057985100212,1.93078365262616,175.464030716016,175.585250206106,175.464030716016,175.585250206106
6.10610610610611,-6.13449428883046,-7.3719506234971,-4.07039374823626,-5.23781526846818,1.95343862354925,1.5313037695528,1.69691117066345,1.90407507681842,175.420856816283,175.503024411478,175.420856816283,175.503024411478
6.20620620620621,-6.13931675485447,-7.40397185943498,-4.08633408566807,-5.24701112592485,1.9526718685724,1.53836381861658,1.6913841833598,1.92579296944178,175.37768291655,175.419118803971,175.37768291655,175.419118803971
6.30630630630631,-6.13746631086087,-7.43653886933418,-4.09717987595046,-5.27448016755733,1.94818511891641,1.5364862160726,1.69998401286332,1.91167545047029,175.332908227928,175.336253180781,175.332908227928,175.336253180781
6.40640640640641,-6.13618132331222,-7.4979574892651,-4.09788838646086,-5.33284450263449,1.95779473362759,1.53155447896894,1.69585606879387,1.89825997349001,175.287552396797,175.254623565866,175.287552396797,175.254623565866
6.50650650650651,-6.12917051504767,-7.52742841095324,-4.10405071535971,-5.37753511497646,1.96270708890679,1.53861936275296,1.68568092080116,1.89794404594834,175.242489218352,175.171998855455,175.242489218352,175.171998855455
6.60660660660661,-6.11706956043878,-7.56502129337048,-4.11603432095747,-5.41320414129801,1.94671558980942,1.57429975204282,1.68019517550739,1.9352371662137,175.197866826326,175.087480929129,175.197866826326,175.087480929129
6.70670670670671,-6.10845241230968,-7.57893293170633,-4.10092354362507,-5.43726900769482,1.93359287818874,1.58303915950525,1.69587750123007,1.94548926887327,175.165757377511,175.032254124424,175.165757377511,175.032254124424
6.80680680680681,-6.10352162742673,-7.58642981879987,-4.08814638383951,-5.44039073865919,1.93904844545503,1.60518958738186,1.66492336090834,1.97693861962683,175.13481044044,174.985421752152,175.13481044044,174.985421752152
6.90690690690691,-6.09488631850586,-7.59469854374432,-4.08545595357615,-5.45385160194734,1.92608544652612,1.62889614009558,1.65635311174228,1.98694953477281,175.103785631231,174.937372257958,175.103785631231,174.937372257958
7.00700700700701,-6.08407631245977,-7.59624892244948,-4.07321675549181,-5.45045554539932,1.89628821727426,1.64158348207309,1.63457222894212,1.9788455347758,175.072760793594,174.888641262663,175.072760793594,174.888641262663
7.10710710710711,-6.09657309349734,-7.59768932339413,-4.07477513630491,-5.45742887342855,1.88833702738437,1.64261786181107,1.62253765090383,2.00042815379528,175.041735954454,174.843599492893,175.041735954454,174.843599492893
7.20720720720721,-6.09786190886723,-7.59936053833015,-4.07804365847698,-5.46045661873833,1.88821830153737,1.65535507886952,1.62404303515401,2.02817276391773,175.010728974775,174.777522558859,175.010728974775,174.777522558859
7.30730730730731,-6.10517512510981,-7.58044058979953,-4.08387886764344,-5.449915485264,1.87847591800646,1.65015694870978,1.60966268265158,2.02894214109921,174.973441637571,174.703671394127,174.973441637571,174.703671394127
7.40740740740741,-6.11695258575441,-7.53903941675163,-4.09951253817688,-5.43232318875568,1.88401260845218,1.62276825097847,1.62165656528499,2.01978552654467,174.921851764198,174.62982025679,174.921851764198,174.62982025679
7.50750750750751,-6.10811291240221,-7.48129989021131,-4.12081566224569,-5.39448936793179,1.86924222477387,1.61009320428117,1.59760824601348,1.99927618002858,174.870261863263,174.556373025425,174.870261863263,174.556373025425
7.60760760760761,-6.11408219820697,-7.44316184699734,-4.13754166015584,-5.37857932705832,1.86031096807753,1.60810208064688,1.6053229668276,1.97422107050591,174.818671995662,174.477483666366,174.818671995662,174.477483666366
7.70770770770771,-6.09855887678431,-7.39271817761101,-4.1404883678733,-5.3669615332056,1.85738468188416,1.61070390259704,1.60659583917343,1.94233204937313,174.767928864965,174.39043446293,174.767928864965,174.39043446293
7.80780780780781,-6.10482457188772,-7.37472297105813,-4.14341085835148,-5.35690830919217,1.84346992708889,1.6419994865092,1.607950787451,1.89351239740601,174.718983831932,174.302256271972,174.718983831932,174.302256271972
7.90790790790791,-6.08244644140027,-7.3257850758963,-4.1649617622331,-5.3300518347549,1.83299361983559,1.72699951328379,1.58982185945297,1.8716897730062,174.67003880951,174.214078081014,174.67003880951,174.214078081014
8.00800800800801,-6.08957361726423,-7.29305938585059,-4.15880213548175,-5.3172039460715,1.83433875122471,1.81865055723521,1.59979958069345,1.91667650128081,174.618239159626,174.124804410677,174.618239159626,174.124804410677
8.10810810810811,-6.08481010272262,-7.28139162212957,-4.15022748623858,-5.30519126333332,1.82597653343151,1.9063761586504,1.58378225217063,1.95219183511158,174.565509028829,174.03460713964,174.565509028829,174.03460713964
8.20820820820821,-6.08051554383524,-7.26606397931355,-4.14957057900627,-5.29994154081795,1.81784503018253,1.98785384709942,1.58509793187873,1.9997544164458,174.50245712289,173.967181695329,174.50245712289,173.967181695329
8.30830830830831,-6.07603502689742,-7.28400785494377,-4.14296187075444,-5.31570507367983,1.8091167037492,2.09299723823211,1.56041080293783,2.07668251443423,174.428201186553,173.915802687955,174.428201186553,173.915802687955
8.40840840840841,-6.07188599786817,-7.29360231101454,-4.13602695873513,-5.32418988824065,1.80078263044893,2.13426278084832,1.54489811715477,2.11451869069891,174.353945277678,173.864423704104,174.353945277678,173.864423704104
8.50850850850851,-6.05473512450435,-7.31260376991941,-4.13325332960652,-5.33900626086868,1.77836792543289,2.16197543190994,1.53881293128552,2.14308580290635,174.279689317885,173.813044735502,174.279689317885,173.813044735502
8.60860860860861,-6.05657912121723,-7.30056425840023,-4.14180697168317,-5.33547743031656,1.74329055007004,2.20221172938663,1.51288010383925,2.18482774172526,174.205680144077,173.762453893594,174.205680144077,173.762453893594
8.70870870870871,-6.06660216777281,-7.31446806112457,-4.14080106701413,-5.34288843736713,1.72990163334007,2.22818541929377,1.50953341459624,2.20403736148614,174.14311666997,173.712201394795,174.14311666997,173.712201394795
8.80880880880881,-6.07435743504563,-7.31647983656997,-4.12163476013469,-5.32511615349695,1.6995603929876,2.24417834415561,1.49512300579446,2.22190416363428,174.083083941708,173.658536031832,174.083083941708,173.658536031832
8.90890890890891,-6.08802314358005,-7.30534606480927,-4.13390341788431,-5.3153984871004,1.69447922431309,2.27868441288129,1.4996238039891,2.23549309784329,174.023098389723,173.604870742042,174.023098389723,173.604870742042
9.00900900900901,-6.09186223395661,-7.29272139637845,-4.12224887712015,-5.31912182107021,1.68029268556365,2.31584562424852,1.49556971132191,2.25269643484763,173.965288808709,173.551205375075,173.965288808709,173.551205375075
9.10910910910911,-6.11181459995533,-7.27768692172871,-4.11814467870969,-5.32362650244573,1.71357185162014,2.34809843752556,1.51299009431961,2.26845509862168,173.907479261028,173.497540057391,173.907479261028,173.497540057391
9.20920920920921,-6.11991186169423,-7.23686151220872,-4.11176385201966,-5.34022354925669,1.70180871074691,2.37446471666638,1.48648058556313,2.25564724024691,173.863680187054,173.443480236003,173.863680187054,173.443480236003
9.30930930930931,-6.11542931453735,-7.20622893446907,-4.11084206202345,-5.33422501595752,1.71179371934422,2.39119951979518,1.50898584017115,2.24788848264332,173.813221470771,173.395377266466,173.813221470771,173.395377266466
