Timestamp,Angle,HeelstrikeIndex
2.449,153.2842642,2450
6.382,178.1683592,6383
7.415,179.0072281,7416
11.615,177.7449377,11616
12.749,179.0525555,12750
16.549,179.9020415,16550
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
