timestamp,angle_interp,pMMG
0,162.1206255,-0.031055682
0.001,162.1066255,-0.031578956
0.002,162.0926255,-0.032102229
0.003,162.0786255,-0.032625502
0.004,162.0646254,-0.033148776
0.005,162.0506254,-0.010672049
0.006,162.0345847,-0.011271596
0.007,162.018544,-0.011871142
0.008,162.0025034,-0.012470689
0.009,161.9864627,-0.013070236
0.01,161.970422,-0.013669782
0.011,161.9543813,-0.014269329
0.012,161.9383406,-0.014868876
0.013,161.9222999,-0.015468422
0.014,161.9062593,-0.016067969
0.015,161.8902186,-0.016667516
0.016,161.8741779,0.041732938
0.017,161.8581372,0.041133391
0.018,161.8420965,0.040533845
0.019,161.8260558,0.039934298
0.02,161.8100152,0.039334751
0.021,161.7939745,0.080735205
0.022,161.7779338,0.080135658
0.023,161.7618931,0.079536111
0.024,161.7458524,0.078936565
0.025,161.7298117,0.078337018
0.026,161.713771,0.131737471
0.027,161.6977304,0.131137925
0.028,161.6816897,0.130538378
0.029,161.665649,0.129938832
0.03,161.6496083,0.129339285
0.031,161.6335676,0.167739738
0.032,161.6175269,0.167140192
0.033,161.6014863,0.166540645
0.034,161.5854456,0.165941098
0.035,161.5694049,0.165341552
0.036,161.5533642,0.218742005
0.037,161.5373235,0.218142458
0.038,161.5212828,0.217542912
0.039,161.5118068,0.217188729
0.04,161.5023307,0.216834545
0.041,161.4928547,0.259480362
0.042,161.4833786,0.259126179
0.043,161.4739025,0.258771996
0.044,161.4644265,0.258417812
0.045,161.4549504,0.258063629
0.046,161.4454743,0.296709446
0.047,161.4359983,0.296355263
0.048,161.4265222,0.296001079
0.049,161.4170462,0.295646896
0.05,161.4075701,0.295292713
0.051,161.398094,0.30993853
0.052,161.388618,0.309584347
0.053,161.3791419,0.309230163
0.054,161.3696658,0.30887598
0.055,161.3601898,0.308521797
0.056,161.3507137,0.389167614
0.057,161.3412377,0.38881343
0.058,161.3317616,0.388459247
0.059,161.3222855,0.388105064
0.06,161.3128095,0.387750881
0.061,161.3033334,0.422396697
0.062,161.2938573,0.422042514
0.063,161.2843813,0.421688331
0.064,161.2749052,0.421334148
0.065,161.2654292,0.440979964
0.066,161.2559531,0.440625781
0.067,161.246477,0.440271598
0.068,161.237001,0.439917415
0.069,161.2275249,0.439563232
0.07,161.2180488,0.439209048
0.071,161.2085728,0.457854865
0.072,161.2063026,0.457770013
0.073,161.2040324,0.496685161
0.074,161.2017622,0.496600309
0.075,161.199492,0.496515457
0.076,161.1972218,0.538430605
0.077,161.1949516,0.534345753
0.078,161.1926815,0.534260901
0.079,161.1904113,0.573176049
0.08,161.1881411,0.596091197
0.081,161.1858709,0.596006345
