GaitPhase,pMMGMean_2,pMMGStd_2,pMMGMean_4,pMMGStd_4,pMMGMean_4_1,pMMGStd_4_1,NewColumn
4.304304304,1.125515658,0.166555813,1.193400889,0.245978337,1.760395117,0.90227892,-15.9317873172828
4.404404404,1.126067533,0.141403876,1.190992649,0.263526768,1.762653157,0.883977919,-15.9066998462471
4.504504505,1.124612128,0.141697488,1.185236654,0.264428352,1.764569243,0.852090999,-15.8816123749608
4.604604605,1.140564787,0.145656653,1.19010828,0.277773165,1.772252298,0.83280491,-15.8565249039252
4.704704705,1.158486657,0.145416718,1.185037963,0.278987482,1.770633051,0.846799928,-15.8314374328895
4.804804805,1.156908528,0.174168162,1.19747015,0.279081902,1.754813604,0.830074937,-15.8063499618539
4.904904905,1.184330399,0.187363255,1.196485107,0.275176636,1.75329058,0.825934984,-15.8067321730144
5.005005005,1.194752269,0.199144136,1.197614886,0.2795201,1.753347587,0.806767678,-15.8246912435826
5.105105105,1.200329815,0.188517756,1.214497418,0.289314694,1.761938824,0.812335265,-15.8426503141508
5.205205205,1.208779546,0.22485822,1.205661586,0.308667827,1.756025678,0.783938417,-15.8606093847191
5.305305305,1.228960721,0.230529483,1.226208829,0.323095992,1.752666085,0.764147991,-15.8785684552873
5.405405405,1.237506761,0.252273092,1.227011222,0.319387769,1.737639826,0.74252502,-15.8965275258555
5.505505506,1.270455205,0.242058872,1.229181983,0.335465755,1.742280233,0.68083362,-15.9144865966032
5.605605606,1.305038783,0.245470792,1.229279152,0.356141173,1.734897326,0.654324956,-15.9324456671714
5.705705706,1.353622361,0.257367992,1.233607634,0.387264916,1.737766283,0.626848315,-15.9504047377396
5.805805806,1.368057453,0.260569919,1.23358517,0.404493059,1.72921885,0.582764731,-16.10039694298
5.905905906,1.409166241,0.25409027,1.237896039,0.43579455,1.721386777,0.541894018,-16.3098635510297
6.006006006,1.447267719,0.22357933,1.257529646,0.449202049,1.732029847,0.522755257,-16.5193301590793
6.106106106,1.495418745,0.207140451,1.278770595,0.458405398,1.730148392,0.472752739,-16.7287967671289
6.206206206,1.522673375,0.138229154,1.279321188,0.47965349,1.719509513,0.425991128,-16.9382633751785
6.306306306,1.555896475,0.114617283,1.287092253,0.508612782,1.730727428,0.414454318,-17.1477299832281
6.406406406,1.597439393,0.113180535,1.29773595,0.49870536,1.717882321,0.407656157,-17.3571965912777
6.506506507,1.603454175,0.068133035,1.32406516,0.524072521,1.699889235,0.39148022,-17.5666632014198
6.606606607,1.639115615,0.040164329,1.328395496,0.540425231,1.691878072,0.377181595,-17.7761298094695
6.706706707,1.655777055,0.039065678,1.348036124,0.553691518,1.696528833,0.370492041,-18.0190090144371
6.806806807,1.706884441,0.037616953,1.359639975,0.57270005,1.685993408,0.394364593,-18.2706128435424
6.906906907,1.735599936,0.082632667,1.375577159,0.57145729,1.686788314,0.395864206,-18.5222166726477
7.007007007,1.742761376,0.068882074,1.379470222,0.586468004,1.704776411,0.399149728,-18.773820501753
7.107107107,1.760929524,0.098981588,1.391452879,0.596064733,1.711507679,0.394976198,-19.0254243308583
7.207207207,1.774247435,0.132319368,1.404791559,0.587059255,1.698803825,0.400749416,-19.2770281599636
7.307307307,1.765369504,0.141892479,1.397373634,0.577673017,1.710475873,0.391572151,-19.528631989069
7.407407407,1.774759842,0.153914629,1.395259308,0.577117019,1.711208301,0.392730155,-19.7802358181743
7.507507508,1.787714244,0.159482217,1.414820006,0.559887506,1.701607396,0.39773209,-20.0318396497931
7.607607608,1.804668646,0.182020368,1.419974298,0.552965241,1.706406557,0.3982398,-20.7673678257363
7.707707708,1.813623047,0.172031607,1.414993029,0.53914977,1.680683666,0.38020867,-21.4927407825963
7.807807808,1.818599208,0.183286821,1.426831946,0.510234272,1.664978122,0.373345877,-21.116796022022
7.907907908,1.847633935,0.173319809,1.452337529,0.52427871,1.641150455,0.35171429,-20.7408512614478
8.008008008,1.857279029,0.156832754,1.464509779,0.526790223,1.625925424,0.342238274,-20.3649065008735
8.108108108,1.860424124,0.143881232,1.464127482,0.529095462,1.616439795,0.31229323,-19.9889617402992
8.208208208,1.877569218,0.116787575,1.47222847,0.522036016,1.615963509,0.243324678,-19.613016979725
8.308308308,1.915714313,0.092522344,1.475722692,0.517282101,1.624490976,0.203662458,-19.2370722191507
8.408408408,1.942871486,0.079587905,1.47474699,0.516913852,1.651889636,0.144082206,-18.8611274585764
8.508508509,1.969681654,0.039292668,1.4737836,0.516265868,1.661960878,0.088364893,-18.6103153319556
8.608608609,2.001878971,0.046533182,1.476820209,0.510708586,1.682698787,0.053359383,-18.3606528573996
8.708708709,1.996611904,0.017660882,1.465523485,0.504840048,1.693770028,0.050997787,-18.1109903828436
8.808808809,2.020885377,0.039942342,1.456893428,0.49121948,1.703725833,0.038844763,-18.0434606769541
8.908908909,2.038333025,0.068538925,1.450590724,0.481625129,1.709480485,0.015322082,-18.4985089783821
9.009009009,2.054884276,0.040713483,1.436578194,0.458785442,1.714201645,0.017189649,-18.95355727981
9.109109109,2.042709136,0.027417117,1.435639257,0.458339366,1.725829015,0.027629317,-19.4086055812379
9.209209209,2.068482575,0.014236239,1.425598151,0.457947119,1.744786914,0.019720493,-19.8636538826659
9.309309309,2.07829894,0.02328324,1.431196018,0.43836817,1.740837573,0.018678344,-20.3541014787427
9.409409409,2.074659045,0.079475216,1.418596019,0.431461769,1.750157501,0.024107921,-20.8803822265815
9.50950951,2.076519149,0.078391545,1.417692718,0.417223303,1.77807754,0.040412468,-21.4066629796777
9.60960961,2.084379253,0.091450008,1.43112275,0.387768756,1.768183848,0.046089066,-21.9329437275164
9.70970971,2.089735009,0.100979086,1.441786767,0.377038476,1.798824319,0.056256334,-22.2154722430288
9.80980981,2.105057866,0.075199353,1.445613625,0.33497862,1.816396739,0.057785121,-22.2634960286205
9.90990991,2.092880722,0.088310493,1.458379874,0.32230978,1.832941599,0.047702023,-22.3115198142123
10.01001001,2.11487475,0.085623211,1.478218195,0.323606144,1.855030004,0.025121275,-22.359543599804
10.11011011,2.138241733,0.08962985,1.483115242,0.286354061,1.866571861,0.017273357,-22.4077798927114
10.21021021,2.149173856,0.09204047,1.500489433,0.298912427,1.909852971,0.043845016,-22.4877479403623
10.31031031,2.15173761,0.097714116,1.505257684,0.294234886,1.93192407,0.062801744,-22.5677159880133
10.41041041,2.159284878,0.082495157,1.521494743,0.282832854,1.932584237,0.066000559,-22.6476840356642
10.51051051,2.185788349,0.095622406,1.523957063,0.281631585,1.927759182,0.069486961,-22.7276520833151
10.61061061,2.214291821,0.077636957,1.522832024,0.280257231,1.922643055,0.072352253,-22.807620130966
10.71071071,2.221795293,0.090764205,1.55218198,0.303076541,1.906184669,0.063404654,-22.887588178617
10.81081081,2.247927595,0.103366542,1.557636039,0.320628205,1.897608832,0.042513518,-22.9675562262679
10.91091091,2.265101056,0.130169222,1.56185086,0.336896503,1.888869494,0.03347981,-23.0475242739188
11.01101101,2.262716735,0.129476455,1.558732347,0.35118518,1.887209483,0.032877312,-23.1230986084939
11.11111111,2.25822681,0.126104606,1.554984205,0.351905361,1.897882806,0.045082389,-23.1617244581583
11.21121121,2.265736885,0.117075903,1.559260121,0.352719288,1.923079848,0.057028544,-23.2003503078227
11.31131131,2.255246961,0.127846191,1.566536004,0.347540907,1.940253863,0.069791815,-23.2389761574871
11.41141141,2.202257036,0.143566226,1.556478455,0.350071331,1.94476121,0.065496601,-23.2776020071515
11.51151151,2.192286434,0.153656732,1.563401987,0.365915436,1.955196086,0.054182999,-23.3162278568159
11.61161161,2.181142168,0.140874225,1.579658854,0.340193007,1.932095018,0.060466694,-23.3548537064803
11.71171171,2.169525871,0.183300633,1.578609413,0.33447715,1.92922533,0.073313543,-23.3934795561446
11.81181181,2.171057597,0.200005234,1.602839252,0.308848515,1.928698318,0.073924431,-23.432105405809
11.91191191,2.160719953,0.210638911,1.605062921,0.297782255,1.931044523,0.07977579,-23.4182546087141
12.01201201,2.163175102,0.230050903,1.617851665,0.288212258,1.948737691,0.076517793,-23.2004718466496
12.11211211,2.1667789,0.249252674,1.652119221,0.270480619,1.952943039,0.07904461,-22.982689084585
12.21221221,2.151699796,0.260353905,1.665297218,0.255801953,1.9761721,0.104292733,-22.7649063225205
12.31231231,2.141147204,0.247267819,1.669534015,0.257256865,2.012521592,0.121389989,-22.5471235604559
12.41241241,2.147454293,0.23296596,1.705134842,0.238009849,2.04222979,0.16594871,-22.3293407983914
12.51251251,2.173261383,0.246241267,1.703069002,0.238506665,2.074472951,0.196470711,-22.1115580363269
12.61261261,2.160568472,0.258809466,1.720188738,0.219745187,2.114760759,0.24670693,-21.8937752742623
12.71271271,2.176875561,0.258649743,1.71819061,0.203756663,2.141887114,0.300613645,-21.6759925121978
12.81281281,2.193182651,0.257075807,1.723525816,0.212011334,2.155126895,0.331108146,-21.5451314492844
12.91291291,2.199458836,0.269600309,1.718767928,0.20956595,2.164798751,0.35870231,-21.6216538693209
13.01301301,2.223678037,0.25800305,1.713137716,0.207349949,2.182888024,0.396080036,-21.6981762893573
13.11311311,2.259182524,0.25670874,1.723024774,0.20480561,2.174294328,0.437748459,-21.7746987093938
13.21321321,2.280499323,0.257977428,1.711731127,0.214040172,2.176829678,0.438648758,-21.8512211294303
13.31331331,2.301473279,0.268660757,1.699483286,0.21047845,2.181319028,0.428518257,-21.9277435494667
13.41341341,2.309554842,0.306366324,1.685791614,0.204764671,2.178415576,0.442070001,-22.0042659695032
13.51351351,2.296774043,0.318810696,1.680241459,0.209601301,2.160234427,0.467270061,-22.0807883895396
13.61361361,2.310364103,0.320897446,1.658954567,0.177572356,2.177386612,0.4915202,-22.1573108095761
13.71371371,2.328818426,0.372837332,1.663001008,0.166937071,2.166538797,0.507360114,-22.17535907328
13.81381381,2.324772749,0.426898538,1.687650071,0.147990429,2.190059597,0.538616635,-22.1037953574354
13.91391391,2.340727072,0.454089687,1.703607248,0.117755354,2.213946246,0.568401818,-22.0322316415908
14.01401401,2.358681394,0.457239204,1.716034482,0.12299433,2.253473727,0.600383779,-21.9606679257462
14.11411411,2.411135717,0.480894819,1.731119422,0.128359607,2.269517766,0.657509419,-21.8891042099016
14.21421421,2.403949115,0.485657848,1.741922175,0.12979337,2.308651546,0.709698089,-21.817540494057
14.31431431,2.425531616,0.483674286,1.779400603,0.117327302,2.333459335,0.746181939,-21.7459767782124
14.41441441,2.436752702,0.483421781,1.795029182,0.085489687,2.32625044,0.765801514,-21.6744130623678
14.51451451,2.445629162,0.465271876,1.831649753,0.091654031,2.317307023,0.749395206,-21.6028493465232
14.61461461,2.471906522,0.505951981,1.842000704,0.073436645,2.306293384,0.733898267,-21.6205540166485
14.71471471,2.477925625,0.511612251,1.886161741,0.079777688,2.316646749,0.717759758,-21.7311916273924
14.81481481,2.489298581,0.530449905,1.895677132,0.071579137,2.321972848,0.741507345,-21.8418292381363
14.91491491,2.504889882,0.555772379,1.919134401,0.067096691,2.338632281,0.758368009,-21.9524668488802
15.01501502,2.519624617,0.580130396,1.935918045,0.097000175,2.359856278,0.770221314,-22.0631044706768
15.11511512,2.555668445,0.606339748,1.971141129,0.117601302,2.384415611,0.763016168,-22.1737420814207
15.21521522,2.590699143,0.632530533,1.986745594,0.13580686,2.411051019,0.767914404,-22.2843796921646
15.31531532,2.634229842,0.674984773,1.99975209,0.153119944,2.456202164,0.801653325,-22.3950173029085
15.41541542,2.68126054,0.739359325,1.996447235,0.161760848,2.48694297,0.849360134,-22.5056549136524
15.51551552,2.726266933,0.806596676,2.000030908,0.161815398,2.514262355,0.907921421,-22.4467343861594
15.61561562,2.781061166,0.833121874,2.002397303,0.176546948,2.553269427,0.97416661,-22.2702224015818
15.71571572,2.815855399,0.886517129,1.996484865,0.187198881,2.579329552,1.042916248,-22.0937104170043
15.81581582,2.880562209,0.90019077,1.993949804,0.191031106,2.621814102,1.107662036,-21.9171984324268
15.91591592,2.925823796,0.913234769,2.009708036,0.208114203,2.637965318,1.16854996,-21.7406864478492
16.01601602,2.979085383,0.916379274,2.005560884,0.1993315,2.665854802,1.229248112,-21.5641744632717
16.11611612,3.02834697,0.896896362,2.015804661,0.202456661,2.686033065,1.316451995,-21.3876624786942
16.21621622,3.069960903,0.854861069,1.984531717,0.208487815,2.701459909,1.40946257,-21.2111504941166
16.31631632,3.097635674,0.842446719,1.965150117,0.191526571,2.729814681,1.494803276,-21.0346385095391
16.41641642,3.14369633,0.800879608,1.955539986,0.184316588,2.721433719,1.563940117,-20.8947510221996
16.51651652,3.147989431,0.78933971,1.939642235,0.191995705,2.743533236,1.625231123,-20.7719082163247
16.61661662,3.195167593,0.777637263,1.912411149,0.192047698,2.754887928,1.697230494,-20.6490654104499
16.71671672,3.211345755,0.770177456,1.895126376,0.190535713,2.75207071,1.746835024,-20.526222604575
16.81681682,3.265957005,0.769176238,1.87904468,0.226285518,2.758747985,1.788271757,-20.4033797987002
16.91691692,3.270438207,0.785329498,1.875629651,0.239956309,2.763837338,1.831765588,-20.2805369928254
17.01701702,3.316428417,0.796520271,1.885551993,0.225360005,2.785278709,1.860514422,-20.1576941869505
17.11711712,3.328130339,0.829331949,1.890064319,0.238134466,2.820815844,1.860315146,-20.0348513810757
17.21721722,3.377203315,0.864273698,1.896421225,0.236850813,2.870352978,1.899147354,-19.9120085752008
17.31731732,3.39296296,0.891026009,1.903396415,0.236177428,2.943141687,1.934077974,-19.9198032426965
17.41741742,3.426961344,0.918854906,1.91817412,0.25030957,2.986092081,1.993413137,-19.9653186581374
17.51751752,3.445155166,0.942164769,1.922511483,0.263381921,3.041731562,2.043536451,-20.0108340735783
17.61761762,3.489671819,0.955118588,1.950859857,0.265937339,3.12514782,2.100842205,-20.0563494890192
17.71771772,3.547925708,0.993156648,1.993036059,0.294123109,3.19386638,2.172880923,-20.1018649044601
17.81781782,3.572334753,1.02717149,2.023551615,0.319707877,3.263549905,2.192936451,-20.147380319901
17.91791792,3.632179034,1.008061734,2.05174649,0.326803143,3.328752012,2.216951117,-20.1928957353419
18.01801802,3.69529204,0.997817293,2.07208551,0.354207839,3.431810715,2.297272716,-20.2384111507828
18.11811812,3.768755662,1.025090896,2.083993027,0.3899203,3.476438611,2.280946714,-20.2839265662237
18.21821822,3.834575553,1.008020037,2.09004523,0.417373378,3.570323348,2.348079357,-20.2225362673809
18.31831832,3.937395445,1.022061877,2.091322658,0.441216427,3.649239065,2.422550611,-20.1458094291991
18.41841842,4.020715337,1.035396609,2.089325812,0.482149238,3.737251879,2.496414303,-20.0690825910172
18.51851852,4.094035229,1.062873478,2.105305215,0.5364331,3.819033302,2.575087857,-19.9923557528353
18.61861862,4.148324439,1.062022685,2.10631164,0.568015877,3.862825495,2.639544457,-19.9156289146535
18.71871872,4.213990619,1.106959113,2.110473619,0.606737699,3.898617689,2.705531214,-19.8389020764716
18.81881882,4.285304361,1.102896489,2.108366445,0.660014284,3.941494654,2.753639574,-19.7621752382897
18.91891892,4.366618104,1.146917126,2.116430747,0.698586868,3.949263894,2.808355956,-19.6854484001079
19.01901902,4.461931846,1.171138774,2.100828383,0.747849921,4.016629985,2.916579725,-19.608721561926
19.11911912,4.523745588,1.214452304,2.089559352,0.789618081,4.069662743,3.034928689,-19.5253210574872
19.21921922,4.635033805,1.261265269,2.091338369,0.798620299,4.168985781,3.145905257,-19.4417103312843
19.31931932,4.725342639,1.257195704,2.106752994,0.801876805,4.261250924,3.248346481,-19.3580996050814
19.41941942,4.795348584,1.279896761,2.15135976,0.80853301,4.371187072,3.338404721,-19.2744888788785
19.51951952,4.894332002,1.266238096,2.160666906,0.810940352,4.449050222,3.404726667,-19.1908781526755
19.61961962,4.998508113,1.332047899,2.195645282,0.816155243,4.561565775,3.442249949,-19.1072674264726
19.71971972,5.122184224,1.341996266,2.237290325,0.794945867,4.66945378,3.473300262,-19.0236567002697
19.81981982,5.192860335,1.398613681,2.270502937,0.789540501,4.736770512,3.500377882,-18.9400459740668
19.91991992,5.286865275,1.395369092,2.314247079,0.779323436,4.811149425,3.502508585,-18.8379944092969
20.02002002,5.386092633,1.434214892,2.354549069,0.744529232,4.852354163,3.512855649,-18.4670400804473
20.12012012,5.493799136,1.445234479,2.415464977,0.731052341,4.880090434,3.516816375,-18.0960857515977
20.22022022,5.587221854,1.470797533,2.456213345,0.72743572,4.91579571,3.522184606,-17.725131422748
20.32032032,5.675185113,1.502667215,2.508459511,0.703688939,4.970769999,3.54536861,-17.3541770938984
20.42042042,5.804607832,1.53247291,2.536941247,0.708826901,5.061414858,3.573694171,-16.9832227650488
20.52052052,5.915584605,1.586950898,2.572380273,0.71042126,5.179565353,3.648741388,-16.6122684361991
20.62062062,6.035061378,1.712846671,2.599097577,0.72992565,5.281607406,3.733723997,-16.2413141073495
20.72072072,6.158662877,1.804624928,2.623069135,0.748318248,5.423003479,3.797301781,-15.7752115564382
20.82082082,6.265082784,1.878997104,2.655763046,0.805494662,5.552949769,3.845103962,-15.1441416124475
20.92092092,6.361650283,1.945092726,2.706119014,0.858574221,5.699312736,3.865132293,-14.5130716684567
21.02102102,6.478558122,1.973485895,2.747621774,0.916556942,5.831337499,3.91816042,-13.882001724466
21.12112112,6.606900396,2.050576709,2.790846839,0.988186103,5.937579454,3.988526648,-13.2509317804753
21.22122122,6.764822249,2.114345036,2.820097929,1.033470585,6.056149467,4.050321661,-12.6198618364845
21.32132132,6.91522336,2.168950308,2.864817488,1.05575644,6.156052813,4.178642116,-11.7922159874028
21.42142142,7.084911771,2.167994948,2.889224735,1.119481319,6.275956157,4.256634788,-10.9224358523809
21.52152152,7.213531434,2.141486518,2.94030096,1.169156653,6.392859503,4.357508418,-10.0526557173591
21.62162162,7.336125643,2.096557316,2.980526173,1.188862217,6.493305643,4.433087136,-9.18287558233722
21.72172172,7.454719852,2.057284968,3.04193151,1.21400596,6.62376563,4.48782631,-8.42202312173601
21.82182182,7.556814061,2.042761358,3.076988806,1.232814903,6.732609862,4.513125899,-8.03911573969447
21.92192192,7.69140827,2.041672776,3.124006184,1.233103323,6.840328922,4.53894318,-7.65620835765293
22.02202202,7.829474767,2.106384316,3.185023561,1.224274093,6.950176105,4.54726105,-7.27330097561137
22.12212212,7.978029797,2.245358286,3.245834733,1.239225789,7.067666266,4.532919421,-6.89039359356983
22.22222222,8.11960204,2.33768755,3.308169428,1.248985845,7.174897504,4.490976953,-6.50748621152829
22.32232232,8.196305539,2.397675528,3.3860516,1.227245342,7.300063922,4.472238246,-6.12457882948674
22.42242242,8.289075104,2.40401682,3.469879492,1.235786257,7.438402234,4.526755976,-5.74167144744519
22.52252252,8.375682507,2.417199851,3.555958634,1.292979364,7.593107002,4.577632322,-5.23261015633668
22.62262262,8.477427773,2.457441606,3.644044238,1.36102832,7.719383736,4.677842969,-4.63680851398534
22.72272272,8.576515485,2.500983045,3.737578673,1.46904802,7.808201009,4.753067649,-4.04100687163401
22.82282282,8.681143738,2.508404708,3.812113107,1.557684863,7.898681948,4.814709352,-3.44520522928268
22.92292292,8.802736525,2.548264903,3.872314208,1.679650367,7.950023746,4.807924628,-2.84940358693133
23.02302302,8.95041423,2.549602761,3.928132092,1.796283822,8.027009291,4.800244624,-2.25360194458001
23.12312312,9.089321665,2.509603539,3.999223077,1.902291413,8.101155021,4.819361059,-1.37091113845513
23.22322322,9.227445319,2.448085341,4.037105522,1.986401234,8.203788836,4.891590658,0.0182781554976512
23.32332332,9.415472504,2.388117769,4.06997195,2.025188126,8.288180937,4.919737357,1.40746744945038
23.42342342,9.59844085,2.284392803,4.115429232,2.076579533,8.401498628,4.974279772,2.79665674340311
23.52352352,9.738611895,2.26947662,4.164300379,2.164013599,8.513816323,5.020782602,4.10991908437903
23.62362362,9.857356684,2.203045933,4.202805159,2.211291996,8.663841903,5.091188765,5.40223036027593
23.72372372,9.979755201,2.158752959,4.246016968,2.25651682,8.764428543,5.160204811,6.69454163617284
23.82382382,10.0828384,2.146540969,4.274515118,2.284294725,8.890350908,5.245903442,7.60636256306752
23.92392392,10.18753083,2.115474748,4.30977503,2.298294866,9.060939945,5.301284858,8.29835403324756
24.02402402,10.30184922,2.086850009,4.325178086,2.251318315,9.238325109,5.399828969,8.9903455034276
24.12412412,10.41616061,2.119026551,4.360009569,2.236380022,9.415018804,5.481693992,9.68233697360766
24.22422422,10.5539795,2.184447723,4.409124845,2.263832709,9.552051418,5.531457799,10.3743284437877
24.32432432,10.67479916,2.252698404,4.48580197,2.272296734,9.628961057,5.508273628,11.0663199139677
24.42442442,10.77612099,2.27216179,4.567546667,2.276509224,9.719554303,5.543488666,11.4938838481559
24.52452452,10.86494282,2.24142059,4.661882483,2.332628928,9.770794452,5.52656244,11.8761547350432
24.62462462,10.98832456,2.229686551,4.787236224,2.381819285,9.860152719,5.542018624,12.2584256219305
24.72472472,11.09870703,2.223608324,4.926923298,2.438423874,9.941342854,5.540870958,12.6406965088178
24.82482482,11.19258951,2.253592538,5.044943706,2.506709767,9.998848644,5.597498741,12.7803696368906
24.92492492,11.30197199,2.250342735,5.175297447,2.526512408,10.06071406,5.60274206,12.5493063237091
25.02502503,11.40285446,2.236486332,5.296880356,2.615074489,10.14027648,5.634771943,12.3182429874444
25.12512513,11.5237847,2.249567531,5.388911141,2.645048463,10.22029915,5.682213167,12.087179674263
25.22522523,11.64419553,2.263385716,5.488459093,2.633390667,10.28852002,5.743794541,11.857612415395
25.32532533,11.80637984,2.230296009,5.569606431,2.648794689,10.39057972,5.795294312,11.6307864735549
25.42542543,11.94011871,2.181020004,5.675563912,2.738426654,10.49690775,5.864743439,11.4039605317147
25.52552553,12.08362835,2.110206622,5.727716922,2.728971426,10.64501333,5.918466314,11.1771345898746
25.62562563,12.23422357,2.028200558,5.804876939,2.796544729,10.79805745,5.943526797,10.9503086480345
25.72572573,12.41310558,2.014482327,5.85006923,2.813588594,10.93898808,6.004627031,10.7234827061943
25.82582583,12.5937655,1.94379952,5.897998269,2.814265863,11.05827609,6.042339937,10.4966567643542
25.92592593,12.76762031,1.964827402,5.958819991,2.815614383,11.17063951,6.063536926,10.2698308225141
26.02602603,12.95252917,1.977293559,6.032181502,2.828838245,11.29800292,6.058682749,10.0430048806739
26.12612613,13.15682993,2.031631908,6.114943901,2.880106159,11.42202169,6.041082515,10.0174772019871
26.22622623,13.35067122,2.13470329,6.198259852,2.936050649,11.51663475,6.0558626,10.2310433313204
26.32632633,13.56631432,2.206942265,6.301894122,2.965781291,11.59024781,6.073395552,10.4446094606537
26.42642643,13.77502949,2.317263083,6.410958053,2.986299292,11.65751774,6.095476455,10.658175589987
26.52652653,13.95493703,2.385489505,6.510131433,3.007017569,11.73903039,6.130511883,10.8717417193203
26.62662663,14.13636945,2.45731894,6.608304813,3.016281614,11.78454237,6.10182656,11.0853078486536
26.72672673,14.25730187,2.527027054,6.730830698,3.053990134,11.84053517,6.075219004,11.2988739779869
26.82682683,14.32823429,2.524610284,6.794406167,3.109827092,11.91345517,6.025670839,11.5124401073202
26.92692693,14.40463117,2.503051364,6.920221876,3.123579342,11.96700749,5.991613859,11.7260062366535
27.02702703,14.46499102,2.485682718,7.025857405,3.140332557,12.00675867,5.924401334,12.2892622096242
27.12712713,14.54848892,2.418988014,7.144809942,3.141993195,12.0559897,5.875636838,12.8698167372293
27.22722723,14.62113051,2.36351624,7.226896154,3.129929089,12.10311452,5.758479787,13.4503712648344
