GaitPhase,pMMGMean_1,pMMGStd_1,pMMGMean_2,pMMGStd_2,pMMGMean_2_1,pMMGStd_2_1,NewColumn
6.106106106,-1.621480633,0.065804517,-1.516693063,0.536599621,-1.491524831,0.359218794,-16.7287967671289
6.206206206,-1.599991414,0.08276475,-1.52239443,0.538908288,-1.476580463,0.347241608,-16.9382633751785
6.306306306,-1.559763457,0.09794129,-1.52635029,0.540184999,-1.463733191,0.358166717,-17.1477299832281
6.406406406,-1.546503968,0.130132986,-1.530250654,0.521999881,-1.470430826,0.352973469,-17.3571965912777
6.506506507,-1.527197588,0.144578883,-1.521140142,0.507254628,-1.460448443,0.327932038,-17.5666632014198
6.606606607,-1.548105804,0.131941395,-1.523661198,0.512068926,-1.461492462,0.320809026,-17.7761298094695
6.706706707,-1.53951402,0.161023208,-1.541937466,0.501139363,-1.456733819,0.31689691,-18.0190090144371
6.806806807,-1.516669984,0.210260749,-1.551021729,0.489619715,-1.470652853,0.321894396,-18.2706128435424
6.906906907,-1.492330453,0.26161324,-1.573772658,0.485005148,-1.484312628,0.346143682,-18.5222166726477
7.007007007,-1.503238669,0.263117888,-1.573950983,0.483488271,-1.486292759,0.344445717,-18.773820501753
7.107107107,-1.500130617,0.300027778,-1.56866125,0.460667458,-1.504836623,0.35323975,-19.0254243308583
7.207207207,-1.499647009,0.316168,-1.579054534,0.459927761,-1.518658761,0.356876393,-19.2770281599636
7.307307307,-1.503687671,0.310422233,-1.588702857,0.463256528,-1.545609661,0.369247329,-19.528631989069
7.407407407,-1.473094698,0.316508295,-1.585188354,0.470077356,-1.541042689,0.373777306,-19.7802358181743
7.507507508,-1.465377102,0.315347042,-1.581264514,0.463159922,-1.529142384,0.387873117,-20.0318396497931
7.607607608,-1.445159506,0.33186346,-1.566959292,0.459531984,-1.529258094,0.390377426,-20.7673678257363
7.707707708,-1.453441909,0.309489005,-1.568969862,0.460681917,-1.530813015,0.383470256,-21.4927407825963
7.807807808,-1.435640697,0.295718082,-1.573484131,0.457069272,-1.525866788,0.370148578,-21.116796022022
7.907907908,-1.415614419,0.2833267,-1.5699984,0.449630976,-1.525131771,0.378691339,-20.7408512614478
8.008008008,-1.395164015,0.243465455,-1.581179336,0.437756901,-1.522619075,0.355193144,-20.3649065008735
8.108108108,-1.355213611,0.232595589,-1.57915425,0.445460866,-1.534368443,0.356520541,-19.9889617402992
8.208208208,-1.334763207,0.192734344,-1.581417632,0.4467846,-1.528057084,0.364669345,-19.613016979725
8.308308308,-1.294812803,0.180450263,-1.585223083,0.445437896,-1.520790031,0.354000046,-19.2370722191507
8.408408408,-1.292315983,0.143483089,-1.588972577,0.444584378,-1.535824648,0.331863303,-18.8611274585764
8.508508509,-1.253231221,0.156844863,-1.585008095,0.453041823,-1.536955658,0.33105265,-18.6103153319556
8.608608609,-1.246777064,0.138571534,-1.593710279,0.44435669,-1.544420002,0.310067576,-18.3606528573996
8.708708709,-1.25073248,0.135019566,-1.606745797,0.448323694,-1.537551012,0.303954093,-18.1109903828436
8.808808809,-1.247551761,0.151711095,-1.60040694,0.458068684,-1.530792297,0.304637578,-18.0434606769541
8.908908909,-1.237324995,0.157253128,-1.599839814,0.448594069,-1.536141113,0.334200103,-18.4985089783821
9.009009009,-1.222553684,0.136645659,-1.611730834,0.454788393,-1.534905864,0.342466958,-18.95355727981
9.109109109,-1.218956995,0.156803431,-1.608546922,0.461127176,-1.524129491,0.360189418,-19.4086055812379
9.209209209,-1.17745636,0.141470024,-1.617047222,0.469025822,-1.523510039,0.387356859,-19.8636538826659
9.309309309,-1.155111812,0.167000074,-1.605969276,0.457537571,-1.523911609,0.396126397,-20.3541014787427
9.409409409,-1.142254073,0.117539036,-1.597752858,0.460387369,-1.517810677,0.402060971,-20.8803822265815
9.50950951,-1.136477414,0.107561312,-1.601557462,0.462268214,-1.502270687,0.408465728,-21.4066629796777
9.60960961,-1.109200755,0.112432829,-1.580362065,0.458125053,-1.493155035,0.409035088,-21.9329437275164
9.70970971,-1.097940804,0.060712178,-1.57621512,0.451952029,-1.465337839,0.406603752,-22.2154722430288
9.80980981,-1.096807284,0.051239131,-1.562391173,0.436701196,-1.449102902,0.421124088,-22.2634960286205
9.90990991,-1.093173764,0.043887405,-1.567920605,0.422238967,-1.431208179,0.419114149,-22.3115198142123
10.01001001,-1.083540244,0.045020961,-1.567526271,0.418666274,-1.421464607,0.419853018,-22.359543599804
10.11011011,-1.081685306,0.042273999,-1.568552382,0.404964733,-1.411482797,0.424589491,-22.4077798927114
10.21021021,-1.082351285,0.054469563,-1.560533397,0.403622306,-1.408715299,0.428073211,-22.4877479403623
10.31031031,-1.089487734,0.056692019,-1.55773666,0.398436935,-1.401713134,0.420050312,-22.5677159880133
10.41041041,-1.078735088,0.066234985,-1.562449572,0.405720689,-1.39957016,0.413733773,-22.6476840356642
10.51051051,-1.051328922,0.067306636,-1.548427554,0.418874481,-1.392541859,0.408435226,-22.7276520833151
10.61061061,-1.031422757,0.057771685,-1.55383709,0.40241475,-1.390826176,0.434527125,-22.807620130966
10.71071071,-1.031516592,0.075106792,-1.554388994,0.399342073,-1.393110492,0.429171048,-22.887588178617
10.81081081,-1.020615345,0.078306719,-1.563437394,0.400455199,-1.393728142,0.442232716,-22.9675562262679
10.91091091,-1.00955593,0.081282963,-1.569297607,0.411013074,-1.393693146,0.454094338,-23.0475242739188
11.01101101,-1.019218567,0.111522341,-1.563157819,0.413008392,-1.410686642,0.447091115,-23.1230986084939
11.11111111,-0.998787025,0.127752774,-1.569573587,0.411884121,-1.410013472,0.458714037,-23.1617244581583
11.21121121,-0.989355482,0.129841071,-1.568046852,0.414506061,-1.392556292,0.489147164,-23.2003503078227
11.31131131,-0.96892394,0.117787233,-1.558407647,0.425588181,-1.382187609,0.491654806,-23.2389761574871
11.41141141,-0.978492398,0.064721202,-1.571314541,0.423130737,-1.384152261,0.522368072,-23.2776020071515
11.51151151,-0.958486601,0.024985188,-1.560960802,0.435071869,-1.386062074,0.531163922,-23.3162278568159
11.61161161,-0.932305425,0.023484131,-1.570273729,0.437931219,-1.39441716,0.548126241,-23.3548537064803
11.71171171,-0.928800072,0.093863352,-1.562622693,0.442566598,-1.426618612,0.547887997,-23.3934795561446
11.81181181,-0.902619566,0.182394507,-1.565232918,0.434288615,-1.43830021,0.552119079,-23.432105405809
11.91191191,-0.924785906,0.198424922,-1.563438997,0.432351786,-1.435737543,0.543441407,-23.4182546087141
12.01201201,-0.912046841,0.24853024,-1.567837653,0.421954763,-1.426582385,0.51177801,-23.2004718466496
12.11211211,-0.905384352,0.252074805,-1.563280686,0.417343737,-1.384867334,0.487825244,-22.982689084585
12.21221221,-0.892479754,0.271428928,-1.565205504,0.412645773,-1.357325907,0.461638127,-22.7649063225205
12.31231231,-0.877564782,0.2565226,-1.554115562,0.423505711,-1.321613999,0.430072047,-22.5471235604559
12.41241241,-0.850334723,0.225614322,-1.562054317,0.40485902,-1.294333858,0.427273169,-22.3293407983914
12.51251251,-0.853104663,0.180563909,-1.544993071,0.39599315,-1.264542413,0.406896513,-22.1115580363269
12.61261261,-0.833874604,0.132685068,-1.537832972,0.386100969,-1.22250561,0.395618723,-21.8937752742623
12.71271271,-0.848144545,0.077028053,-1.54945914,0.367710077,-1.204176877,0.400924483,-21.6759925121978
12.81281281,-0.840414486,0.045412669,-1.559525749,0.353776302,-1.200296433,0.394033877,-21.5451314492844
12.91291291,-0.843303187,0.028478601,-1.554185952,0.358936004,-1.203285332,0.397647246,-21.6216538693209
13.01301301,-0.85341087,0.005733956,-1.561756017,0.358011915,-1.198121745,0.411436679,-21.6981762893573
13.11311311,-0.848518554,0.034289659,-1.571701491,0.358529036,-1.233496074,0.419339277,-21.7746987093938
13.21321321,-0.84284996,0.046191193,-1.563266282,0.351597791,-1.249432589,0.456009053,-21.8512211294303
13.31331331,-0.84473392,0.056045727,-1.543467937,0.343501514,-1.276309268,0.500472469,-21.9277435494667
13.41341341,-0.854801563,0.063331601,-1.545594789,0.349078826,-1.274414481,0.525225036,-22.0042659695032
13.51351351,-0.839949286,0.077801794,-1.548049684,0.354453481,-1.289253511,0.511860925,-22.0807883895396
13.61361361,-0.853553243,0.053074795,-1.53550458,0.354986238,-1.289759208,0.502379347,-22.1573108095761
13.71371371,-0.83767882,0.012838905,-1.550959476,0.367085293,-1.276931572,0.513315099,-22.17535907328
13.81381381,-0.841304396,0.028104092,-1.560993824,0.351049471,-1.242968353,0.488328057,-22.1037953574354
13.91391391,-0.835429973,0.054197847,-1.550791748,0.330661661,-1.242441863,0.475901376,-22.0322316415908
14.01401401,-0.81755555,0.097262163,-1.535892681,0.340906025,-1.210714901,0.474214111,-21.9606679257462
14.11411411,-0.813181126,0.148104655,-1.543134196,0.322910634,-1.186655048,0.447139007,-21.8891042099016
14.21421421,-0.80565585,0.198733809,-1.52262805,0.309152307,-1.165814382,0.4440527,-21.817540494057
14.31431431,-0.78923747,0.238192506,-1.502408858,0.281934443,-1.147955364,0.445058703,-21.7459767782124
14.41441441,-0.778583042,0.229901767,-1.463232375,0.255430272,-1.146161078,0.440085332,-21.6744130623678
14.51451451,-0.726581766,0.245162142,-1.459376212,0.253557698,-1.130560669,0.451339499,-21.6028493465232
14.61461461,-0.70535977,0.250210876,-1.454459089,0.259246346,-1.130475022,0.45634069,-21.6205540166485
14.71471471,-0.68528342,0.260659528,-1.447570682,0.260418902,-1.1406457,0.485316218,-21.7311916273924
14.81481481,-0.651317179,0.235839194,-1.441452045,0.274745658,-1.163921152,0.529498,-21.8418292381363
14.91491491,-0.631265034,0.221620763,-1.431890097,0.264756093,-1.162850258,0.572570962,-21.9524668488802
15.01501502,-0.60540271,0.188283738,-1.430021554,0.268558656,-1.155436021,0.593836676,-22.0631044706768
15.11511512,-0.577184331,0.180906093,-1.426925784,0.293655484,-1.168747509,0.618994576,-22.1737420814207
15.21521522,-0.563516406,0.164264708,-1.427400918,0.29971453,-1.166022961,0.622837897,-22.2843796921646
15.31531532,-0.564848481,0.141966468,-1.426772994,0.304014932,-1.170446405,0.630722086,-22.3950173029085
15.41541542,-0.560680556,0.167044383,-1.426396081,0.289014936,-1.163408601,0.632336845,-22.5056549136524
15.51551552,-0.564106035,0.175990935,-1.429691469,0.275891316,-1.139958384,0.616638375,-22.4467343861594
15.61561562,-0.539346816,0.171948362,-1.417181843,0.261155468,-1.113676336,0.575259404,-22.2702224015818
15.71571572,-0.533587597,0.16790579,-1.418173978,0.253821479,-1.088693586,0.555080199,-22.0937104170043
15.81581582,-0.526242897,0.166105425,-1.416184131,0.257542274,-1.073255382,0.529594269,-21.9171984324268
15.91591592,-0.519687698,0.164602751,-1.411671762,0.250484447,-1.034817177,0.512195134,-21.7406864478492
16.01601602,-0.512632499,0.135522913,-1.417151568,0.225219166,-1.04532743,0.511929638,-21.5641744632717
16.11611612,-0.495577301,0.092300939,-1.422743376,0.230772785,-1.044328464,0.501478165,-21.3876624786942
16.21621622,-0.497447038,0.075842867,-1.441301562,0.206950209,-1.06135886,0.509088945,-21.2111504941166
16.31631632,-0.49018612,0.073083096,-1.463841579,0.196895543,-1.092847381,0.529973136,-21.0346385095391
16.41641642,-0.460700478,0.04518529,-1.468784403,0.203944416,-1.123326893,0.5285528,-20.8947510221996
16.51651652,-0.464565713,0.053560821,-1.466920087,0.20373958,-1.160473072,0.539370714,-20.7719082163247
16.61661662,-0.455331106,0.046521201,-1.47805577,0.215076312,-1.1969196,0.541283101,-20.6490654104499
16.71671672,-0.440596498,0.058573465,-1.476397772,0.230572572,-1.235140875,0.544266035,-20.526222604575
16.81681682,-0.424619024,0.068868047,-1.468240328,0.26039404,-1.288701471,0.539679678,-20.4033797987002
16.91691692,-0.408641309,0.052292234,-1.4737996,0.287102341,-1.326261066,0.542302711,-20.2805369928254
17.01701702,-0.399672604,0.049871296,-1.465909925,0.303726413,-1.348551393,0.532925703,-20.1576941869505
17.11711712,-0.38091561,0.051992405,-1.471364977,0.314075611,-1.340525402,0.499255911,-20.0348513810757
17.21721722,-0.366529624,0.035586274,-1.475958251,0.306784149,-1.322832745,0.493831629,-19.9120085752008
17.31731732,-0.352956345,0.021177745,-1.475218192,0.294344414,-1.277454275,0.498102876,-19.9198032426965
17.41741742,-0.312576759,0.029670558,-1.473090773,0.278882479,-1.238402094,0.45309047,-19.9653186581374
17.51751752,-0.306301152,0.018511429,-1.465960955,0.276304894,-1.186878046,0.409342008,-20.0108340735783
17.61761762,-0.301158189,0.044309439,-1.459355663,0.242493744,-1.148598242,0.372719147,-20.0563494890192
17.71771772,-0.281274986,0.065357305,-1.446821441,0.206102608,-1.104682802,0.316877437,-20.1018649044601
17.81781782,-0.256825216,0.063164788,-1.431597418,0.174695153,-1.073007603,0.264464287,-20.147380319901
17.91791792,-0.232751837,0.061854186,-1.417658104,0.170731539,-1.056529802,0.216181328,-20.1928957353419
18.01801802,-0.215682117,0.078923187,-1.399421492,0.181132443,-1.07240159,0.188204249,-20.2384111507828
18.11811812,-0.162193393,0.063614506,-1.38038045,0.207609347,-1.069376085,0.208403902,-20.2839265662237
18.21821822,-0.148757006,0.07666411,-1.373641414,0.218152197,-1.07634461,0.226422611,-20.2225362673809
18.31831832,-0.135320619,0.062843656,-1.367705181,0.227991401,-1.097956161,0.276930196,-20.1458094291991
18.41841842,-0.111884231,0.034881067,-1.345009188,0.23904454,-1.142098911,0.320923722,-20.0690825910172
18.51851852,-0.088947844,0.006211371,-1.353473151,0.259628811,-1.197623735,0.358971389,-19.9923557528353
18.61861862,-0.076129362,0.019801338,-1.364463089,0.276840009,-1.282950919,0.40770372,-19.9156289146535
18.71871872,-0.072783669,0.018577747,-1.385445131,0.288040203,-1.338278103,0.46274482,-19.8389020764716
18.81881882,-0.059370913,0.058271507,-1.409999887,0.328215758,-1.391893808,0.477298594,-19.7621752382897
18.91891892,-0.083458158,0.067559678,-1.444843305,0.342785404,-1.434537779,0.512248067,-19.6854484001079
19.01901902,-0.101045402,0.09593973,-1.464020057,0.373873954,-1.443450042,0.521257698,-19.608721561926
19.11911912,-0.117132647,0.093914191,-1.490530142,0.384367162,-1.432695639,0.53047622,-19.5253210574872
19.21921922,-0.134090762,0.118941327,-1.4971143,0.41048852,-1.395440015,0.540990917,-19.4417103312843
19.31931932,-0.175507186,0.136249249,-1.510797457,0.428500999,-1.366962475,0.541752945,-19.3580996050814
19.41941942,-0.204043761,0.146165948,-1.519621094,0.437719239,-1.330093878,0.51538197,-19.2744888788785
19.51951952,-0.21397223,0.150154702,-1.528478919,0.433800055,-1.263973486,0.497460312,-19.1908781526755
19.61961962,-0.225009809,0.192172919,-1.508652538,0.424151148,-1.205311384,0.471723427,-19.1072674264726
19.71971972,-0.203547387,0.189643409,-1.490159491,0.412692677,-1.155498958,0.445487118,-19.0236567002697
19.81981982,-0.183084965,0.158829628,-1.478225002,0.393190772,-1.144986611,0.391703377,-18.9400459740668
19.91991992,-0.130663084,0.194541217,-1.453173397,0.364620373,-1.152235312,0.315614585,-18.8379944092969
20.02002002,-0.100363186,0.151146847,-1.416384367,0.326783323,-1.16380233,0.26207023,-18.4670400804473
20.12012012,-0.086198327,0.129500467,-1.398131378,0.290930763,-1.179876856,0.228619217,-18.0960857515977
20.22022022,-0.075393829,0.084322081,-1.371222036,0.259059019,-1.201422218,0.231740063,-17.725131422748
20.32032032,-0.055030772,0.086437037,-1.358402476,0.237551048,-1.235462065,0.227715733,-17.3541770938984
20.42042042,-0.032919968,0.074766594,-1.370333667,0.231687402,-1.2752007,0.22226171,-16.9832227650488
20.52052052,0.007276423,0.099744669,-1.363783377,0.222666804,-1.301778526,0.220691182,-16.6122684361991
20.62062062,0.036972813,0.166442043,-1.358610464,0.214133742,-1.309379375,0.26199647,-16.2413141073495
20.72072072,0.078648514,0.187913843,-1.345250364,0.215756984,-1.295408653,0.338286008,-15.7752115564382
20.82082082,0.094004083,0.232287795,-1.338844496,0.24837333,-1.3049411,0.403416094,-15.1441416124475
20.92092092,0.094399334,0.261161518,-1.337987032,0.287972731,-1.286198702,0.44321007,-14.5130716684567
21.02102102,0.081288079,0.287904718,-1.325965219,0.332848747,-1.27647502,0.492179298,-13.882001724466
21.12112112,0.096782429,0.338131791,-1.317883428,0.34749848,-1.253197654,0.497557924,-13.2509317804753
21.22122122,0.10876777,0.372082667,-1.348740576,0.387683056,-1.235940567,0.524552433,-12.6198618364845
21.32132132,0.136673405,0.383518848,-1.365349476,0.401118816,-1.238683479,0.522398082,-11.7922159874028
21.42142142,0.135761659,0.43570896,-1.377421838,0.413149331,-1.205759725,0.513087775,-10.9224358523809
21.52152152,0.173585719,0.459241174,-1.392361105,0.416026465,-1.195502636,0.475691386,-10.0526557173591
21.62162162,0.184311968,0.444451295,-1.404111165,0.414738113,-1.214388238,0.404410986,-9.18287558233722
21.72172172,0.200538216,0.409155319,-1.424591656,0.386067401,-1.210887295,0.304477102,-8.42202312173601
21.82182182,0.180264465,0.460833478,-1.418795329,0.334721782,-1.220153603,0.216399075,-8.03911573969447
21.92192192,0.149490714,0.470792336,-1.389485739,0.314963032,-1.232223069,0.157016672,-7.65620835765293
22.02202202,0.199110468,0.393927666,-1.363176149,0.278560802,-1.219016258,0.137573967,-7.27330097561137
22.12212212,0.255186155,0.392785742,-1.342138831,0.264294175,-1.195702674,0.136162806,-6.89039359356983
22.22222222,0.312827988,0.416486101,-1.318594005,0.271475331,-1.164466501,0.14217247,-6.50748621152829
22.32232232,0.338187186,0.477970519,-1.28403455,0.250546524,-1.152278007,0.18174573,-6.12457882948674
22.42242242,0.380808146,0.508712426,-1.257144261,0.240429155,-1.179462333,0.249934093,-5.74167144744519
22.52252252,0.41303321,0.553036586,-1.216930649,0.230156407,-1.222739836,0.301185293,-5.23261015633668
22.62262262,0.455036601,0.581466701,-1.196692209,0.256463342,-1.252435922,0.331554515,-4.63680851398534
22.72272272,0.512737883,0.633461107,-1.207030947,0.25713448,-1.302312855,0.372574087,-4.04100687163401
22.82282282,0.551195921,0.629230969,-1.197327644,0.293777794,-1.335297563,0.392550544,-3.44520522928268
22.92292292,0.590434203,0.67851935,-1.198978695,0.316241248,-1.352551541,0.396472483,-2.84940358693133
23.02302302,0.626907183,0.730878886,-1.211154781,0.379557567,-1.342206423,0.38994187,-2.25360194458001
23.12312312,0.635844128,0.738741657,-1.219126672,0.407336948,-1.341553233,0.359819217,-1.37091113845513
23.22322322,0.665979271,0.744909921,-1.249078209,0.440506685,-1.312669006,0.342555997,0.0182781554976512
23.32332332,0.686636701,0.736197422,-1.275657708,0.453942412,-1.280201701,0.301477324,1.40746744945038
23.42342342,0.735579133,0.744052433,-1.314654017,0.459618069,-1.278247576,0.247149808,2.79665674340311
23.52352352,0.754179222,0.71703625,-1.358359529,0.463137009,-1.234960118,0.190628858,4.10991908437903
23.62362362,0.779062696,0.697491902,-1.387059034,0.45136236,-1.233180914,0.173683832,5.40223036027593
23.72372372,0.769536913,0.650498718,-1.414616557,0.455951348,-1.2425266,0.180921782,6.69454163617284
23.82382382,0.810317937,0.632223696,-1.453754067,0.442359805,-1.230529745,0.199937714,7.60636256306752
23.92392392,0.827402871,0.601970177,-1.469997683,0.408968289,-1.22653289,0.220050771,8.29835403324756
24.02402402,0.869000048,0.551773656,-1.467164222,0.411861897,-1.22498614,0.269106366,8.9903455034276
24.12412412,0.918208836,0.561839054,-1.467235666,0.418916152,-1.195534718,0.310082405,9.68233697360766
24.22422422,0.972877084,0.590939003,-1.457026955,0.402696737,-1.165061824,0.336282148,10.3743284437877
24.32432432,1.031548268,0.61438625,-1.426377815,0.387816102,-1.143438336,0.369062149,11.0663199139677
24.42442442,1.066227796,0.643502149,-1.40613828,0.394883002,-1.116850067,0.398365854,11.4938838481559
24.52452452,1.103407323,0.642212458,-1.38926234,0.380671516,-1.124060002,0.395976026,11.8761547350432
24.62462462,1.11331707,0.624333731,-1.366555396,0.350440946,-1.146282284,0.381849559,12.2584256219305
24.72472472,1.142729658,0.611400732,-1.329848451,0.342556618,-1.186437914,0.399245262,12.6406965088178
24.82482482,1.156142247,0.609781442,-1.30447484,0.324601891,-1.227755676,0.440511151,12.7803696368906
24.92492492,1.144554835,0.622304287,-1.294767896,0.296689839,-1.256925316,0.499488239,12.5493063237091
25.02502503,1.162467424,0.648262161,-1.2847866,0.257424519,-1.30797833,0.570209257,12.3182429874444
25.12512513,1.160563561,0.674479613,-1.275047756,0.253479688,-1.337543659,0.630968795,12.087179674263
25.22522523,1.188085099,0.687376822,-1.284151075,0.24944902,-1.333108988,0.677553296,11.857612415395
25.32532533,1.244212608,0.685887889,-1.306512606,0.250467522,-1.322853497,0.681097432,11.6307864735549
25.42542543,1.251731008,0.697679682,-1.327744674,0.277152703,-1.309636992,0.641410666,11.4039605317147
25.52552553,1.268467626,0.695637946,-1.369894327,0.304961953,-1.274983574,0.587713959,11.1771345898746
25.62562563,1.297728268,0.683023584,-1.40547541,0.290005351,-1.278282175,0.558303487,10.9503086480345
