GaitPhase,pMMGMean_3,pMMGStd_3,pMMGMean_3_1,pMMGStd_3_1,pMMGMean_2,pMMGStd_2,NewColumn
0,1.447621201,0.369088064,1.384857511,0.719110263,1.021463452,0.149142996,-15.8570998915992
0.1001001,1.433701494,0.391716778,1.381513257,0.733958049,1.011743691,0.135894342,-15.8526732032449
0.2002002,1.431795514,0.390685488,1.389585676,0.733689708,1.001850415,0.149505438,-15.8482465148905
0.3003003,1.424514493,0.405965296,1.38182059,0.740696377,0.991457138,0.13553937,-15.8438198265361
0.4004004,1.418402974,0.41949015,1.379694478,0.741731042,0.991063862,0.135715437,-15.8393931381817
0.500500501,1.422126624,0.424513892,1.372957086,0.747748092,0.982670586,0.124577796,-15.8349664497831
0.600600601,1.417319076,0.421745,1.379858668,0.757654163,0.969510042,0.110282594,-15.8305397614287
0.700700701,1.42288976,0.409322625,1.371033287,0.781546985,0.960384033,0.100181193,-15.8261130730743
0.800800801,1.428193712,0.399895664,1.356643626,0.790206471,0.967971411,0.111336302,-15.8216863847199
0.900900901,1.431906407,0.399742795,1.340066351,0.805438783,0.957531536,0.096967911,-15.8172596963655
1.001001001,1.448773231,0.399569197,1.307754007,0.812390244,0.951091661,0.110883791,-15.8128330080111
1.101101101,1.431028828,0.384889617,1.288673896,0.825541018,0.958651786,0.121971244,-15.8084063196568
1.201201201,1.432608056,0.387680328,1.273310501,0.836229191,0.955672872,0.125335732,-15.8039796313024
1.301301301,1.434092056,0.384226107,1.250965242,0.839402108,0.957772036,0.148388791,-15.8131739586752
1.401401401,1.431465836,0.389422393,1.225001313,0.857334891,0.957264453,0.148258289,-15.8759146867214
1.501501502,1.430103656,0.390097152,1.207808896,0.869601308,0.966452701,0.162474212,-15.9386554153944
1.601601602,1.42207481,0.382539646,1.197012375,0.862120478,0.968327401,0.166347218,-16.0013961434406
1.701701702,1.421045963,0.388939079,1.187272912,0.851608241,0.974696597,0.176576399,-16.0641368714869
1.801801802,1.412683783,0.395099843,1.172533448,0.846592581,0.963818545,0.162414289,-16.1268775995331
1.901901902,1.405666545,0.374429336,1.168127318,0.831770303,0.973719272,0.17763781,-16.1896183275793
2.002002002,1.410617399,0.363962016,1.164760663,0.817166595,0.962062441,0.196315466,-16.2523590556256
2.102102102,1.398132837,0.375105088,1.147486319,0.795972843,0.949229565,0.179261041,-16.3150997836718
2.202202202,1.408751143,0.354602716,1.138552156,0.785875178,0.938000224,0.164369921,-16.3586024099622
2.302302302,1.409036114,0.356646508,1.108113927,0.792985157,0.918889826,0.18783078,-16.3576194646214
2.402402402,1.42765442,0.325801189,1.109017762,0.790365194,0.907779428,0.173107873,-16.3566365192805
2.502502503,1.406835084,0.327307654,1.104567578,0.776880127,0.89616903,0.157677859,-16.3556535739299
2.602602603,1.418710794,0.315966898,1.102993534,0.77806838,0.992558632,0.009073007,-16.3546706285891
2.702702703,1.422447136,0.3172504,1.09866638,0.779241185,0.980948235,0.024503021,-16.3536876832482
2.802802803,1.416088633,0.310082786,1.089657544,0.78613254,0.979166851,0.025549089,-16.3527047379074
2.902902903,1.413063464,0.31088963,1.085359751,0.790060487,0.967337869,0.04056228,-16.3517217925666
3.003003003,1.405371629,0.310501513,1.079551407,0.777462491,0.956044336,0.083102504,-16.3507388472258
3.103103103,1.423757051,0.292021834,1.068779654,0.767933104,0.956250804,0.081095,-16.3353265107609
3.203203203,1.41748919,0.292291317,1.078007901,0.743130642,0.944957271,0.095350952,-16.2981882442893
3.303303303,1.414673786,0.293773419,1.077875026,0.724973815,0.960663739,0.120920613,-16.2610499778177
3.403403403,1.414154877,0.284742453,1.07424272,0.712601754,0.937751087,0.151608481,-16.223911711346
3.503503504,1.424221032,0.266368568,1.083602738,0.680631512,0.942888727,0.142163603,-16.1867734445034
3.603603604,1.42262052,0.268077074,1.081764892,0.68136918,0.952336155,0.160557637,-16.1496351780317
3.703703704,1.434371001,0.249752508,1.090170383,0.653136824,0.941472205,0.173735172,-16.1124969115601
3.803803804,1.433201547,0.242720627,1.091228395,0.635877212,0.93958323,0.201090233,-16.0753586450884
3.903903904,1.432282413,0.225535847,1.104659507,0.609726589,0.928990552,0.213884132,-16.0382203786168
4.004004004,1.428896125,0.217789618,1.108821207,0.597347308,0.936397873,0.229506458,-16.0070497303897
4.104104104,1.427465108,0.216646616,1.124557148,0.595101367,0.914323743,0.258590045,-15.9819622593541
4.204204204,1.430468453,0.211385249,1.116854316,0.565741089,0.899792281,0.277127373,-15.9568747883184
4.304304304,1.410305014,0.189473942,1.102151484,0.57580916,0.89545613,0.30387377,-15.9317873172828
4.404404404,1.418326558,0.197955941,1.087386083,0.568822389,0.891823944,0.306997193,-15.9066998462471
4.504504505,1.404369929,0.192039105,1.073493915,0.561151419,0.868691759,0.33769778,-15.8816123749608
4.604604605,1.398732737,0.191151445,1.057249844,0.537654895,0.888559573,0.368398367,-15.8565249039252
4.704704705,1.403521638,0.190334777,1.062897999,0.530321803,0.872927388,0.388492352,-15.8314374328895
4.804804805,1.409356292,0.18990604,1.056697638,0.516914446,0.888525904,0.363657765,-15.8063499618539
4.904904905,1.413148652,0.187092551,1.039415196,0.495259299,0.884250894,0.365872096,-15.8067321730144
5.005005005,1.40654286,0.181314276,1.025129083,0.488948494,0.891915548,0.351201192,-15.8246912435826
5.105105105,1.402392857,0.191948836,0.995192099,0.497110439,0.885530853,0.356399068,-15.8426503141508
5.205205205,1.38942679,0.186963524,0.992345732,0.493799287,0.887030043,0.350447447,-15.8606093847191
5.305305305,1.382184495,0.193724191,0.99784613,0.485892562,0.89358679,0.337343361,-15.8785684552873
5.405405405,1.382042892,0.198629018,0.995491672,0.450872111,0.903909803,0.318912969,-15.8965275258555
5.505505506,1.368843978,0.194635786,1.003605683,0.432878651,0.90772971,0.307807605,-15.9144865966032
5.605605606,1.365936584,0.195970057,1.011970946,0.400657707,0.919827383,0.305542121,-15.9324456671714
5.705705706,1.362724553,0.215489363,1.017639512,0.396155262,0.98291099,0.354208218,-15.9504047377396
5.805805806,1.342975761,0.221374353,1.010994179,0.371720424,1.016115148,0.356034784,-16.10039694298
5.905905906,1.341872113,0.248690774,1.003978568,0.361421128,1.047819304,0.41089436,-16.3098635510297
6.006006006,1.33692629,0.253112147,1.013717499,0.338761961,1.061523461,0.385143763,-16.5193301590793
6.106106106,1.339617732,0.27195829,1.011466839,0.320965475,1.08920245,0.372085494,-16.7287967671289
6.206206206,1.342081052,0.292313346,1.03821618,0.312068561,1.141455053,0.373980574,-16.9382633751785
6.306306306,1.325681842,0.296058202,1.04696552,0.291595063,1.143207656,0.363854839,-17.1477299832281
6.406406406,1.324492689,0.312921005,1.053845,0.292291369,1.168433867,0.375686737,-17.3571965912777
6.506506507,1.308085496,0.328267217,1.063841346,0.273404745,1.189958336,0.337599362,-17.5666632014198
6.606606607,1.320363655,0.370910026,1.059051426,0.274879801,1.190482804,0.329210471,-17.7761298094695
6.706706707,1.315972725,0.373088603,1.070350071,0.25536945,1.214507272,0.315871833,-18.0190090144371
6.806806807,1.304649755,0.37314684,1.065120002,0.253184928,1.216079345,0.305572632,-18.2706128435424
6.906906907,1.295323347,0.378590829,1.087629674,0.264745039,1.207272288,0.307882792,-18.5222166726477
7.007007007,1.286624566,0.397683106,1.101616488,0.268644125,1.217662929,0.338197636,-18.773820501753
7.107107107,1.279263763,0.396656062,1.149975627,0.250499629,1.209306758,0.339870147,-19.0254243308583
7.207207207,1.268137736,0.388883416,1.177611941,0.254419906,1.201285161,0.341069499,-19.2770281599636
7.307307307,1.240253591,0.374898602,1.171579293,0.247523814,1.181263564,0.353582559,-19.528631989069
7.407407407,1.200884294,0.380257029,1.202584502,0.262396379,1.189019745,0.348810787,-19.7802358181743
7.507507508,1.176832036,0.365504559,1.215919808,0.279287061,1.215973357,0.317448168,-20.0318396497931
7.607607608,1.15911242,0.37155904,1.229255114,0.266057656,1.256447723,0.248638239,-20.7673678257363
7.707707708,1.142122504,0.386963911,1.243260779,0.271581426,1.277422089,0.207405475,-21.4927407825963
7.807807808,1.130205938,0.381482051,1.250161605,0.28843852,1.266896456,0.205063583,-21.116796022022
7.907907908,1.113898385,0.381034119,1.26597868,0.293575698,1.278912178,0.176500255,-20.7408512614478
8.008008008,1.084587095,0.384868425,1.255614861,0.268537245,1.281720889,0.160957607,-20.3649065008735
8.108108108,1.045266257,0.364087186,1.262390478,0.25036082,1.294029599,0.158849987,-19.9889617402992
8.208208208,1.00413649,0.34711171,1.260532139,0.201608675,1.296613,0.144402916,-19.613016979725
8.308308308,0.99234773,0.345727204,1.265703027,0.160679813,1.320444658,0.131721148,-19.2370722191507
8.408408408,0.968566141,0.368997599,1.276085429,0.123722008,1.33440995,0.103672018,-18.8611274585764
8.508508509,0.98337872,0.379717503,1.288112351,0.092824056,1.336107474,0.090661824,-18.6103153319556
8.608608609,0.9921913,0.410772447,1.297805938,0.076600293,1.345572793,0.087844123,-18.3606528573996
8.708708709,1.007337213,0.44051441,1.31483286,0.076389276,1.349730294,0.078461454,-18.1109903828436
8.808808809,1.037851049,0.475134839,1.321136996,0.061951118,1.350253661,0.067111769,-18.0434606769541
8.908908909,1.063309356,0.506542654,1.326941045,0.056102904,1.354591026,0.079714788,-18.4985089783821
9.009009009,1.082220488,0.528668592,1.337608405,0.03393278,1.359499994,0.064841907,-18.95355727981
