GaitPhase,pMMGMean_5,pMMGStd_5,pMMGMean_5_1,pMMGStd_5_1,pMMGMean_5_2,pMMGStd_5_2,NewColumn
0,1.174438033,0.434331358,0.959839606,0.625210101,0.514908614,1.065010469,-15.8570998915992
0.1001001,1.213381635,0.401726679,0.980871414,0.61043346,0.493715013,1.073236397,-15.8526732032449
0.2002002,1.269536611,0.374503859,0.987444438,0.624412217,0.488435396,1.075097093,-15.8482465148905
0.3003003,1.344384946,0.368071681,0.992350795,0.626095006,0.486822447,1.075616382,-15.8438198265361
0.4004004,1.394577292,0.398324471,1.017257152,0.635075242,0.468209497,1.056165924,-15.8393931381817
0.500500501,1.426753622,0.418688345,1.038163509,0.649596094,0.45992988,1.045663967,-15.8349664497831
0.600600601,1.454960233,0.43989792,1.067096893,0.662222538,0.442438052,1.041096148,-15.8305397614287
0.700700701,1.451676432,0.441617685,1.097630082,0.685234126,0.443967466,1.011013189,-15.8261130730743
0.800800801,1.433666097,0.440540693,1.084433878,0.691051592,0.421784193,0.99500689,-15.8216863847199
0.900900901,1.431973748,0.44168475,1.097213902,0.70221131,0.411805459,0.959539457,-15.8172596963655
1.001001001,1.403457908,0.416351283,1.109993926,0.731648558,0.406526423,0.936681267,-15.8128330080111
1.101101101,1.336989858,0.366045301,1.12277395,0.727656029,0.409537678,0.932684532,-15.8084063196568
1.201201201,1.304058386,0.351101647,1.10922064,0.734345755,0.418636043,0.926009704,-15.8039796313024
1.301301301,1.266278896,0.349336119,1.108613277,0.719222531,0.421408551,0.898714508,-15.8131739586752
1.401401401,1.225036326,0.352512465,1.09600607,0.707188909,0.411532066,0.887808035,-15.8759146867214
1.501501502,1.199024988,0.362259355,1.078394013,0.68086851,0.404737389,0.863472632,-15.9386554153944
1.601601602,1.179551188,0.377842559,1.075865714,0.670500588,0.407416853,0.842351792,-16.0013961434406
1.701701702,1.171192352,0.384257412,1.070397476,0.666182036,0.405762983,0.830707905,-16.0641368714869
1.801801802,1.170392787,0.38461631,1.060376684,0.657021274,0.403077575,0.813918874,-16.1268775995331
1.901901902,1.183681119,0.375870267,1.059965502,0.656699717,0.391969265,0.809386467,-16.1896183275793
2.002002002,1.20746348,0.345673297,1.080550089,0.678136261,0.38602639,0.776437033,-16.2523590556256
2.102102102,1.212966562,0.335254998,1.072417663,0.690951577,0.366098144,0.761802449,-16.3150997836718
2.202202202,1.230509157,0.327251616,1.091271226,0.716532667,0.363358419,0.728774928,-16.3586024099622
2.302302302,1.243766291,0.353981107,1.098804464,0.749817314,0.336937013,0.717918897,-16.3576194646214
2.402402402,1.26929914,0.363837958,1.116671035,0.79492291,0.323507559,0.728665892,-16.3566365192805
2.502502503,1.294525125,0.379773367,1.155204272,0.835218576,0.31645158,0.719187118,-16.3556535739299
2.602602603,1.296695754,0.376386803,1.174404176,0.867939608,0.315851724,0.724895168,-16.3546706285891
2.702702703,1.305983168,0.388299427,1.213043508,0.914158114,0.314720378,0.733733974,-16.3536876832482
2.802802803,1.306219618,0.389229119,1.232420018,0.969707577,0.329175826,0.760427941,-16.3527047379074
2.902902903,1.292643897,0.394897956,1.251363786,1.010728636,0.335397041,0.748318564,-16.3517217925666
3.003003003,1.290701457,0.379676158,1.297892647,1.056518958,0.335429844,0.756725574,-16.3507388472258
3.103103103,1.278109229,0.365872662,1.309088174,1.094045769,0.34816134,0.755899347,-16.3353265107609
3.203203203,1.257690176,0.365093557,1.310659077,1.097072713,0.352892837,0.765761677,-16.2981882442893
3.303303303,1.250603246,0.3593953,1.316145896,1.126711613,0.378132345,0.77824429,-16.2610499778177
3.403403403,1.223502794,0.319993705,1.321940958,1.126060466,0.390314988,0.768667787,-16.223911711346
3.503503504,1.193720178,0.309499221,1.346032613,1.143963161,0.376999863,0.770039924,-16.1867734445034
3.603603604,1.142518522,0.284502257,1.362531018,1.176940731,0.3779075,0.768097821,-16.1496351780317
3.703703704,1.109189211,0.268771512,1.355802869,1.195550193,0.369405616,0.760629764,-16.1124969115601
3.803803804,1.097346387,0.263202704,1.37622487,1.217389079,0.363570399,0.737832928,-16.0753586450884
3.903903904,1.075591097,0.266394437,1.369670895,1.238373981,0.354665111,0.739257161,-16.0382203786168
4.004004004,1.057856416,0.265230509,1.376655214,1.262612536,0.343687327,0.736482954,-16.0070497303897
4.104104104,1.050494257,0.286512251,1.381630639,1.263562468,0.321750935,0.72878965,-15.9819622593541
4.204204204,1.043739037,0.29041022,1.374309319,1.29135262,0.320792631,0.719417722,-15.9568747883184
4.304304304,1.042837966,0.275620663,1.386420536,1.300932619,0.304850332,0.704801599,-15.9317873172828
4.404404404,1.060051587,0.280828245,1.382411786,1.325745042,0.286899357,0.681178084,-15.9066998462471
4.504504505,1.078586786,0.271562375,1.387009643,1.339084821,0.279841608,0.69912122,-15.8816123749608
4.604604605,1.092442304,0.271968217,1.384484376,1.350007352,0.290721469,0.690489229,-15.8565249039252
4.704704705,1.104650014,0.262152218,1.377360797,1.36487626,0.305406039,0.694835244,-15.8314374328895
4.804804805,1.10962772,0.256834439,1.385184304,1.385334124,0.312544973,0.70908537,-15.8063499618539
4.904904905,1.114728354,0.27033063,1.382991721,1.381076205,0.317971334,0.699275164,-15.8067321730144
5.005005005,1.126057347,0.258381297,1.394723392,1.415610724,0.337949246,0.716102701,-15.8246912435826
5.105105105,1.127656504,0.275115141,1.400724018,1.445500088,0.343042273,0.735499871,-15.8426503141508
5.205205205,1.12775149,0.293124467,1.393057979,1.443031563,0.356383214,0.745066933,-15.8606093847191
5.305305305,1.130175405,0.297141322,1.390728835,1.443428037,0.385912986,0.735499511,-15.8785684552873
5.405405405,1.137384783,0.304753473,1.38601276,1.477515798,0.391945462,0.742486858,-15.8965275258555
5.505505506,1.116788493,0.287048446,1.391440831,1.490806756,0.390762746,0.763776958,-15.9144865966032
5.605605606,1.128756522,0.297009783,1.39604783,1.499950678,0.396246697,0.743773825,-15.9324456671714
5.705705706,1.129391217,0.281551108,1.408258612,1.503613475,0.399426343,0.722497782,-15.9504047377396
5.805805806,1.113688067,0.269045946,1.414446422,1.51543883,0.376543928,0.713123743,-16.10039694298
5.905905906,1.127288621,0.281643184,1.414216814,1.525894633,0.373028366,0.712428105,-16.3098635510297
6.006006006,1.111559136,0.268691076,1.418796088,1.538873217,0.370426182,0.679414198,-16.5193301590793
6.106106106,1.103747724,0.26317619,1.42416352,1.54556906,0.351128738,0.671284044,-16.7287967671289
6.206206206,1.106173187,0.278242851,1.427179601,1.534026528,0.335164627,0.682655031,-16.9382633751785
6.306306306,1.102770155,0.264829928,1.425300536,1.512864765,0.335200515,0.6812843,-17.1477299832281
6.406406406,1.082288628,0.265681157,1.410174014,1.503160098,0.327956284,0.662557979,-17.3571965912777
6.506506507,1.069196721,0.256520034,1.398713016,1.480932826,0.32460642,0.687295372,-17.5666632014198
6.606606607,1.060722889,0.251490383,1.38806558,1.467775226,0.31842531,0.686477963,-17.7761298094695
6.706706707,1.057867378,0.267383391,1.375396836,1.443426807,0.311915537,0.687362844,-18.0190090144371
