GaitPhase,pMMGMean_3,pMMGStd_3,pMMGMean_3_1,pMMGStd_3_1,pMMGMean_3_2,pMMGStd_3_2,NewColumn
0,1.309548298,0.099561781,0.251784057,0.316094789,0.321192108,0.38000485,-15.8570998915992
0.1001001,1.333394489,0.127231343,0.265265972,0.280097719,0.313651471,0.382609727,-15.8526732032449
0.2002002,1.364839143,0.186675497,0.277828555,0.267043398,0.313981656,0.380644934,-15.8482465148905
0.3003003,1.365320166,0.222806582,0.290391138,0.247184601,0.312342204,0.39802145,-15.8438198265361
0.4004004,1.376856578,0.214952839,0.296287055,0.218773138,0.295702753,0.378899159,-15.8393931381817
0.500500501,1.36323283,0.204727273,0.308849637,0.20907802,0.290729968,0.411389643,-15.8349664497831
0.600600601,1.356083861,0.163118431,0.308412221,0.20926933,0.299916342,0.406183057,-15.8305397614287
0.700700701,1.338867829,0.138897629,0.319248313,0.217361432,0.299417815,0.397781924,-15.8261130730743
0.800800801,1.30977274,0.091594825,0.306665159,0.217276487,0.286781078,0.390012694,-15.8216863847199
0.900900901,1.293885859,0.07350913,0.31097096,0.200351399,0.28097317,0.385399829,-15.8172596963655
1.001001001,1.274930911,0.071163753,0.301943428,0.201555713,0.284747844,0.369212913,-15.8128330080111
1.101101101,1.247472258,0.094595887,0.297249229,0.192699133,0.293291287,0.352954409,-15.8084063196568
1.201201201,1.235942547,0.115179823,0.283221697,0.220856094,0.297947618,0.328801659,-15.8039796313024
1.301301301,1.24721684,0.122835616,0.286194165,0.21063644,0.305178422,0.304274333,-15.8131739586752
1.401401401,1.264193404,0.129283045,0.282482202,0.23688378,0.310283209,0.295482366,-15.8759146867214
1.501501502,1.271224022,0.119975005,0.279029585,0.21791812,0.314707871,0.289376358,-15.9386554153944
1.601601602,1.286146532,0.112762553,0.283054857,0.207891607,0.312210611,0.270945171,-16.0013961434406
1.701701702,1.331938696,0.11691198,0.285803853,0.194957616,0.32471335,0.256476013,-16.0641368714869
1.801801802,1.321511816,0.097375582,0.297096393,0.15699536,0.335735441,0.261628803,-16.1268775995331
1.901901902,1.36022213,0.143137099,0.300073617,0.138977587,0.326339146,0.249530779,-16.1896183275793
2.002002002,1.391166488,0.192543465,0.332523566,0.122132245,0.334252559,0.237604778,-16.2523590556256
2.102102102,1.41159433,0.230113213,0.347014624,0.113351326,0.316222064,0.257227854,-16.3150997836718
2.202202202,1.432380457,0.250178687,0.352773566,0.069009805,0.313705081,0.272753332,-16.3586024099622
2.302302302,1.456234295,0.294589169,0.382593268,0.053393313,0.323069981,0.265786757,-16.3576194646214
2.402402402,1.46549515,0.330947797,0.401412971,0.08368704,0.311063958,0.257683569,-16.3566365192805
2.502502503,1.487212975,0.336875828,0.418566007,0.122098603,0.312912107,0.286542826,-16.3556535739299
2.602602603,1.483611652,0.334720213,0.44838571,0.144915965,0.324812974,0.285502803,-16.3546706285891
2.702702703,1.47800132,0.346696788,0.479034324,0.177973639,0.31237602,0.285024019,-16.3536876832482
2.802802803,1.458641194,0.320943444,0.476345636,0.227043425,0.306952924,0.307692198,-16.3527047379074
2.902902903,1.432197422,0.32002777,0.508192602,0.246397325,0.312538836,0.304620484,-16.3517217925666
