GaitPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,pMMGMean_5,pMMGStd_1,pMMGStd_2,pMMGStd_3,pMMGStd_4,pMMGStd_5,ThetaMean_1,ThetaMean_2,ThetaMean_3,ThetaMean_4,ThetaMean_5
0,1.31151071066667,1.00278711766667,0.321192108,-1.09743738033333,0.514908614333333,0.804136657258177,0.0678035586544611,0.38000484963864,0.165795711609032,1.06501046943016,174.201849333333,166.4981824,174.201849333333,166.4981824,174.201849333333
0.1001001001001,1.28747628815749,0.975170001840173,0.313651470787454,-1.05597556041441,0.493715012754755,0.803325765085691,0.0781718825828534,0.382609726740111,0.119216787016169,1.07323639669216,174.180342835903,166.461055015115,174.180342835903,166.461055015115,174.180342835903
0.2002002002002,1.2713532717701,0.981004963290624,0.313981655514181,-1.04768239372406,0.488435396176176,0.815650373446122,0.0499777992335618,0.380644934323071,0.0902788950962273,1.07509709277241,174.149281329229,166.411363058725,174.149281329229,166.411363058725,174.149281329229
0.3003003003003,1.27833602752052,0.959936688269269,0.312342203632633,-1.01720637751351,0.48682244662963,0.805223570284769,0.0744753382442249,0.398021450015772,0.0721085592043618,1.0756163822168,174.118219754855,166.361671108108,174.118219754855,166.361671108108,174.118219754855
0.4004004004004,1.27765211684318,0.965201746306974,0.295702752695028,-1.00606369501802,0.468209496839506,0.805249139377118,0.0574360335502993,0.378899159036632,0.0681496416109959,1.0561659240655,174.087158228695,166.311979166366,174.087158228695,166.311979166366,174.087158228695
0.500500500500501,1.25630153920087,0.950800137893227,0.290729967785452,-1.00192101185586,0.459929880337337,0.800354220657044,0.0659836877062832,0.411389643070366,0.0886496327184156,1.04566396725906,174.056096702536,166.26228721348,174.056096702536,166.26228721348,174.056096702536
0.600600600600601,1.25561762843143,0.954581221620621,0.299916341757758,-1.00862883004805,0.442438051592593,0.800383656452905,0.052326812384213,0.406183057359334,0.0817087817944222,1.04109614771889,174.025035176376,166.212577838138,174.025035176376,166.212577838138,174.025035176376
0.700700700700701,1.24958297450717,0.941513037710377,0.299417815284618,-1.01145476578879,0.443967466482816,0.787733521244144,0.0574952815080153,0.397781924441336,0.0665525629619024,1.01101318897944,173.99318290337,166.157565776977,173.99318290337,166.157565776977,173.99318290337
0.800800800800801,1.24190148586687,0.934444954248248,0.286781078160494,-1.02213391995395,0.421784193453453,0.797050651762923,0.0622240499658436,0.3900126936277,0.0802045114212459,0.995006890405077,173.962185927661,166.096062814648,173.962185927661,166.096062814648,173.962185927661
0.900900900900901,1.22442520265766,0.935689307309309,0.280973169981982,-1.03552120016817,0.411805458657658,0.794000948971038,0.0504571897100545,0.385399829420053,0.0884077640096311,0.959539456927949,173.931188951952,166.032754263964,173.931188951952,166.032754263964,173.931188951952
1.001001001001,1.21502699790123,0.929873599662663,0.284747844204204,-1.05169493402903,0.406526423155822,0.767133832347858,0.0462543353093573,0.369212913191662,0.0856037936831693,0.936681266919208,173.900191976243,165.969445719119,173.900191976243,165.969445719119,173.900191976243
1.1011011011011,1.21092208611979,0.928087922674675,0.293291287447447,-1.05356603168669,0.409537678035035,0.77167715687363,0.0629857527618289,0.352954409200855,0.131970217369457,0.932684532069669,173.869195001368,165.906137181882,173.869195001368,165.906137181882,173.869195001368
1.2012012012012,1.19396282001802,0.926315769389389,0.297947617804805,-1.08158103653554,0.418636042505506,0.767563411627072,0.0488890502301907,0.328801659133018,0.123473392825759,0.926009704372309,173.838311668168,165.843308118318,173.838311668168,165.843308118318,173.838311668168
1.3013013013013,1.17351378124725,0.92789034067968,0.305178421731732,-1.07179594241675,0.421408550867534,0.748834008795845,0.0572367279859398,0.304274333347354,0.127132652585775,0.898714508198034,173.808370199132,165.78232606967,173.808370199132,165.78232606967,173.808370199132
1.4014014014014,1.15689982867601,0.921517141508175,0.310283209386386,-1.07386570524458,0.411532066268602,0.729391020770494,0.0644891205977411,0.295482365871705,0.141226137084356,0.887808035353074,173.77409088345,165.720451231165,173.77409088345,165.720451231165,173.77409088345
1.5015015015015,1.15297502452853,0.914694323303303,0.314707871133133,-1.07756719811311,0.404737388976977,0.730299102343789,0.0742047980360262,0.289376358340741,0.132916309864942,0.863472632447036,173.738483691792,165.667643771171,173.738483691792,165.667643771171,173.738483691792
1.6016016016016,1.12585769434735,0.913219140580914,0.312210610897564,-1.06239221512312,0.407416852765098,0.73228871633388,0.0730722395313039,0.270945171054998,0.118230771306458,0.842351791922481,173.70287650714,165.615343327027,173.70287650714,165.615343327027,173.70287650714
1.7017017017017,1.12674036450884,0.903428975404404,0.32471335049049,-1.05866834988589,0.405762982578912,0.711532952945967,0.0682630923994941,0.256476013369248,0.0914159884457791,0.830707904893306,173.667269308475,165.563042882983,173.667269308475,165.563042882983,173.667269308475
1.8018018018018,1.10487922966667,0.904308036891892,0.335735440681682,-1.04803194218018,0.403077575021021,0.706868789774405,0.0475140926797489,0.261628802775205,0.096122084829764,0.813918873892607,173.628158714114,165.510750394595,173.628158714114,165.510750394595,173.628158714114
1.9019019019019,1.10479902025926,0.895261412907908,0.326339146396063,-1.03837627205439,0.391969265388055,0.711545972451535,0.0547065281895602,0.249530778556658,0.0838345951564625,0.809386467250087,173.579098270771,165.456384407941,173.579098270771,165.456384407941,173.579098270771
2.002002002002,1.08414820429129,0.881193718788122,0.33425255898365,-1.0160860749653,0.38602639008642,0.700827932579482,0.0428516127608137,0.237604777809177,0.064309338042563,0.776437033053475,173.530809068836,165.401720952219,173.530809068836,165.401720952219,173.530809068836
