GaitPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,pMMGMean_5,NewColumn,,
28.92892893,-1.531344607,2.50669246,10.79900247,16.34904001,4.694519683,19.58676067,,
29.02902903,-1.565538798,2.536332218,10.93615745,16.37278653,4.797698007,19.81921472,,
29.12912913,-1.582736993,2.580660167,11.04742705,16.40854939,4.875284741,20.05166878,,
29.22922923,-1.614935188,2.613241929,11.17669665,16.47996833,4.948871474,20.28412283,,
29.32932933,-1.639133382,2.675209024,11.29546625,16.55636415,5.023958207,20.51946732,,
29.42942943,-1.650811712,2.765992054,11.40785769,16.61751402,5.092954997,20.81253965,,
29.52952953,-1.587971328,2.845775082,11.49700109,16.6911639,5.175556367,21.10561197,,
29.62962963,-1.612527786,2.956058112,11.59035156,16.79381377,5.259811774,21.3986843,,
29.72972973,-1.643260676,3.078831792,11.68280442,16.85696121,5.35024155,21.69175662,,
29.82982983,-1.675412486,3.180088515,11.80305659,16.93060424,5.442012667,21.98482895,,
29.92992993,-1.690104836,3.23632722,11.89810205,16.96354557,5.497736237,22.27790127,,
30.03003003,-1.679103508,3.282233455,12.03397143,17.00962218,5.575692903,22.5709736,,
30.13013013,-1.706554827,3.327364835,12.17411389,17.05027162,5.633243034,22.86404592,,
30.23023023,-1.69845037,3.378957676,12.29729751,17.08839553,5.708271516,23.12903107,,
30.33033033,-1.698383864,3.43361408,12.38132219,17.11364256,5.78812065,23.21573944,,
30.43043043,-1.705817358,3.47482966,12.47605712,17.11866522,5.867452267,23.30244782,,
30.53053053,-1.708750852,3.481573662,12.55087154,17.11519527,5.93231892,23.38915619,,
30.63063063,-1.735394612,3.453817663,12.62933648,17.06272532,5.990064571,23.47586457,,
30.73073073,-1.727536568,3.439156584,12.71510943,17.00278007,6.070494628,23.56257294,,
30.83083083,-1.756391238,3.423582794,12.76169469,16.91137798,6.106498258,23.64928132,,
30.93093093,-1.795244833,3.440009005,12.78640927,16.83797589,6.152010457,23.73598969,,
31.03103103,-1.803432352,3.460443647,12.80137739,16.78607599,6.161652271,23.82269807,,
31.13113113,-1.842119871,3.49239099,12.8553455,16.7536794,6.167294084,23.83337813,,
31.23123123,-1.853460084,3.532838334,12.87946278,16.73278282,6.215383322,23.59057065,,
31.33133133,-1.865411014,3.595785677,12.91212927,16.73938622,6.243209612,23.34776317,,
31.43143143,-1.888361943,3.666573361,12.96479576,16.76589304,6.238287891,23.10495569,,
31.53153153,-1.920038098,3.739364915,13.03448927,16.79375748,6.220362192,22.86214822,,
31.63163163,-1.936935254,3.831323494,13.13749178,16.82894959,6.28800889,22.61934074,,
31.73173173,-1.969020158,3.935360579,13.22417698,16.91205548,6.276051093,22.37653326,,
31.83183183,-1.960297208,4.043156924,13.29668619,16.97651021,6.325145426,22.13372578,,
31.93193193,-1.946179344,4.145052368,13.39135597,17.0291181,6.331892392,21.89091831,,
32.03203203,-1.95406148,4.209407271,13.47652575,17.07159085,6.368639359,21.73541672,,
32.13213213,-1.922943615,4.254856768,13.52269553,17.06946901,6.413386326,21.75304368,,
32.23223223,-1.94382525,4.256885577,13.55644488,17.034719,6.418449609,21.77067065,,
32.33233233,-1.967667685,4.20785939,13.57778628,16.96224007,6.488320494,21.78829762,,
32.43243243,-1.99491103,4.161809669,13.58396791,16.86238514,6.495751827,21.80592458,,
32.53253253,-1.993013374,4.084259948,13.59834421,16.7120302,6.562390191,21.82355155,,
32.63263263,-2.021615719,3.986710227,13.61522051,16.52767526,6.581028555,21.84117851,,
32.73273273,-2.044218064,3.899160506,13.59759681,16.34082032,6.605666919,21.85880548,,
32.83283283,-2.024320408,3.760610785,13.5729731,16.08546539,6.632305284,21.87643244,,
32.93293293,-2.030771059,3.722759565,13.55083044,15.99579221,6.65869069,22.00961743,,
33.03303303,-2.026190366,3.695923352,13.56968716,15.89438317,6.654287619,22.29478443,,
33.13313313,-2.050255485,3.692428981,13.5747863,15.84659774,6.690443265,22.57995143,,
33.23323323,-2.073820604,3.700750927,13.61792347,15.77656508,6.695206518,22.86511844,,
33.33333333,-2.077885723,3.734914714,13.66554163,15.70865603,6.680665968,23.15028544,,
33.43343343,-2.082450842,3.796578502,13.71665978,15.62724699,6.688125417,23.43545244,,
33.53353353,-2.094515961,3.865242289,13.74277794,15.58833794,6.691584867,23.72061944,,
33.63363363,-2.140204618,3.937965157,13.76193585,15.5748346,6.697286345,24.00578645,,
33.73373373,-2.13704249,4.012223175,13.76974549,15.55673074,6.662933898,24.29095345,,
33.83383383,-2.162380362,4.108481193,13.77705513,15.54562689,6.651581451,24.56860477,,
33.93393393,-2.158718234,4.153239211,13.772599,15.53452303,6.639602877,24.83933486,,
34.03403403,-2.174556105,4.207497228,13.74133157,15.50241917,6.558142822,25.11006495,,
34.13413413,-2.190393977,4.220755246,13.70298405,15.44531532,6.498524108,25.38079504,,
34.23423423,-2.205140659,4.199374696,13.68259912,15.37630551,6.44424811,25.65152513,,
34.33433433,-2.236071525,4.156736648,13.67166169,15.29748892,6.418685061,25.92225522,,
34.43443443,-2.227582479,4.121838808,13.65603421,15.19960473,6.37295902,26.19298531,,
34.53453453,-2.209093432,4.07296349,13.62840673,15.12342023,6.387232978,26.4637154,,
34.63463463,-2.235104385,4.038709293,13.60077925,15.05580981,6.381506938,26.73444549,,
34.73473473,-2.260615339,3.982884525,13.60265177,14.95846866,6.388280897,26.80936139,,
34.83483483,-2.278579858,3.934247445,13.59441622,14.8686085,6.408610862,26.7589172,,
34.93493493,-2.269831887,3.914284216,13.58138315,14.78758685,6.409080887,26.70847301,,
35.03503504,-2.268003045,3.909452006,13.55275707,14.73183359,6.402816139,26.65802881,,
35.13513514,-2.286170701,3.917368959,13.50256141,14.66227802,6.430703544,26.60758462,,
35.23523524,-2.294338356,3.925285911,13.49086576,14.61823596,6.426590949,26.46866375,,
35.33533534,-2.282006012,3.952702864,13.4796701,14.5616939,6.414478353,26.254254,,
35.43543544,-2.294904761,3.970119816,13.4624945,14.51265185,6.419014682,26.03984425,,
35.53553554,-2.280406922,3.988033462,13.43598071,14.44623905,6.390702996,25.8254345,,
35.63563564,-2.249093795,3.967905017,13.41919963,14.37057551,6.364268928,25.61102475,,
35.73573574,-2.247467838,3.967276572,13.38091423,14.27841198,6.321968631,25.37772994,,
35.83583584,-2.239380419,3.925310796,13.34837757,14.19129077,6.283614279,25.03807642,,
35.93593594,-2.247774483,3.8878528,13.34137495,14.09617159,6.242431099,24.6984229,,
36.03603604,-2.23607678,3.83424165,13.30500868,13.9890434,6.240541834,24.35876938,,
36.13613614,-2.254929191,3.809204074,13.29810541,13.8952025,6.214172021,24.96125185,,
36.23623624,-2.264281602,3.784130132,13.32070214,13.82563598,6.195802208,25.82300294,,
36.33633634,-2.253106027,3.728884226,13.32492672,13.73615932,6.1608393,26.87340018,,
36.43643644,-2.252472696,3.67935654,13.31898919,13.64852201,6.123698711,28.28449198,,
36.53653654,-2.250339365,3.619755435,13.31355165,13.57036559,6.126558122,29.69558378,,
36.63663664,-2.271204532,3.560645302,13.2669249,13.48320682,6.079336245,31.29261644,,
36.73673674,-2.291435566,3.520035169,13.22464687,13.42204805,6.072529636,32.95782137,,
36.83683684,-2.300451884,3.500608294,13.17096793,13.35843697,6.030753057,33.27446482,,
36.93693694,-2.295857152,3.500474134,13.12687097,13.32440206,6.015933373,33.59110826,,
37.03703704,-2.303533915,3.470839975,13.10231173,13.26886714,6.007830916,33.90775171,,
37.13713714,-2.307710679,3.470705815,13.0782525,13.23933223,5.980228458,34.22439515,,
37.23723724,-2.331201136,3.441065009,13.03433078,13.19829559,5.993053685,34.41147551,,
37.33733734,-2.341170133,3.43092281,13.0104249,13.15175859,5.974870583,34.46617175,,
37.43743744,-2.330626618,3.401422967,12.98374725,13.11251959,5.976060353,34.52086799,,
37.53753754,-2.332108128,3.361194228,12.96831885,13.05824107,5.942345219,34.57556423,,
37.63763764,-2.348726655,3.331320344,12.93896596,13.00917176,5.914185239,34.63026047,,
37.73773774,-2.351503336,3.297313826,12.94494017,12.96733768,5.896039332,34.68495671,,
37.83783784,-2.366052352,3.255604106,12.93208241,12.89985896,5.887805056,34.73965295,,
37.93793794,-2.372595494,3.203591313,12.918729,12.83689301,5.869568501,34.79434919,,
38.03803804,-2.375138638,3.178765018,12.88587558,12.79299819,5.851331946,34.84904542,,
38.13813814,-2.372181781,3.149804761,12.89252216,12.73500853,5.833095391,34.79985608,,
38.23823824,-2.355224923,3.12031236,12.87916874,12.71501051,5.824858835,34.67853432,,
38.33833834,-2.359717445,3.100819959,12.87909393,12.67901249,5.800467484,34.55721256,,
38.43843844,-2.365788578,3.090827558,12.86557824,12.66651447,5.758991306,34.43589079,,
38.53853854,-2.387274887,3.090335158,12.87138154,12.66701644,5.738953858,34.31456903,,
38.63863864,-2.369082516,3.080675607,12.85944008,12.64697493,5.690737732,34.19324727,,
38.73873874,-2.376390146,3.070337412,12.84699863,12.64488692,5.652021606,34.0719255,,
38.83883884,-2.387697777,3.050477349,12.80555718,12.61779322,5.63330548,33.95060374,,
38.93893894,-2.376967686,3.040117285,12.79314357,12.61569953,5.585074712,33.82928197,,
39.03903904,-2.409410547,3.030257222,12.76344762,12.58860583,5.535440689,33.89476379,,
39.13913914,-2.417831411,3.016133395,12.70576791,12.57324837,5.515798127,34.04375555,,
39.23923924,-2.416252275,2.997084143,12.68558819,12.54991844,5.46064005,34.19274732,,
39.33933934,-2.431173139,2.970292111,12.63390848,12.52085469,5.416513003,34.34173908,,
39.43943944,-2.463594003,2.943470456,12.59422876,12.5009011,5.386870442,34.49073084,,
39.53953954,-2.462508213,2.941282039,12.55655396,12.49148218,5.359225297,34.6397226,,
39.63963964,-2.470896529,2.892593622,12.49439827,12.44256326,5.349570101,34.78871436,,
39.73973974,-2.461146235,2.892905205,12.44410677,12.43514434,5.338249259,34.93770612,,
39.83983984,-2.520895941,2.873716787,12.41381526,12.41422542,5.298928416,35.08669789,,
39.93993994,-2.530645647,2.85452837,12.37302376,12.4163065,5.279607574,35.3529324,,
40.04004004,-2.534047005,2.834732325,12.33473225,12.39685957,5.261077022,35.65150381,,
40.14014014,-2.544848262,2.844656898,12.27644475,12.40433995,5.253497921,35.95007523,,
40.24024024,-2.564452556,2.834581471,12.23210658,12.39482032,5.232167478,36.24864664,,
40.34034034,-2.566612681,2.834506045,12.19298839,12.42330069,5.222229632,36.54721806,,
40.44044044,-2.584888138,2.824430618,12.15439226,12.40773602,5.181754319,36.84578948,,
40.54054054,-2.570163594,2.83127411,12.12079613,12.42893711,5.183279006,37.14436089,,
40.64064064,-2.59643905,2.824779764,12.0782,12.44871979,5.160803692,37.44293231,,
40.74074074,-2.593217015,2.838346499,12.03960201,12.46663361,5.181829354,37.74150372,,
40.84084084,-2.598369986,2.846517547,12.01072723,12.48279733,5.152000575,38.0526628,,
40.94094094,-2.616887322,2.874322228,11.99185245,12.48388297,5.140993618,38.36566841,,
41.04104104,-2.6182321,2.874587871,11.95940647,12.4919521,5.133398238,38.67867403,,
41.14114114,-2.639498416,2.875966125,11.93573962,12.48463534,5.130968193,38.99167965,,
41.24124124,-2.649264732,2.894619155,11.91641211,12.48409035,5.113877487,39.30468527,,
41.34134134,-2.676022309,2.894851184,11.89709105,12.48215073,5.098783389,39.61769089,,
41.44144144,-2.658185556,2.895014633,11.88783961,12.48219326,5.091652676,39.93069651,,
41.54154154,-2.677348802,2.905205876,11.88008818,12.48474302,5.091021964,40.24370213,,
41.64164164,-2.695968561,2.90489712,11.83936885,12.48229279,5.070874371,40.55670775,,
41.74174174,-2.7069965,2.915088363,11.81058635,12.47284255,5.080497061,41.02758266,,
41.84184184,-2.68385377,2.925279607,11.8079505,12.46089233,5.083533164,41.50505352,,
41.94194194,-2.701993321,2.934970851,11.80110044,12.45344209,5.100637335,41.98252438,,
42.04204204,-2.702052221,2.9450647,11.8127596,12.46546651,5.097354224,42.45999524,,
42.14214214,-2.68955159,2.967152991,11.80149819,12.48298948,5.090965823,42.9374661,,
42.24224224,-2.700050959,2.97459582,11.83373679,12.46297461,5.098577423,43.41493697,,
42.34234234,-2.716684544,2.98448688,11.81487631,12.47494626,5.09824112,43.90812161,,
42.44244244,-2.71799514,2.97437794,11.81738518,12.4808058,5.105973524,44.61205186,,
42.54254254,-2.717329441,2.964769001,11.82787655,12.48893611,5.107715129,45.31598212,,
42.64264264,-2.697524791,2.975411955,11.83560142,12.48327475,5.099596878,46.01991238,,
42.74274274,-2.704335256,2.984439601,11.83148996,12.47373053,5.118501649,46.72384264,,
42.84284284,-2.69691549,2.993420701,11.86755116,12.49728091,5.117360375,47.42777289,,
42.94294294,-2.68511084,2.993369126,11.86777604,12.47385307,5.129242123,47.95661268,,
43.04304304,-2.697309149,3.003349726,11.8652606,12.46278046,5.108033696,48.4406205,,
43.14314314,-2.678764922,3.001078075,11.83911668,12.44327541,5.126583363,48.92462831,,
43.24324324,-2.680785241,2.984351468,11.83686183,12.43428388,5.131329815,49.40863613,,
43.34334334,-2.670643399,2.993104918,11.84366856,12.42621675,5.127746938,49.89264395,,
43.44344344,-2.662082638,2.983396939,11.83547528,12.41416263,5.130649546,50.37665177,,
43.54354354,-2.656963318,2.993188959,11.83672194,12.40460851,5.142764367,50.86065958,,
43.64364364,-2.656461115,3.002590462,11.83627641,12.40658288,5.13511142,51.24504411,,
43.74374374,-2.63510362,3.012062017,11.83148354,12.38507548,5.121744812,51.52986738,,
43.84384384,-2.63785108,3.022033572,11.83261604,12.37556808,5.13833277,51.81469065,,
43.94394394,-2.629961905,3.023719381,11.83135715,12.36884768,5.133971779,52.09951393,,
44.04404404,-2.617306963,3.031220968,11.83575842,12.36584261,5.124085263,52.3843372,,
44.14414414,-2.610461331,3.03113697,11.82635588,12.35168638,5.112694242,52.66916047,,
44.24424424,-2.598144728,3.032224143,11.81306947,12.34559722,5.085783201,52.95398374,,
44.34434434,-2.58835668,3.024134656,11.81909908,12.31644382,5.074990611,53.23880702,,
44.44444444,-2.584194235,3.018861844,11.80557412,12.29674272,5.063931645,53.52363029,,
44.54454454,-2.579873631,3.020087878,11.80430693,12.26754132,5.04894425,53.7924632,,
44.64464464,-2.588619094,2.997780182,11.79302922,12.22833114,5.03798138,54.05013012,,
44.74474474,-2.584421614,2.986972486,11.79629055,12.18912096,5.036670662,54.30779704,,
44.84484484,-2.596978888,2.97666479,11.81120654,12.16941078,5.027695279,54.56546396,,
44.94494494,-2.592252621,2.965857095,11.81326584,12.1307006,5.032639742,54.82313088,,
45.04504505,-2.600782455,2.964882027,11.81031749,12.13044686,5.022875513,55.08079782,,
45.14514515,-2.608218651,2.97344993,11.81351597,12.1320742,5.036497204,55.33846474,,
45.24524525,-2.595940631,2.982357364,11.81871395,12.13928989,5.042791067,55.59613166,,
45.34534535,-2.608789239,3.010446366,11.80859911,12.11755283,5.046752598,55.85379858,,
45.44544545,-2.60252123,3.010115448,11.7970048,12.12989585,5.061966882,56.15179966,,
45.54554555,-2.61576779,3.03062437,11.78892611,12.1129726,5.030691447,56.46892908,,
45.64564565,-2.611252159,3.03786202,11.77984973,12.09984165,5.060911736,56.7860585,,
45.74574575,-2.618650796,3.040659627,11.75073434,12.11499167,5.042945106,57.10318792,,
45.84584585,-2.639669535,3.039506504,11.73986669,12.09670167,5.042806288,57.42031734,,
45.94594595,-2.634259846,3.044014214,11.72311365,12.0902744,5.03266747,57.73744676,,
46.04604605,-2.627166473,3.042787689,11.73452628,12.07132009,5.011511133,58.05457618,,
46.14614615,-2.663818721,3.041561164,11.71271758,12.07810002,4.983877004,58.37170559,,
46.24624625,-2.65484142,3.021334639,11.69305785,12.08068176,4.980109647,58.68883501,,
46.34634635,-2.662437649,3.029608114,11.68314939,12.08036259,4.972636487,58.90615413,,
46.44644645,-2.684209536,3.038381589,11.6829291,12.10704342,4.975079752,59.09298489,,
46.54654655,-2.693711654,3.037934895,11.66592754,12.10892718,4.982580574,59.27981565,,
46.64664665,-2.693713772,3.027716261,11.65342598,12.11637028,4.975081396,59.46664641,,
46.74674675,-2.703277159,3.019997627,11.64387919,12.12631339,5.002606,59.65347717,,
46.84684685,-2.719024663,3.007278993,11.6336965,12.1452565,5.03270207,59.84030794,,
46.94694695,-2.730772167,3.00956036,11.64351381,12.1646996,5.02479814,60.0271387,,
47.04704705,-2.722867439,3.009984869,11.64328242,12.1776287,5.046229132,60.21396946,,
47.14714715,-2.737629403,2.993759386,11.64301406,12.17102036,5.053697579,60.40080022,,
47.24724725,-2.741812787,2.996675316,11.6522457,12.15476906,5.053202062,60.51976787,,
47.34734735,-2.753601675,2.986765848,11.63253247,12.14299285,5.063314196,60.6274697,,
47.44744745,-2.75346194,2.97706609,11.62313561,12.13594088,5.073259956,60.73517153,,
47.54754755,-2.753322204,2.969366332,11.61523875,12.11588889,5.055205718,60.84287336,,
47.64764765,-2.763182469,2.967166573,11.60334189,12.10633691,5.063151479,60.95057519,,
47.74774775,-2.729783021,2.958966815,11.60613674,12.07478493,5.074996431,61.05827702,,
47.84784785,-2.740787623,2.946860861,11.5945024,12.04025735,5.062804139,61.16597885,,
47.94794795,-2.740358679,2.938986755,11.59986056,11.99716001,5.065162167,61.27368068,,
48.04804805,-2.730656663,2.946043293,11.57118885,11.97004461,5.039862532,61.38138251,,
48.14814815,-2.720454647,2.90659983,11.55561725,11.95792921,5.026480815,61.16581802,,
48.24824825,-2.693252631,2.906156368,11.57526636,11.93831381,5.012402402,60.9338184,,
48.34834835,-2.692558514,2.907712906,11.57790964,11.92119841,5.004327054,60.70181879,,
48.44844845,-2.692941419,2.895372111,11.57599608,11.89160973,5.002281603,60.46981918,,
48.54854855,-2.692274535,2.902859763,11.57811926,11.87379987,4.992216826,60.23781957,,
48.64864865,-2.71399401,2.90910326,11.58832632,11.85802736,5.004107939,60.00581995,,
48.74874875,-2.691713486,2.917614116,11.56653338,11.82840019,4.985999052,59.77382034,,
48.84884885,-2.710263792,2.919665011,11.56175546,11.80689465,5.00090518,59.54182073,,
48.94894895,-2.701152436,2.934141832,11.54744751,11.79217289,4.993757254,59.31582381,,
49.04904905,-2.70093424,2.935249284,11.53760856,11.76856374,4.973696584,59.19140005,,
49.14914915,-2.702751228,2.927101471,11.52774365,11.74616941,4.971625547,59.0669763,,
49.24924925,-2.678914528,2.916946601,11.52799218,11.72862911,4.953494855,58.94255254,,
49.34934935,-2.700077829,2.924765074,11.5282407,11.69758187,4.943364163,58.81812879,,
49.44944945,-2.717241129,2.924051853,11.50898923,11.66802639,4.945733472,58.69370504,,
49.54954955,-2.70140443,2.923838631,11.49023776,11.65847091,4.93360278,58.56928128,,
49.64964965,-2.68906773,2.93362541,11.49998628,11.63891542,4.913472088,58.44485753,,
49.74974975,-2.697755818,2.957527731,11.47175243,11.60989,4.939089934,58.32043377,,
49.84984985,-2.699274263,2.965509001,11.48983384,11.61188513,4.935552255,58.2334761,,
49.94994995,-2.685655572,2.972990271,11.47255238,11.59988026,4.923700262,58.3480604,,
50.05005005,-2.68053688,2.973084859,11.47227093,11.60826323,4.935848269,58.46264469,,
50.15015015,-2.671418189,2.975354491,11.46948947,11.60997503,4.933996276,58.57722898,,
50.25025025,-2.685838035,2.957915915,11.44647229,11.59439755,4.920458597,58.69181327,,
50.35035035,-2.679855686,2.963892028,11.44129748,11.61011492,4.91636017,58.80639757,,
50.45045045,-2.681137386,2.964071576,11.41885143,11.62166164,4.916857669,58.92098186,,
50.55055055,-2.68442742,2.964751122,11.41789922,11.65120836,4.903358402,59.03556615,,
50.65065065,-2.684274011,2.954930669,11.407447,11.65875508,4.90730258,59.15015045,,
50.75075075,-2.687007489,2.964580815,11.3964948,11.66829415,4.89835987,59.2289381,,
50.85085085,-2.703797524,2.965004843,11.38554259,11.66077438,4.896860603,59.200646,,
50.95095095,-2.70680198,2.966428872,11.38730117,11.64875461,4.889250488,59.1723539,,
51.05105105,-2.718990178,2.954851076,11.39466226,11.66823437,4.897323538,59.14406181,,
51.15115115,-2.71918553,2.944772244,11.38451806,11.63721385,4.887399365,59.11576971,,
51.25125125,-2.726880882,2.954193412,11.35537387,11.62969334,4.899475192,59.08747761,,
51.35135135,-2.767576233,2.946614579,11.35522967,11.62967282,4.879551018,59.05918551,,
51.45145145,-2.745748561,2.925029886,11.33648088,11.60065079,4.889022241,59.03089341,,
51.55155155,-2.765540064,2.937884633,11.34463382,11.60719858,4.878229944,59.00260131,,
51.65165165,-2.755456746,2.926595525,11.34457974,11.59261507,4.879892794,58.91663899,,
51.75175175,-2.759165276,2.917484647,11.35642582,11.5873152,4.897973737,58.72292047,,
51.85185185,-2.74717054,2.924470865,11.34642194,11.58100532,4.893975779,58.52920195,,
51.95195195,-2.736175803,2.898115742,11.34691805,11.56464188,4.897977823,58.33548343,,
52.05205205,-2.738181066,2.904274133,11.34691417,11.53995412,4.899979865,58.14176491,,
52.15215215,-2.736591515,2.904675766,11.34750727,11.53192853,4.886191332,57.94804639,,
52.25225225,-2.739719876,2.894585804,11.33488552,11.53240511,4.889994929,57.75432787,,
52.35235235,-2.732329218,2.874863389,11.32145096,11.54184724,4.898202932,57.56060935,,
52.45245245,-2.728151207,2.898078933,11.30543621,11.54177322,4.919968275,57.36689082,,
52.55255255,-2.739539079,2.893794477,11.31501897,11.5221992,4.909924753,57.19652967,,
52.65265265,-2.737426952,2.87351002,11.31510174,11.52012517,4.90788123,57.05452673,,
52.75275275,-2.737189077,2.883225564,11.30577732,11.48305115,4.919788897,56.9125238,,
52.85285285,-2.756175551,2.875441107,11.30815636,11.47097713,4.919589569,56.77052087,,
52.95295295,-2.753662024,2.875349975,11.29653542,11.45145341,4.921390241,56.62851793,,
53.05305305,-2.765252188,2.892722206,11.27683793,11.43469344,4.909231161,56.486515,,
53.15315315,-2.774328502,2.889342184,11.27661439,11.41813917,4.919116491,56.34451207,,
53.25325325,-2.755125537,2.892466666,11.26821419,11.40335367,4.918203522,56.20250913,,
53.35335335,-2.757066914,2.892338897,11.24797468,11.3953009,4.933159246,56.0605062,,
53.45345345,-2.735515604,2.894211127,11.22851255,11.35678717,4.93313933,55.97663731,,
53.55355355,-2.744964295,2.904083357,11.20905043,11.36425392,4.929119414,55.9397338,,
53.65365365,-2.756912985,2.901905015,11.1700883,11.33720751,4.929099498,55.90283029,,
53.75375375,-2.745294989,2.901161064,11.14267539,11.34664403,4.941053697,55.86592678,,
53.85385385,-2.766573557,2.891417112,11.12333884,11.32708055,4.930967747,55.82902327,,
53.95395395,-2.773902872,2.89317316,11.09196483,11.31551707,4.930901495,55.79211976,,
54.05405405,-2.771613839,2.900429208,11.0743458,11.29795359,4.908857494,55.75521625,,
54.15415415,-2.762176157,2.900185256,11.08127331,11.28839011,4.918813494,55.71831274,,
54.25425425,-2.7560628,2.872910216,11.06271585,11.26881854,4.920269494,55.68140923,,
54.35435435,-2.754449443,2.872632774,11.06279952,11.27074634,4.908725494,55.7095622,,
54.45445445,-2.736762974,2.860396375,11.08206809,11.28796861,4.920847193,55.77252029,,
54.55455455,-2.708132705,2.860159977,11.08179519,11.29908276,4.888990705,55.83547838,,
54.65465465,-2.704360913,2.859923579,11.07162674,11.32348221,4.911079286,55.89843647,,
54.75475475,-2.687089122,2.861949443,11.06195829,11.35263941,4.891167866,55.96139457,,
54.85485485,-2.69681733,2.866345176,11.06178984,11.36543876,4.901256446,56.02435266,,
54.95495495,-2.688860854,2.849972159,11.06069797,11.38191804,4.887236919,56.08731075,,
55.05505506,-2.687509226,2.849059457,11.05402259,11.40183693,4.890375964,56.15026885,,
55.15515516,-2.679280569,2.829585422,11.05431698,11.41384368,4.871242177,56.21322694,,
55.25525526,-2.689099328,2.812111387,11.03495075,11.40185044,4.869171828,56.16044098,,
55.35535536,-2.675418088,2.790137353,11.05208453,11.4213572,4.869101479,56.06841263,,
55.45545546,-2.677236847,2.783163318,11.07221831,11.41136395,4.879031129,55.97638427,,
55.55555556,-2.669555606,2.782639263,11.08185209,11.41185769,4.88096078,55.88435591,,
55.65565566,-2.657374365,2.761079008,11.11148587,11.40184201,4.86089043,55.79232755,,
55.75575576,-2.658728417,2.772962627,11.10396266,11.38431173,4.850639702,55.70029919,,
55.85585586,-2.655698712,2.762668497,11.12827677,11.39223519,4.869321097,55.60827083,,
55.95595596,-2.656669008,2.770374367,11.11348277,11.36515865,4.832340331,55.51624247,,
56.05605606,-2.653639303,2.769580237,11.11424282,11.36508211,4.827440646,55.42421411,,
56.15615616,-2.672109599,2.773227913,11.10500287,11.34350567,4.809040961,55.5202546,,
56.25625626,-2.661079894,2.77156211,11.09626292,11.33394729,4.791141276,55.65032324,,
56.35635636,-2.67817181,2.771035446,11.09693321,11.32351102,4.768788798,55.78039188,,
56.45645646,-2.678939375,2.769124591,11.07997384,11.31183343,4.7585045,55.91046052,,
56.55655656,-2.678212456,2.778463844,11.06051039,11.3042916,4.728222342,56.04052915,,
56.65665666,-2.676246297,2.768803096,11.06847639,11.31624977,4.707940184,56.17059779,,
56.75675676,-2.679569428,2.748642348,11.04907,11.31420794,4.69117154,56.30066643,,
56.85685686,-2.684031697,2.748420262,11.05262007,11.31415015,4.667375869,56.43073507,,
56.95695696,-2.687620918,2.758161166,11.04292328,11.32358272,4.667216423,56.56080371,,
57.05705706,-2.683523918,2.74790207,11.05299488,11.3255153,4.637178772,56.74261811,,
57.15715716,-2.683290711,2.749642975,11.06066702,11.34294788,4.659088251,56.92772913,,
57.25725726,-2.694557505,2.749554205,11.07283915,11.35492478,4.624997731,57.11284015,,
57.35735736,-2.692824298,2.749782032,11.05101129,11.38324454,4.62690721,57.29795118,,
57.45745746,-2.684591091,2.747507454,11.05118342,11.38191712,4.62681669,57.4830622,,
57.55755756,-2.674371463,2.731561923,11.01484553,11.37947108,4.594731441,57.66817322,,
57.65765766,-2.694179708,2.723810085,11.00349587,11.37972324,4.608253619,57.85328424,,
57.75775776,-2.693988161,2.72206125,10.97362846,11.36910603,4.58658266,58.03839526,,
57.85785786,-2.703496072,2.721594698,10.96362262,11.35575559,4.58858573,58.22447886,,
57.95795796,-2.691503984,2.699970658,10.97361678,11.37229337,4.598588801,58.44019836,,
58.05805806,-2.713011895,2.690670513,10.98561094,11.37234538,4.598591872,58.65591785,,
58.15815816,-2.693965186,2.709614261,10.97327635,11.37233074,4.59876782,58.87163735,,
58.25825826,-2.701007659,2.711930289,10.98221064,11.36278287,4.593913205,59.08735684,,
58.35835836,-2.68634384,2.699746317,10.99986459,11.370235,4.569398931,59.30307634,,
58.45845846,-2.675611925,2.709562345,10.99332038,11.39168712,4.5697964,59.51879583,,
58.55855856,-2.678236914,2.709378374,10.98286141,11.38213925,4.558037757,59.73451533,,
58.65865866,-2.686358721,2.699010098,10.99240243,11.40154342,4.570279116,59.95023482,,
58.75875876,-2.700190663,2.688697193,10.98965741,11.39346199,4.57840796,60.16730252,,
58.85885886,-2.708291423,2.68865994,10.99208304,11.39145229,4.570447071,60.39402576,,
58.95895896,-2.688892184,2.679122687,11.00200867,11.4009426,4.560486182,60.62074901,,
59.05905906,-2.698492944,2.669085434,11.01143429,11.40343291,4.570525293,60.84747226,,
59.15915916,-2.706666017,2.678627761,10.99524859,11.37232262,4.574577387,61.07419551,,
59.25925926,-2.697364576,2.670770188,11.00040115,11.37191352,4.573242276,61.30091876,,
59.35935936,-2.688102577,2.672780527,10.98861524,11.35936725,4.578956002,61.527642,,
59.45945946,-2.690354903,2.669094933,10.959429,11.35430527,4.561053944,61.75436525,,
59.55955956,-2.68860723,2.690299622,10.95924275,11.34272842,4.559151886,61.9810885,,
59.65965966,-2.678859557,2.678004311,10.9415565,11.34265158,4.539749828,62.18613123,,
59.75975976,-2.671607266,2.670209,10.96087366,11.34257473,4.549345978,62.3110386,,
59.85985986,-2.689273697,2.68741369,10.96825081,11.34249789,4.541910578,62.43594596,,
