GaitPhase,pMMGMean_1,pMMGMean_2,pMMGMean_3,pMMGMean_4,pMMGStd_1,pMMGStd_2,pMMGStd_3,pMMGStd_4,ThetaMean_1,ThetaMean_2,ThetaMean_3,ThetaMean_4
0,1.407197232,2.664608357,1.772863458,1.621807093,0.606081943523667,0.307217207069804,0.816927850159309,0.188616109336735,175.471614866667,174.912481133333,175.471614866667,174.912481133333
0.1001001001001,1.39298204276243,2.6709306380664,1.75487917129496,1.62926121026994,0.618552161954521,0.314352192518202,0.792131495784604,0.183731033234,175.455457729329,174.895885633734,175.455457729329,174.895885633734
0.2002002002002,1.38729813441775,2.68258292879947,1.76102838903036,1.62765140120988,0.619749458977707,0.336230190301388,0.788180752436328,0.167335551827422,175.429135309443,174.874298973407,175.429135309443,174.874298973407
0.3003003003003,1.38561422595395,2.69056855353253,1.75284427288488,1.63537492554755,0.621716750312459,0.344414774125046,0.793536235232617,0.162588364368361,175.402812898098,174.852712317217,175.402812898098,174.852712317217
0.4004004004004,1.37859698411011,2.70988751093227,1.74647897587955,1.65443178318118,0.630452081411142,0.358592997851311,0.800475696262999,0.181719525097617,175.376490529229,174.83112565629,175.376490529229,174.83112565629
0.500500500500501,1.36690624670704,2.71353980166533,1.69580937457591,1.63982197446813,0.621044985214518,0.399231008773657,0.777792820140558,0.175136495515756,175.350168130163,174.809538996196,175.350168130163,174.809538996196
0.600600600600601,1.35250544410811,2.73452539917017,1.675865498998,1.66021165481782,0.633316702648348,0.444110430310203,0.793707207728903,0.192579887946887,175.323845728328,174.787912478579,175.323845728328,174.787912478579
0.700700700700701,1.35314735433267,2.70851009953453,1.66606894950317,1.65225074861428,0.613636776281034,0.447268204646678,0.752176916177099,0.19730438731084,175.292675043143,174.764938866934,175.292675043143,174.764938866934
0.800800800800801,1.34453452441008,2.71482652589756,1.64873875527528,1.65992559171538,0.617105289196966,0.471330701947436,0.766369886560807,0.188279630927673,175.252423842209,174.739551313213,175.252423842209,174.739551313213
0.900900900900901,1.32898299926727,2.73920301236637,1.61723212264264,1.65539623126727,0.59225291396812,0.552557965435635,0.738616930463925,0.209156444113363,175.210662631532,174.714163711712,175.210662631532,174.714163711712
1.001001001001,1.31656160414281,2.75212604495529,1.60693236388355,1.65260861222756,0.602660898899045,0.583552793880749,0.746702823106546,0.208373602048238,175.168901442442,174.688776159493,175.168901442442,174.688776159493
1.1011011011011,1.31860934504438,2.73410913807808,1.56875839758358,1.65095012231698,0.581213296537558,0.593666328591879,0.69757485442983,0.20927327200711,175.127140294962,174.663388609943,175.127140294962,174.663388609943
1.2012012012012,1.31038648171572,2.7650915476967,1.57427078396997,1.66994516228128,0.585994187185236,0.638260888118871,0.690560039518082,0.22676665117934,175.085379068969,174.636975331231,175.085379068969,174.636975331231
1.3013013013013,1.30483774124825,2.75373990190257,1.53979417579379,1.68392631329863,0.55559404039492,0.646522832303284,0.648232317886999,0.214631839131008,175.044177716817,174.609477688355,175.044177716817,174.609477688355
