Timestamp,Angle,HeelstrikeIndex
0.682,169.8534364,683
5.915,178.0719422,5916
6.948,177.0923523,6949
12.282,179.2999355,12283
13.782,179.4690559,13783
18.482,178.419481,18483
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
